#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 273
1,0.000122961
3,0.00034705
5,0.000609061
7,0.000868773
10,0.001156066
30,0.003464751
50,0.005983733
75,0.009040528
100,0.011872086
300,0.035409406
500,0.058976605
750,0.085367317
1000,0.115337697
3000,0.308024946
5000,0.469107693
7500,0.627551944
10000,0.768728751
20000,1.144158322
30000,1.384325869
40000,1.555610957
50000,1.693167875
60000,1.806270435
70000,1.885105864
80000,1.960257051
90000,2.017728243
100000,2.078357356
200000,2.444237316
300000,2.660367653
400000,2.795168859
500000,2.944049709
600000,3.034220561
700000,3.132514903
800000,3.209211725
900000,3.260102763
1000000,3.318173822
