#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 323
1,2.18342E-05
3,0.000054011
5,8.84862E-05
7,0.000126409
10,0.000185017
30,0.00056884
50,0.000958409
75,0.001403138
100,0.00182948
300,0.005573479
500,0.009166937
750,0.013706163
1000,0.018402825
3000,0.054154684
5000,0.091391272
7500,0.134738002
10000,0.172175695
20000,0.327464322
30000,0.450568117
40000,0.552767342
50000,0.661698411
60000,0.754343429
70000,0.835801266
80000,0.912122309
90000,0.981164503
100000,1.054360951
200000,1.478890002
300000,1.732518938
400000,1.896357398
500000,2.013838299
600000,2.116830452
700000,2.192737793
800000,2.258757668
900000,2.31664256
1000000,2.372026857
