Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22
33,0.05,0.0440383551595939,0.014675515006871,0.000403570607488417,7.75337534159286e-06,1.34018962107367e-07,2.43438317595964e-08,2.04902369909407e-08,1.96493592820415e-08,1.94254949330145e-08,1.93670038902738e-08,1.93518172134853e-08,1.93485703894691e-08,1.93480950775999e-08,1.93483719099347e-08,1.93488586769368e-08,1.93494118151709e-08,1.93499928234155e-08,1.93505901729193e-08,1.93511992025419e-08,1.93518280702071e-08,2.23400085331744e-07
34,0.05,0.0443763719732755,0.0168413145993452,0.000476806253194442,9.41740827899191e-06,1.62475362667786e-07,2.51407278767775e-08,2.0649107845468e-08,1.96927388193185e-08,1.94371361700355e-08,1.93701650936998e-08,1.9352576567431e-08,1.93487751453765e-08,1.93481493080474e-08,1.93483857851345e-08,1.93488620346887e-08,1.93494124361553e-08,1.93499927172865e-08,1.93505898566442e-08,1.93511988060777e-08,1.93518278479128e-08,2.2340008510992e-07
35,0.05,0.0447012041934512,0.0191945636499718,0.000563121922784496,1.14167743347968e-05,1.97781879104878e-07,2.60864540260073e-08,2.08307004547651e-08,1.97423631920422e-08,1.94504628552517e-08,1.93737762410337e-08,1.93534510863858e-08,1.93490095443035e-08,1.93482117691797e-08,1.9348401922232e-08,1.93488660521058e-08,1.93494132831844e-08,1.9349992710935e-08,1.93505895943442e-08,1.93511984387395e-08,1.93518276349921e-08,2.23400084896109e-07
36,0.05,0.0450108921577198,0.0215402038660898,0.000670198223198543,1.39056564954491e-05,2.42545049489954e-07,2.72249219949746e-08,2.10390314800157e-08,1.97992859976407e-08,1.94657453406588e-08,1.93779089824492e-08,1.93544617945557e-08,1.93492783462809e-08,1.93482841934801e-08,1.93484211345313e-08,1.93488712372645e-08,1.93494147271863e-08,1.93499930822472e-08,1.93505895824253e-08,1.93511982184868e-08,1.93518274709903e-08,2.23400084732182e-07
37,0.05,0.0453004011068194,0.0235674143102426,0.000802937205779738,1.70122823171505e-05,2.99483621941632e-07,2.86071603567876e-08,2.12786540459016e-08,1.98647383473483e-08,1.94833043451963e-08,1.93826487515468e-08,1.93556281262095e-08,1.93495862485604e-08,1.93483680154174e-08,1.93484438692081e-08,1.93488777619514e-08,1.93494168574909e-08,1.9349993888378e-08,1.93505898589766e-08,1.93511981677817e-08,1.93518273634202e-08,2.23400084622841e-07
38,0.05,0.0455682401774933,0.0252061092598915,0.000957586704282938,2.07198654614265e-05,3.69566406068583e-07,3.0262268763278e-08,2.15520117108296e-08,1.99397139803412e-08,1.95034525724874e-08,1.93880857998641e-08,1.93569719083124e-08,1.93499375581674e-08,1.93484638219209e-08,1.93484696571307e-08,1.93488849700714e-08,1.93494190721112e-08,1.9349994644805e-08,1.93505900735411e-08,1.93511980746261e-08,1.93518272410923e-08,2.23400084499076e-07
39,0.05,0.0458172642729209,0.0265758762862935,0.00113173890537415,2.50277439356597e-05,4.53896175933371e-07,3.22160444754736e-08,2.18595129128568e-08,2.00247549256417e-08,1.95264181561128e-08,1.93942383523188e-08,1.93585708423803e-08,1.93503386963293e-08,1.93485727325853e-08,1.93484985802799e-08,1.93488926556018e-08,1.93494211298511e-08,1.93499951456721e-08,1.93505900745489e-08,1.93511978467576e-08,1.93518270729546e-08,2.2340008433212e-07
40,0.05,0.0460503105323899,0.0277777133529174,0.00132591507603686,2.99860935245402e-05,5.54420730353895e-07,3.45138340273248e-08,2.22033620602365e-08,2.01207254370658e-08,1.95524872294921e-08,1.94010213697371e-08,1.93606142897344e-08,1.93508007484885e-08,1.93486962477923e-08,1.93485312881883e-08,1.93489010947781e-08,1.93494231809226e-08,1.93499954890161e-08,1.93505899277012e-08,1.93511975228762e-08,1.93518268718951e-08,2.23400084131617e-07
41,0.05,0.046269320009767,0.0288685886687408,0.00154209813891209,3.56731665134198e-05,6.73587715316579e-07,3.72117336117938e-08,2.25868267813763e-08,2.02287800508381e-08,1.95820208703594e-08,1.94087195873166e-08,1.93629568589798e-08,1.93513268482005e-08,1.93488369151604e-08,1.93485685283272e-08,1.93489105788288e-08,1.93494253783897e-08,1.93499957726974e-08,1.93505896980131e-08,1.93511971411743e-08,1.93518266506269e-08,2.23400083910127e-07
42,0.05,0.0464755772837584,0.0298767347286705,0.00178699478977484,4.22688240063573e-05,8.14929955042116e-07,4.03546902535814e-08,2.30102722382457e-08,2.03496805858626e-08,1.96153476489788e-08,1.94176120462118e-08,1.93654642625087e-08,1.93519197319157e-08,1.934899735976e-08,1.93486108882612e-08,1.93489212131818e-08,1.93494277107897e-08,1.9349995963242e-08,1.93505893557217e-08,1.93511966825468e-08,1.93518264026261e-08,2.23400083663219e-07
43,0.05,0.0466696958715136,0.0308036895304136,0.00209312698541559,5.05246094175435e-05,9.86295972892659e-07,4.38010988499893e-08,2.34353241685944e-08,2.0477269642381e-08,1.9651693822678e-08,1.94275598011167e-08,1.93682217011839e-08,1.93525859524518e-08,1.93491767115379e-08,1.93486564320342e-08,1.93489309310882e-08,1.93494283629618e-08,1.93499946151397e-08,1.93505878583784e-08,1.9351195516814e-08,1.93518259162586e-08,2.23400083176917e-07
