0 0 1.11111
0.666667 0.0333333 1.11111
1.33333 0.0666667 1.11115
2 0.1 1.11114
2.66667 0.133333 1.11113
3.33333 0.166667 1.11113
4 0.2 1.11113
4.66667 0.233333 1.11113
5.33333 0.266667 1.11114
6 0.3 1.11114
6.66667 0.333333 1.11114
7.33333 0.366667 1.11115
8 0.4 1.11115
8.66667 0.433333 1.11112
9.33333 0.466667 1.11112
10 0.5 1.11112
10.6667 0.533333 1.11112
11.3333 0.566667 1.11112
12 0.6 1.11112
12.6667 0.633333 1.11112
13.3333 0.666667 1.11112
14 0.7 1.11112
14.6667 0.733333 1.11112
15.3333 0.766667 1.11112
16 0.8 1.11112
16.6667 0.833333 1.11113
17.3333 0.866667 1.11113
18 0.9 1.11113
18.6667 0.933333 1.11112
19.3333 0.966667 1.11111
20 1 1.11111
20.6667 1.03333 1.11111
21.3333 1.06667 1.11111
22 1.1 1.11111
22.6667 1.13333 1.11112
23.3333 1.16667 1.11112
24 1.2 1.11112
24.6667 1.23333 1.11112
25.3333 1.26667 1.11112
26 1.3 1.11112
26.6667 1.33333 1.11112
27.3333 1.36667 1.11112
28 1.4 1.11112
28.6667 1.43333 1.11112
29.3333 1.46667 1.11112
30 1.5 1.11111
30.6667 1.53333 1.11111
31.3333 1.56667 1.11111
32 1.6 1.11111
32.6667 1.63333 1.11111
33.3333 1.66667 1.11111
34 1.7 1.11111
34.6667 1.73333 1.11111
35.3333 1.76667 1.11111
36 1.8 1.11111
36.6667 1.83333 1.11111
37.3333 1.86667 1.11112
38 1.9 1.11112
38.6667 1.93333 1.11112
39.3333 1.96667 1.11112
40 2 1.11112
40.6667 2.03333 1.11111
41.3333 2.06667 1.11111
42 2.1 1.11111
42.6667 2.13333 1.11111
43.3333 2.16667 1.11111
44 2.2 1.11111
44.6667 2.23333 1.11111
45.3333 2.26667 1.11111
46 2.3 1.11111
46.6667 2.33333 1.11111
47.3333 2.36667 1.11111
48 2.4 1.11111
48.6667 2.43333 1.11111
49.3333 2.46667 1.11111
50 2.5 1.11111
50.6667 2.53333 1.11111
51.3333 2.56667 1.11111
52 2.6 1.11111
52.6667 2.63333 1.11111
53.3333 2.66667 1.11111
54 2.7 1.11111
54.6667 2.73333 1.11111
55.3333 2.76667 1.11111
56 2.8 1.11111
56.6667 2.83333 1.11111
57.3333 2.86667 1.11111
58 2.9 1.11111
58.6667 2.93333 1.11111
59.3333 2.96667 1.11111
60 3 1.11111
60.6667 3.03333 1.11111
61.3333 3.06667 1.11111
62 3.1 1.11111
62.6667 3.13333 1.11111
63.3333 3.16667 1.11111
64 3.2 1.11111
64.6667 3.23333 1.11111
65.3333 3.26667 1.11111
66 3.3 1.11111
66.6667 3.33333 1.11111
67.3333 3.36667 1.11111
68 3.4 1.11111
68.6667 3.43333 1.11111
69.3333 3.46667 1.11111
70 3.5 1.11111
70.6667 3.53333 1.11111
71.3333 3.56667 1.11111
72 3.6 1.11111
72.6667 3.63333 1.11111
73.3333 3.66667 1.11111
74 3.7 1.11111
74.6667 3.73333 1.11111
75.3333 3.76667 1.11111
76 3.8 1.11111
76.6667 3.83333 1.11111
77.3333 3.86667 1.11111
78 3.9 1.11111
78.6667 3.93333 1.1111
