0 0 0
0.666667 0.0333333 -3.61346e-06
1.33333 0.0666667 -2.15485e-05
2 0.1 -2.62055e-05
2.66667 0.133333 -3.26901e-05
3.33333 0.166667 -4.15685e-05
4 0.2 -1.1792e-05
4.66667 0.233333 -6.3254e-06
5.33333 0.266667 -7.80827e-06
6 0.3 -1.02358e-05
6.66667 0.333333 -1.04129e-05
7.33333 0.366667 -1.82972e-06
8 0.4 -1.89795e-06
8.66667 0.433333 -2.38585e-06
9.33333 0.466667 -2.19977e-06
10 0.5 -4.27175e-07
10.6667 0.533333 -4.58207e-07
11.3333 0.566667 -5.38146e-07
12 0.6 -2.89388e-07
12.6667 0.633333 -8.86957e-08
13.3333 0.666667 -1.10693e-07
14 0.7 -1.07839e-07
14.6667 0.733333 -2.41616e-08
15.3333 0.766667 -2.20808e-08
16 0.8 -2.5775e-08
16.6667 0.833333 -1.35431e-08
17.3333 0.866667 -4.44375e-09
18 0.9 -5.56154e-09
18.6667 0.933333 -5.32462e-09
19.3333 0.966667 -1.19468e-09
20 1 -1.15801e-09
20.6667 1.03333 -1.34861e-09
21.3333 1.06667 -6.8867e-10
22 1.1 -2.39111e-10
22.6667 1.13333 -3.00818e-10
23.3333 1.16667 -2.88979e-10
24 1.2 -6.52329e-11
24.6667 1.23333 -6.45196e-11
25.3333 1.26667 -7.55436e-11
26 1.3 -3.97343e-11
26.6667 1.33333 -1.35715e-11
27.3333 1.36667 -1.71739e-11
28 1.4 -1.69184e-11
28.6667 1.43333 -3.91741e-12
29.3333 1.46667 -3.75077e-12
30 1.5 -4.43927e-12
30.6667 1.53333 -2.51808e-12
31.3333 1.56667 -8.00715e-13
32 1.6 -1.02001e-12
32.6667 1.63333 -1.0444e-12
33.3333 1.66667 -2.54163e-13
34 1.7 -2.24887e-13
34.6667 1.73333 -2.69876e-13
35.3333 1.76667 -1.69796e-13
36 1.8 -4.86254e-14
36.6667 1.83333 -6.23484e-14
37.3333 1.86667 -6.66228e-14
38 1.9 -1.78859e-14
38.6667 1.93333 -1.37978e-14
39.3333 1.96667 -1.68146e-14
40 2 -1.19217e-14
40.6667 2.03333 -3.02449e-15
41.3333 2.06667 -3.89041e-15
42 2.1 -4.31846e-15
42.6667 2.13333 -1.35596e-15
43.3333 2.16667 -8.61336e-16
44 2.2 -1.06664e-15
44.6667 2.23333 -8.56363e-16
45.3333 2.26667 -1.92637e-16
46 2.3 -2.46343e-16
46.6667 2.33333 -2.81345e-16
47.3333 2.36667 -1.0848e-16
48 2.4 -5.44623e-17
48.6667 2.43333 -6.85498e-17
49.3333 2.46667 -6.1761e-17
50 2.5 -1.26816e-17
50.6667 2.53333 -1.57612e-17
51.3333 2.56667 -1.84204e-17
52 2.6 -8.67265e-18
52.6667 2.63333 -3.47466e-18
53.3333 2.66667 -4.44474e-18
54 2.7 -4.4303e-18
54.6667 2.73333 -8.87472e-19
55.3333 2.76667 -1.01526e-18
56 2.8 -1.2128e-18
56.6667 2.83333 -6.8974e-19
57.3333 2.86667 -2.22819e-19
58 2.9 -2.89531e-19
58.6667 2.93333 -3.1252e-19
59.3333 2.96667 -7.04065e-20
60 3 -6.56836e-20
60.6667 3.03333 -8.02141e-20
61.3333 3.06667 -5.64018e-20
62 3.1 -1.60491e-20
62.6667 3.13333 -2.21531e-20
63.3333 3.16667 -2.6942e-20
64 3.2 -1.84367e-20
64.6667 3.23333 -2.10355e-20
65.3333 3.26667 -2.87852e-20
66 3.3 -3.80624e-20
66.6667 3.33333 2.92875e-21
67.3333 3.36667 1.038e-20
68 3.4 2.52179e-20
68.6667 3.43333 5.59892e-20
69.3333 3.46667 2.75482e-19
70 3.5 4.46292e-19
70.6667 3.53333 7.13386e-19
71.3333 3.56667 1.12603e-18
72 3.6 1.75638e-18
72.6667 3.63333 2.70912e-18
73.3333 3.66667 4.13508e-18
74 3.7 6.25003e-18
74.6667 3.73333 9.36104e-18
75.3333 3.76667 1.39027e-17
76 3.8 2.04871e-17
76.6667 3.83333 2.9972e-17
77.3333 3.86667 4.35536e-17
78 3.9 6.28935e-17
78.6667 3.93333 9.02926e-17
79.3333 3.96667 1.28929e-16
80 4 1.83185e-16
80.6667 4.03333 2.5909e-16
81.3333 4.06667 3.64921e-16
82 4.1 5.12009e-16
82.6667 4.13333 7.15823e-16
83.3333 4.16667 9.97433e-16
84 4.2 1.38551e-15
84.6667 4.23333 1.91903e-15
85.3333 4.26667 2.65101e-15
86 4.3 3.65348e-15
86.6667 4.33333 5.0242e-15
87.3333 4.36667 6.89559e-15
88 4.4 9.4466e-15
88.6667 4.43333 1.29187e-14
89.3333 4.46667 1.76379e-14
90 4.5 2.40438e-14
90.6667 4.53333 3.27308e-14
91.3333 4.56667 4.4502e-14
92 4.6 6.04417e-14
92.6667 4.63333 8.20113e-14
93.3333 4.66667 1.11176e-13
94 4.7 1.50574e-13
94.6667 4.73333 2.03752e-13
95.3333 4.76667 2.75478e-13
96 4.8 3.72177e-13
96.6667 4.83333 5.02509e-13
97.3333 4.86667 6.78146e-13
98 4.9 9.14777e-13
98.6667 4.93333 1.23344e-12
99.3333 4.96667 1.66233e-12
100 5 2.23919e-12
100.667 5.03333 3.01473e-12
101.333 5.06667 4.05718e-12
102 5.1 5.45844e-12
102.667 5.13333 7.34231e-12
103.333 5.16667 9.87502e-12
104 5.2 1.32792e-11
104.667 5.23333 1.78522e-11
105.333 5.26667 2.39922e-11
106 5.3 3.22328e-11
106.667 5.33333 4.32922e-11
107.333 5.36667 5.81382e-11
108 5.4 7.80744e-11
108.667 5.43333 1.04851e-10
109.333 5.46667 1.40809e-10
110 5.5 1.8907e-10
110.667 5.53333 2.53808e-10
111.333 5.56667 3.40613e-10
112 5.6 4.57009e-10
112.667 5.63333 6.13149e-10
113.333 5.66667 8.22716e-10
114 5.7 1.10408e-09
114.667 5.73333 1.4818e-09
115.333 5.76667 1.98855e-09
116 5.8 2.66795e-09
116.667 5.83333 3.57841e-09
117.333 5.86667 4.79858e-09
118 5.9 6.43473e-09
118.667 5.93333 8.6303e-09
119.333 5.96667 1.1578e-08
120 6 1.55349e-08
120.667 6.03333 2.08429e-08
121.333 6.06667 2.79569e-08
122 6.1 3.7486e-08
122.667 6.13333 5.02513e-08
123.333 6.16667 6.73643e-08
124 6.2 9.03282e-08
124.667 6.23333 1.21163e-07
125.333 6.26667 1.62563e-07
126 6.3 2.18098e-07
126.667 6.33333 2.92509e-07
127.333 6.36667 3.9214e-07
128 6.4 5.25553e-07
128.667 6.43333 7.04368e-07
129.333 6.46667 9.44342e-07
130 6.5 1.26667e-06
130.667 6.53333 1.69957e-06
131.333 6.56667 2.28032e-06
132 6.6 3.05829e-06
132.667 6.63333 4.09944e-06
133.333 6.66667 5.49298e-06
134 6.7 7.36037e-06
134.667 6.73333 9.86684e-06
135.333 6.76667 1.32349e-05
136 6.8 1.77605e-05
136.667 6.83333 2.38326e-05
137.333 6.86667 3.19646e-05
138 6.9 4.28411e-05
138.667 6.93333 5.73903e-05
139.333 6.96667 7.68811e-05
140 7 0.000103047
140.667 7.03333 0.000138225
141.333 7.06667 0.000185516
142 7.1 0.000248977
142.667 7.13333 0.000333923
143.333 7.16667 0.000447429
144 7.2 0.000599101
144.667 7.23333 0.000802132
145.333 7.26667 0.0010746
146 7.3 0.0014409
146.667 7.33333 0.00193317
147.333 7.36667 0.002593
148 7.4 0.00347412
148.667 7.43333 0.00464726
149.333 7.46667 0.00620778
150 7.5 0.00828585
150.667 7.53333 0.0110578
151.333 7.56667 0.0147561
152 7.6 0.0196748
152.667 7.63333 0.0261707
153.333 7.66667 0.0346667
154 7.7 0.0456656
154.667 7.73333 0.0597728
155.333 7.76667 0.0777055
156 7.8 0.100255
156.667 7.83333 0.128159
157.333 7.86667 0.161864
158 7.9 0.201264
158.667 7.93333 0.245557
159.333 7.96667 0.293362
160 8 0.34304
160.667 8.03333 0.393037
161.333 8.06667 0.442085
162 8.1 0.489266
162.667 8.13333 0.533983
163.333 8.16667 0.575893
164 8.2 0.614843
