Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N40,N41,N42
1337,0.15,0.150000556625929,0.150001668657474,0.150002930977971,0.150004051113849,0.150004201875562,0.150002238495761,0.149992401084503,0.149959179477263,0.149866535760762,0.149642094880498,0.149158182811353,0.1482110808826,0.146488458874405,0.143506034887158,0.138749464613648,0.133564426182723,0.130249742354618,0.128376399361641,0.127355376705245,0.126824813383458,0.12656791702716,0.126451142325777,0.12640481864894,0.126388491360945,0.126385911898931,0.126386963964245,0.12639046662289,0.126397062571589,0.126405333095254,0.126413199611086,0.126420499792971,0.126427619199699,0.126434752505989,0.126441949012405,0.126449183233771,0.126456444977698,0.126463609540679,0.126470917851586,0.126477678298023,0.126488531872535,0.126486692069942
1338,0.15,0.150000557175358,0.150001666864852,0.150002937635801,0.150004045838713,0.150004206554446,0.150002276926151,0.149992549963041,0.149959649394359,0.149867812289217,0.149645143352493,0.149164696973526,0.148223790201094,0.146511691856627,0.143546479736189,0.138809189055347,0.133612585391931,0.130277972288643,0.128392487233254,0.127364212939435,0.126829370629147,0.126570141866765,0.126452170075019,0.126405215199852,0.126388700174064,0.126385885218358,0.126386962568172,0.126390430975395,0.126396983202265,0.12640523757298,0.126413101900412,0.126420396307947,0.126427508937578,0.126434637339937,0.126441832048691,0.126449067603782,0.126456333437631,0.126463503975601,0.126470819717715,0.126477587214927,0.126488450953304,0.126486611540158
1339,0.15,0.150000557721257,0.150001665122288,0.150002944386693,0.150004041649252,0.150004211356394,0.150002314787999,0.149992697109981,0.149960114681101,0.149869077652472,0.149648167789085,0.149171164506427,0.148236415752746,0.146534780051536,0.143586691854504,0.138868802681568,0.133660998380278,0.130306363698741,0.128408675346592,0.12737310841915,0.12683396658738,0.126572382770851,0.126453215219653,0.126405612491527,0.126388921292399,0.126385858260414,0.126386962248706,0.126390398607563,0.126396908277983,0.126405146822076,0.126413008677839,0.126420296484782,0.126427401269048,0.126434523646404,0.126441715503587,0.126448951480617,0.12645622065697,0.126463396635471,0.126470719414258,0.126477493841599,0.126488367784211,0.126486528788831
1340,0.15,0.150000558262227,0.150001663433499,0.150002951212314,0.150004038625697,0.150004216315276,0.150002352089732,0.149992842533663,0.149960575367112,0.149870331930105,0.1496511683588,0.149177585718294,0.148248958072031,0.146557724375017,0.143626672055404,0.13892830026706,0.133709665357737,0.130334916894392,0.128424963955464,0.127382062902192,0.126838601452053,0.126574639260226,0.126454278028255,0.126406010061832,0.12638915491519,0.126385831218964,0.126386962829976,0.126390369411908,0.126396837843403,0.126405061033783,0.126412920210118,0.12642020060708,0.126427296461738,0.126434411658096,0.126441599564797,0.126448835003025,0.126456106724846,0.12646328756359,0.126470616940036,0.126477398144646,0.126488282291244,0.126486443742732
1341,0.15,0.150000558796875,0.150001661802199,0.150002958094332,0.150004036848277,0.150004221464958,0.150002388839776,0.14999298624243,0.149961031482014,0.149871575201697,0.149654145230167,0.149183960917367,0.148261417693423,0.146580525742952,0.143666421152188,0.138987676586569,0.13375858653428,0.130363632185074,0.128441353313679,0.12739107614636,0.126843275417065,0.126576910855701,0.126455358769401,0.126406407448631,0.126389401241681,0.126385804287869,0.12638696413611,0.126390343280943,0.126396771943186,0.126404980399341,0.126412836763999,0.126420108958443,0.126427194783274,0.126434301607718,0.126441484420028,0.126448718309759,0.12645599173039,0.126463176803259,0.126470512293871,0.126477300090675,0.126488194400389,0.12648635632863
1342,0.15,0.150000559308804,0.150001660267829,0.150002963975896,0.150004035617793,0.150004227008519,0.150002425487064,0.149993128678938,0.149961483400498,0.149872807757619,0.149657098624549,0.149190290287126,0.148273794771169,0.146603184363533,0.14370594179243,0.139046929713138,0.133807757227529,0.130392508666007,0.128457847130499,0.127400146191586,0.126847987995281,0.126579198624499,0.126456449621143,0.126406813790642,0.126389641218463,0.126385798941272,0.126386969417714,0.126390316220438,0.126396704137536,0.126404898473612,0.12641275383079,0.126420018993579,0.126427095206388,0.126434193549629,0.126441370831675,0.12644860258139,0.126455877061411,0.12646306578935,0.126470406860108,0.126477200922395,0.126488105066959,0.126486267436158
1343,0.15,0.150000559797577,0.150001658831824,0.150002968904976,0.150004035064238,0.150004232969024,0.150002462011897,0.149993269823802,0.149961931130157,0.149874029663991,0.149660028707101,0.149196574143775,0.148286089864017,0.146625701197825,0.143745234672323,0.139106054210939,0.133857177959801,0.130421546724191,0.128474445439123,0.127409272905345,0.126852739424078,0.126581501988702,0.126457551368585,0.126407228012777,0.126389876273939,0.126385814014426,0.126386978280159,0.12639028837105,0.126396634885105,0.126404815871526,0.126412671982123,0.126419931176698,0.126426998081379,0.126434087727918,0.126441258950754,0.126448487890156,0.126455762724128,0.126462954476323,0.126470300549111,0.126477100524941,0.126488014151224,0.126486176930614
1344,0.15,0.150000560265067,0.150001657490111,0.150002973089635,0.150004035437753,0.150004239343455,0.150002498326673,0.149993409590684,0.149962374625388,0.149875240954442,0.149662935634833,0.149202812822751,0.14829830358933,0.146648077315985,0.143784300205298,0.139165044135702,0.13390685000759,0.13045074693381,0.128491147740081,0.127418456419931,0.126857530045817,0.126583820132004,0.126458666044016,0.126407647559939,0.126390110804378,0.126385845062145,0.12638698980061,0.126390260472592,0.12639656564415,0.126404734231039,0.126412592525782,0.126419846408096,0.126426903958158,0.126433984414173,0.126441148839689,0.126448374147694,0.126455648524563,0.126462842604116,0.126470193057662,0.126476998586735,0.12648792135478,0.126486084528867
1345,0.15,0.15000056070853,0.150001656249618,0.150002976418202,0.150004036748515,0.150004246180885,0.15000253447941,0.149993548026962,0.149962813946827,0.149876441727497,0.149665819581021,0.149209006621079,0.148310436447408,0.146670313570293,0.143823139369517,0.139223894558615,0.133956773141156,0.130480109495209,0.12850795459775,0.127427696338745,0.126862359993186,0.126586152714203,0.126459793188854,0.126408072832894,0.126390343278645,0.126385894190912,0.12638700411116,0.126390232068245,0.126396495876527,0.12640465314693,0.126412515299314,0.126419764717122,0.126426812987969,0.126433883825067,0.126441040737837,0.126448261586389,0.126455534668569,0.126462730341101,0.126470084509111,0.126476895189076,0.126487826696126,0.126485990244226
1346,0.15,0.150000561125222,0.15000165511727,0.150002978779005,0.150004039006702,0.150004253530393,0.150002570518127,0.149993685180014,0.149963249155111,0.149877632081679,0.149668680718942,0.149215155835785,0.148322488938552,0.146692410813026,0.143861753143138,0.139282600550869,0.134006947130759,0.13050963460873,0.128524866576507,0.127436992265192,0.126867229398873,0.126588499395096,0.12646093234452,0.126408504232407,0.126390572165599,0.126385963507208,0.126387021343902,0.126390202701193,0.126396425044089,0.126404572213978,0.126412440140263,0.126419686133125,0.126426725322058,0.126433786177278,0.126440934884556,0.12644815043863,0.126455421362,0.126462617855649,0.126469975026806,0.126476790413264,0.126487730193763,0.126485894090001
1347,0.15,0.150000561512399,0.150001654099995,0.150002980060371,0.150004042222488,0.150004261441054,0.15000260649084,0.149993821097216,0.149963680310876,0.149878812115514,0.149671519221873,0.149221260763896,0.148334461563061,0.146714369896463,0.143900142504321,0.139341157183654,0.134057371746661,0.130539322474718,0.128541884240726,0.127446343802675,0.126872138395568,0.126590859834481,0.126462083052433,0.126408942159244,0.126390795934104,0.126386055117514,0.126387041630926,0.126390171914617,0.12639635260869,0.126404491026963,0.126412366886175,0.126419610685455,0.12642664111167,0.126433691687482,0.126440831519202,0.126448040936804,0.126455308810707,0.126462505316131,0.126469864734097,0.126476684340601,0.126487631866191,0.126485796079502
1348,0.15,0.150000561890431,0.150001653171591,0.150002980716417,0.150004045836784,0.150004269595103,0.150002642281501,0.149993955785427,0.14996410751333,0.149879982008136,0.149674335358246,0.149227321805632,0.148346354917932,0.146736191560499,0.143938308228593,0.139399562142769,0.134108045579165,0.130569175053292,0.128559008773674,0.127455753686136,0.126877084639479,0.126593238070359,0.126463240628761,0.126409389727711,0.126391013003148,0.126386161155542,0.126387066524327,0.126390142915419,0.126396280662209,0.126404409808666,0.126412294469299,0.126419536991937,0.126426559145929,0.126433599516466,0.126440730212678,0.126447933008562,0.12645519721821,0.126462393105018,0.126469754129345,0.126476577495065,0.126487532214489,0.126485696712222
1349,0.15,0.150000562279393,0.15000165230628,0.15000298119402,0.150004049297778,0.150004277679467,0.150002677776161,0.149994089252021,0.149964530861188,0.149881141937649,0.149677129395278,0.149233339359893,0.148358169598928,0.146757876546469,0.143976251094075,0.139457813080579,0.134158967233666,0.130599194282069,0.128576241350699,0.127465224610476,0.126882065818483,0.126595638084749,0.126464400443703,0.126409850017415,0.126391221792357,0.126386273882524,0.126387097558038,0.126390118863653,0.126396211262891,0.126404328773839,0.12641222183346,0.126419463688442,0.126426478231375,0.126433508838521,0.126440630544432,0.126447826585451,0.12645508678806,0.126462281602041,0.126469643706116,0.126476470394978,0.126487431733569,0.126485596481438
1350,0.15,0.150000562657868,0.150001651537752,0.150002980924442,0.150004053075527,0.150004286039573,0.150002713155376,0.14999422157711,0.149964950383926,0.149882291937457,0.149679901429375,0.14923931364034,0.148369906028231,0.146779425797438,0.144013972242621,0.139515902956071,0.134210137433646,0.130629378939765,0.128593582036213,0.127474753649294,0.126887084065883,0.126598056000533,0.12646556545203,0.126410321236999,0.126391420810884,0.126386403461406,0.12638713371701,0.12639009634278,0.126396141747937,0.126404247009932,0.126412149547545,0.126419391944617,0.126426399619638,0.126433420723318,0.126440533293832,0.126447722146039,0.126454977727992,0.126462170802613,0.126469533284807,0.126476362764021,0.126487330052079,0.126485495007697
1351,0.15,0.150000563026643,0.150001650867871,0.150002979882443,0.150004057093243,0.150004294668456,0.150002748442103,0.149994352801882,0.149965366148072,0.1498834321184,0.149682651648348,0.149245244959764,0.148381564720913,0.146800840148516,0.144051472621436,0.139573827239857,0.134261555769111,0.130659729495555,0.128611031489136,0.127484340884383,0.126892139136049,0.126600492146342,0.126466734549693,0.126410804201762,0.126391608519971,0.126386550475185,0.126387175350262,0.126390075455668,0.126396071980976,0.126404164207661,0.126412077310801,0.126419321574178,0.12642632325388,0.126433335226231,0.126440438598118,0.12644761987616,0.126454870243505,0.126462060907812,0.126469423046056,0.126476254751121,0.12648722726224,0.126485392378581
1352,0.15,0.150000563386504,0.150001650298505,0.150002978042783,0.150004061274139,0.150004303559153,0.150002783659294,0.149994482967523,0.149965778220155,0.149884562591317,0.149685380240012,0.149251133630955,0.148393146192046,0.146822120434812,0.144088753177724,0.139631581402546,0.134313221830065,0.130690246418613,0.128628590368388,0.127493986397533,0.126897230783351,0.126602946850806,0.126467906632644,0.126411299727,0.126391783380862,0.126386715506859,0.12638722280681,0.126390056305184,0.126396001825637,0.126404080057742,0.126412004822476,0.126419252390846,0.126426249077262,0.126433252402634,0.126440346594532,0.126447519961648,0.126454764540094,0.126461952118715,0.1264693131705,0.126476146505204,0.126487123456272,0.126485288681672
1353,0.15,0.15000056373824,0.150001649831518,0.150002975380222,0.150004065541429,0.150004312704699,0.150002818829905,0.149994612115222,0.149966186666705,0.149885683467047,0.149688087392179,0.149256979966704,0.148404650956703,0.146843267491438,0.144125814858689,0.139689160914746,0.134365135206513,0.130720930178115,0.128646259332891,0.127503690270535,0.12690235876216,0.126605420442558,0.126469080596833,0.126411808628013,0.126391943854799,0.126386899139424,0.126387276435673,0.126390038994197,0.126395931145546,0.12640399425089,0.12641193178182,0.126419184208338,0.126426177032946,0.126433172307899,0.126440257420313,0.126447422588339,0.126454660823256,0.126461844636401,0.126469203838778,0.126476038175195,0.126487018726397,0.126485184004551
1354,0.15,0.150000564078139,0.150001649446841,0.150002972231556,0.15000406977821,0.150004321982453,0.150002853856372,0.149994740184534,0.149966591478793,0.149886794806981,0.149690773260639,0.149262784248559,0.148416079480865,0.146864282139398,0.14416265886199,0.13974656238355,0.134417293125174,0.130751782603778,0.128664038508054,0.127513454264289,0.126907522213363,0.126607914038279,0.126470256198375,0.126412329511465,0.126392093217538,0.12638709441875,0.126387335481205,0.126390024546532,0.126395861337959,0.126403907881781,0.126411858622985,0.126419117025595,0.126426106914264,0.126433094690852,0.126440170877404,0.126447327655091,0.126454559096599,0.126461738551035,0.126469095210227,0.126475929949125,0.126486913273741,0.126485078554501
1355,0.15,0.150000564383692,0.150001649032708,0.150002970447045,0.15000407369989,0.15000433078619,0.150002888137317,0.149994866690146,0.149966992332059,0.1498878964658,0.149693437867318,0.149268546627457,0.148427432025299,0.146885165140746,0.144199287432285,0.139803787167055,0.134469682933164,0.130782811212996,0.12868192578898,0.127523287159125,0.126912717713218,0.126610432049045,0.126471436789252,0.126412851750952,0.126392254871646,0.126387262882159,0.126387394569772,0.126390017836021,0.126395800211368,0.126403827914263,0.126411788852356,0.126419051615874,0.126426037888198,0.126433018018803,0.126440085366041,0.126447233861088,0.126454458519746,0.126461633489113,0.126468987355148,0.1264758221785,0.126486807754711,0.126484973039216
1356,0.15,0.150000564669843,0.150001648660031,0.150002968861817,0.150004077355952,0.150004339473083,0.150002922075065,0.14999499199317,0.149967389530553,0.149888988709996,0.149696081500829,0.149274267514536,0.148438709259605,0.146905917374983,0.144235700728391,0.139860827158385,0.134522311659785,0.130814012192149,0.128699923514002,0.127533183751233,0.126917946947252,0.126612972322823,0.126472618557742,0.126413383114232,0.126392412122963,0.126387428838449,0.126387457527717,0.126390016066494,0.126395742801765,0.126403749619589,0.126411719855804,0.126418987209837,0.12642597036955,0.126432943312099,0.126440002078942,0.126447142295517,0.12645435993371,0.126461530000853,0.126468880521223,0.12647571488915,0.126486701918704,0.126484867169471
1357,0.15,0.150000564935546,0.150001648321748,0.150002967598001,0.150004080653281,0.150004347989079,0.150002955643513,0.149995116093421,0.149967783110088,0.14989007163028,0.149698704335951,0.149279947209871,0.14844991167887,0.146926539671481,0.144271899799463,0.13991767829077,0.134575177933032,0.130845386564239,0.128718032124868,0.127543144805912,0.126923209420107,0.126615535509029,0.126473800749938,0.126413923517552,0.126392565392546,0.126387589802526,0.126387524254388,0.126390019715707,0.126395689597064,0.126403673259975,0.126411651631731,0.1264189236966,0.12642590424049,0.12643287050133,0.126439921016859,0.126447053027395,0.126454263461807,0.126461428242185,0.126468774880422,0.12647560824592,0.126486595902274,0.126484761081573
1358,0.15,0.15000056517976,0.150001648010797,0.150002966777731,0.150004083498761,0.150004356280126,0.150002988816556,0.149995238990718,0.149968173106479,0.149891145317363,0.149701306547461,0.149285586013533,0.148461039778186,0.146947032859607,0.144307885694655,0.13997433649744,0.134628280380903,0.130876935352269,0.128736252063326,0.127553171088454,0.126928504636429,0.126618122257081,0.126474982611932,0.126414472877153,0.126392715101452,0.126387743289297,0.126387594649136,0.126390029261416,0.126395641085175,0.126403599097639,0.126411584178539,0.126418860965279,0.126425839383191,0.126432799517084,0.126439842180546,0.126446966125739,0.126454169227351,0.126461328369036,0.126468670604711,0.126475502413652,0.126486489841974,0.12648465491183
1359,0.15,0.150000565401439,0.150001647720112,0.150002966523138,0.150004085799275,0.150004364292171,0.15000302156809,0.149995360684875,0.149968559555538,0.149892209861955,0.149703888310138,0.149291184225595,0.148472094052641,0.146967397768732,0.144343659463121,0.140030797711625,0.134681617631393,0.13090865957924,0.128754583771124,0.127563263364158,0.12693383210086,0.126620733216398,0.126476163389817,0.126415031109281,0.126392861670737,0.126387886813668,0.126387668611309,0.126390045181376,0.12639559775401,0.126403527394797,0.126411517494628,0.126418798904991,0.126425775679823,0.126432730289949,0.126439765570754,0.126446881659569,0.126454077353657,0.126461230537338,0.126468567866057,0.126475397557192,0.126486383874356,0.126484548796551
1360,0.15,0.150000565599542,0.150001647442633,0.150002966956353,0.150004087461707,0.150004371971163,0.150003053872013,0.149995481175711,0.149968942493079,0.149893265354768,0.149706449798759,0.149296742146129,0.148483074997324,0.146987635228224,0.144379222154018,0.140087057866556,0.134735188312498,0.130940560268157,0.128773027690011,0.127573422398318,0.126939191318045,0.126623369036397,0.126477342329685,0.126415598130179,0.126393005521458,0.126388017890543,0.126387746040257,0.126390067953345,0.126395560091481,0.126403458413665,0.126411451578401,0.126418737404851,0.126425713012559,0.126432662750516,0.126439691188236,0.126446799697901,0.12645398796404,0.126461134903018,0.12646846683643,0.126475293841382,0.126486278135973,0.126484442872044
1361,0.15,0.150000565769204,0.150001647163666,0.150002967443842,0.150004089583818,0.150004379791618,0.150003085763041,0.149995600261303,0.149969321611562,0.149894311493288,0.149708990797344,0.149302259695962,0.148493982694326,0.147007745603473,0.144414575160386,0.140143123910895,0.134788974001443,0.130972646568297,0.128791582168911,0.127583653500921,0.126944587690465,0.126626023756745,0.126478536141132,0.126416156012178,0.126393165802527,0.126388129251747,0.126387818305712,0.126390090358933,0.126395526290458,0.126403394307997,0.126411390312449,0.126418679495566,0.126425652934693,0.126432597090334,0.12643961828897,0.126446719050405,0.126453899823487,0.126461040452445,0.126468366874824,0.126475190986851,0.126486172851589,0.126484337410531
1362,0.15,0.150000565911025,0.150001646879429,0.150002968432739,0.15000409156031,0.150004387472153,0.150003117188912,0.149995718028232,0.149969697094474,0.149895348537345,0.149711511648731,0.149307737338276,0.148504817816362,0.1470277299234,0.14444971938348,0.140198987040287,0.134842980659527,0.131004916007665,0.128810248549666,0.127593955482654,0.126950018186184,0.126628700869624,0.126479736559439,0.126416712345945,0.126393334880409,0.126388220469324,0.126387888975494,0.126390116185902,0.126395497825918,0.126403334526486,0.126411332024638,0.126418623715098,0.12642559460967,0.126432533127756,0.126439547194026,0.126446640327728,0.126453813639511,0.12646094784456,0.126468268502855,0.126475089349493,0.126486068119818,0.126484232489866
1363,0.15,0.150000566024004,0.150001646582944,0.150002970053524,0.150004093284912,0.150004394952878,0.15000314812285,0.149995834478544,0.149970068981421,0.149896376581997,0.149714012532015,0.149313175377332,0.148515580863084,0.147047589022501,0.144484655868654,0.14025464306626,0.134897207103129,0.131037369519479,0.128829027297147,0.127604329058601,0.126955482244686,0.126631401097477,0.126480942637753,0.126417267244868,0.126393512969247,0.126388289111025,0.126387958043191,0.126390145997039,0.126395475211129,0.12640327931045,0.126411276670454,0.126418569917853,0.126425537901197,0.126432470790487,0.126439477912385,0.126446563612801,0.126453729550434,0.126460857248214,0.126468171901473,0.12647498909906,0.12648596407624,0.126484128244854
1364,0.15,0.150000566106836,0.150001646266626,0.150002972376698,0.150004094745872,0.150004402215852,0.150003178542907,0.149995949598273,0.149970437284756,0.149897395691085,0.149716493595276,0.149318574087292,0.148526272301363,0.147067323698443,0.144519385688559,0.14031008867466,0.134951650795272,0.131070008681962,0.128847918710112,0.127614775304569,0.126960979773576,0.126634124638119,0.126482154815342,0.126417819406028,0.126393701769656,0.126388332364957,0.126388024825375,0.126390179744269,0.126395458777198,0.126403229051341,0.126411224513682,0.126418518207592,0.126425482805625,0.126432410026946,0.126439410393914,0.126446488888599,0.126453647586766,0.126460768739428,0.1264680771871,0.126474890370047,0.126485860863432,0.12648402482109
1365,0.15,0.150000566158216,0.150001645922891,0.150002975472763,0.15000409593144,0.150004409243139,0.150003208427134,0.149996063373451,0.149970802016836,0.149898405928457,0.149718954986594,0.149323933742317,0.148536892598073,0.147086934748895,0.144553909915845,0.140365320551333,0.135006309198978,0.131102835073334,0.12886692308732,0.127625295296364,0.126966510680462,0.126636871689366,0.12648337353147,0.126418367526505,0.126393902982251,0.126388347419228,0.126388088638621,0.126390217379519,0.126395448855229,0.126403184140615,0.126411175818107,0.126418468688077,0.126425429319303,0.126432350785552,0.126439344588478,0.126446416138094,0.126453567779015,0.126460682394222,0.126467984476158,0.126474793296946,0.126485758623976,0.126483922364168
1366,0.15,0.15000056617684,0.150001645544154,0.150002979412221,0.150004096829863,0.150004416016799,0.150003237753584,0.149996175790111,0.149971163190014,0.149899407357954,0.149721396854048,0.149329254616568,0.148547442220083,0.147106422971526,0.144588229623164,0.140420335382128,0.13506117977727,0.131135850271815,0.128886040727528,0.127635890109792,0.12697207487295,0.12663964244903,0.126484599225404,0.126418910303377,0.126394118307648,0.126388331461946,0.126388148799501,0.126390258854715,0.126395445776329,0.126403144969724,0.126411130847511,0.126418421463069,0.126425377438578,0.126432293014723,0.126439280445946,0.126446345344263,0.126453490157689,0.126460598288615,0.12646789388507,0.12647469801425,0.126485657500451,0.126483821019682
1367,0.15,0.150000566205099,0.150001645120375,0.150002982621578,0.150004098066287,0.150004423093029,0.150003266926772,0.149996287106376,0.149971520934669,0.149900400028022,0.149723819228334,0.149334536796655,0.148557921380408,0.147125788754266,0.144622345684,0.140475138887584,0.135116250119992,0.13116905741695,0.128905274306852,0.127646557879751,0.126977680419287,0.126642431320908,0.126485839346042,0.126419448532836,0.126394338155994,0.126388315318175,0.126388201196256,0.126390295059577,0.126395440776745,0.126403106617916,0.126411088266075,0.126418376954477,0.126425328101736,0.126432237498562,0.126439218320136,0.126446276422451,0.12645341432664,0.126460515893984,0.126467804894275,0.126474604130372,0.126485557357738,0.126483720665157
1368,0.15,0.150000566248614,0.150001644643581,0.150002984910757,0.150004099729912,0.150004430544895,0.150003295992344,0.149996397351405,0.149971875281864,0.149901384000065,0.149726222238925,0.149339780527012,0.148568330505681,0.147145032829838,0.144656259139436,0.140529729185581,0.13517151612523,0.131202458334436,0.128924624500868,0.127657299215903,0.126983328520572,0.12664523758444,0.126487095443702,0.12641998124468,0.126394562438326,0.126388301507605,0.126388244602057,0.12639032450964,0.126395432746016,0.12640306863464,0.126411048084039,0.12641833531649,0.126425281454426,0.126432184317946,0.126439158224942,0.126446209344913,0.126453340248749,0.126460435190511,0.126467717519389,0.126474511696418,0.126485458294399,0.126483621403699
1369,0.15,0.150000566291087,0.150001644107028,0.150002986914389,0.150004101590437,0.150004438157445,0.150003324782015,0.149996506417865,0.149972226203453,0.149902359343211,0.14972860607418,0.149344986146157,0.148578670149886,0.14716415613651,0.144689971130464,0.140584099861755,0.135226978643941,0.131236054066733,0.128944090792558,0.127668116203213,0.126989016284128,0.12664806342563,0.12648836555233,0.126420506415687,0.126394796729524,0.126388275675987,0.126388279509891,0.126390350266479,0.126395425136101,0.126403033234206,0.126411011114084,0.126418296543699,0.126425237169777,0.126432133134534,0.126439099971617,0.126446144117831,0.12645326810093,0.126460356461697,0.12646763209507,0.126474421027403,0.126485360548306,0.126483523472886
1370,0.15,0.150000566335718,0.150001643502881,0.150002988533499,0.150004103701769,0.150004445971928,0.150003353317798,0.149996614319839,0.149972573723957,0.149903326119717,0.14973097087008,0.149350153908917,0.148588940753723,0.147183159429712,0.144723482709204,0.140638248533314,0.135282634121347,0.131269846353014,0.128963673725754,0.127679009614316,0.126994744458819,0.126650908445003,0.126489650833796,0.12642102295933,0.126395041566303,0.126388238478971,0.126388304882914,0.126390371347823,0.126395417340543,0.126403000260449,0.126410977455096,0.126418260772662,0.126425195341239,0.126432083982892,0.126439043551671,0.126446080717206,0.12645319786971,0.126460279721231,0.126467548672178,0.126474332203591,0.126485264233411,0.12648342699068
1371,0.15,0.150000566385707,0.150001642823302,0.150002989669115,0.150004106117813,0.150004454029591,0.150003381621709,0.149996721071408,0.149972917867898,0.14990428439184,0.149733316762603,0.149355284070119,0.148599142757895,0.147202043464874,0.144756794927774,0.140692172817468,0.135338479002671,0.131303836932452,0.128983373844291,0.127689980221849,0.127000513793511,0.126653772243083,0.126490952449968,0.126421529789079,0.126395297485373,0.126388190572206,0.126388319684283,0.126390386771401,0.126395408752883,0.1264029695572,0.126410947205959,0.126418228139938,0.126425156062263,0.126432036897586,0.126438988956611,0.126446019119041,0.126453129541614,0.126460204982801,0.126467467301573,0.12647424530524,0.126485169463667,0.12648333207504
1372,0.15,0.150000566444253,0.150001642060452,0.150002990222264,0.150004108892472,0.150004462371681,0.150003409715762,0.149996826686655,0.149973258659796,0.149905234221836,0.149735643887728,0.149360376884589,0.148609276603105,0.147220808997425,0.144789908838295,0.140745870331424,0.135394509733138,0.131338027544222,0.129003191692001,0.127701028798448,0.127006325037067,0.126656654420396,0.126492271562717,0.126422025818405,0.126395565023446,0.126388132611341,0.126388322877152,0.12639039555494,0.126395398766664,0.126402940968292,0.126410920465559,0.126418198782085,0.126425119426299,0.126431991913186,0.126438936177948,0.126445959299339,0.126453063103167,0.126460132260098,0.126467388034116,0.126474160412612,0.126485076353026,0.126483238843925
1373,0.15,0.150000566518252,0.15000164126378,0.150002990162421,0.150004111835094,0.150004471011795,0.150003437650435,0.14999693124351,0.149973596194556,0.149906175725868,0.149737952404883,0.149365432593318,0.148619342670318,0.147239456647947,0.14482282516293,0.140799354696538,0.135450713458879,0.131372416840698,0.129023128219241,0.127712154060439,0.127012179497578,0.126659556298875,0.126493605033046,0.126422519224879,0.126395832427646,0.126388080568933,0.126388318174777,0.126390396283407,0.126395383691206,0.126402910801603,0.126410894395179,0.126418171093068,0.126425084693204,0.126431948787661,0.126438885188354,0.126445901269341,0.126452998523012,0.126460061468013,0.126467310747722,0.126474077412919,0.126484984839959,0.126483147227738
1374,0.15,0.150000566618514,0.150001640527614,0.150002989474532,0.150004114578007,0.150004479955182,0.150003465508448,0.149997034876314,0.14997393062503,0.149907109062025,0.149740242489162,0.149370451422079,0.148629341287743,0.147257986921725,0.144855544360408,0.140852652297407,0.135507069802546,0.131407001089356,0.129043184750502,0.127723353042863,0.127018079111498,0.126662480415978,0.12649494651145,0.126423025501368,0.126396078043001,0.126388063213706,0.126388312936548,0.126390386991636,0.126395357205212,0.126402872468003,0.126410863814742,0.126418142107409,0.126425050490887,0.126431907081461,0.126438835955123,0.126445845066354,0.12645293574584,0.126459992429889,0.126467235169865,0.126473996029718,0.12648489471884,0.126483057003532
1375,0.15,0.150000566745856,0.150001639791341,0.150002987958266,0.150004117415026,0.150004489281939,0.150003493295576,0.149997137546742,0.149974261913728,0.149908034242597,0.149742514252225,0.149375433634056,0.148639272945129,0.147276400688714,0.144888067781828,0.14090574623487,0.13556358353608,0.131441784906324,0.129063361511016,0.127734628341963,0.127024024303546,0.126665424652938,0.126496301281108,0.126423535085385,0.12639631345176,0.126388067891535,0.126388301674504,0.126390366884086,0.126395321328101,0.126402828941178,0.12641083148902,0.126418113572649,0.126425017701866,0.126431867103182,0.126438788496524,0.126445790632377,0.126452874764677,0.126459925236215,0.12646716149571,0.126473916508639,0.126484806258619,0.126482968455605
1376,0.15,0.150000566905749,0.150001639070185,0.150002985512965,0.15000412031277,0.150004499032388,0.15000352105291,0.149997239299477,0.149974590115659,0.14990895135131,0.149744767837417,0.149380379475153,0.148649138054561,0.147294698642657,0.144920396342684,0.140958640741866,0.135620247178304,0.131476768813633,0.12908365925093,0.12774597984863,0.127030016193531,0.126668389201322,0.126497668894168,0.126424050664179,0.12639653403286,0.126388102034966,0.126388285206516,0.126390334642482,0.126395274047449,0.126402778544199,0.126410796303612,0.126418084928196,0.12642498610017,0.126431828790725,0.126438742803665,0.126445737956418,0.126452815551236,0.126459859850063,0.126467089695034,0.126473838842709,0.126484719497526,0.126482881621495
1377,0.15,0.150000567103883,0.150001638381331,0.150002982036741,0.150004123230846,0.150004509247156,0.150003548823452,0.149997340181985,0.149974915288508,0.149909860473703,0.149747003388633,0.14938528919039,0.148658937025522,0.147312881471774,0.144952530946708,0.1410113406205,0.135677052907257,0.131511953230731,0.129104078739531,0.127757407376747,0.127036055938241,0.12667137429918,0.126499048770376,0.126424575247643,0.126396734718694,0.126388173675709,0.126388264506079,0.126390288913951,0.126395213225127,0.12640271946716,0.126410757039771,0.12641805555432,0.126424955433262,0.126431792074315,0.12643869886789,0.126445687028551,0.126452758075681,0.126459796229793,0.126467019730291,0.126473763017181,0.126484634467162,0.126482796531715
