Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N40,N41,N42
2125,0.15,0.150000573456208,0.150001669821859,0.150002763206096,0.150003863630312,0.150004961435004,0.150006045909057,0.150007123755626,0.150008400060242,0.150009691549299,0.150010624015166,0.150010936556457,0.150010198089343,0.150006479712394,0.149995266177762,0.149966918570132,0.149902577083977,0.149768336095562,0.149507977706297,0.149034553676016,0.148219037440792,0.14686824185628,0.144679772232273,0.141223407398027,0.136557436562107,0.132569366975262,0.130045961600589,0.128491277631377,0.12755246467659,0.127002943847756,0.126695456310169,0.126532065673162,0.126450934927229,0.126414137103518,0.126400013853947,0.126396550701259,0.126396966615351,0.126399194540768,0.126404290390407,0.126411671395312,0.126424167103752,0.126422358090526
2126,0.15,0.150000573430229,0.150001669763381,0.150002763103019,0.150003863412479,0.150004961352685,0.15000604570059,0.150007123819128,0.150008392970746,0.150009699663723,0.150010617312587,0.150010944364705,0.15001021977006,0.15000654222354,0.149995430203457,0.14996731220524,0.149903448355615,0.149770126664524,0.149511414798136,0.14904076297085,0.148229717833783,0.146886025941975,0.144708840931279,0.141268618160637,0.13660876772622,0.1326045931128,0.130068122382122,0.128505038639686,0.127560775401041,0.127007774030515,0.126698112660946,0.12653344696025,0.126451590081876,0.126414413127754,0.126400100027657,0.126396556844285,0.126396953984551,0.126399155208544,0.126404215408681,0.126411578196645,0.126424079306981,0.126422269984719
2127,0.15,0.15000057340459,0.150001669706281,0.150002763003093,0.150003863197239,0.150004961273754,0.150006045493944,0.150007123888451,0.150008386160536,0.150009707637814,0.150010610801487,0.150010953135824,0.150010241385722,0.150006604014772,0.149995592585039,0.149967702466735,0.149904313005925,0.149771904887735,0.149514830145529,0.14904693585737,0.148240339111762,0.146903714449864,0.144737757327749,0.141313644704338,0.136660183669853,0.132639996142223,0.130090396819084,0.128518876222764,0.127569136076469,0.127012636865163,0.126700789186664,0.126534839624157,0.126452251549228,0.126414691728412,0.126400186936512,0.126396562484738,0.126396940394992,0.12639911498377,0.126404139631235,0.126411483980281,0.126423990445368,0.126422181017633
2128,0.15,0.150000573379388,0.150001669650829,0.150002762906744,0.150003862985341,0.150004961198733,0.150006045291295,0.15000712396106,0.150008379665434,0.15000971539688,0.150010604493281,0.150010963001681,0.150010262987509,0.150006665104945,0.149995753329356,0.149968089362944,0.149905171058996,0.149773670821243,0.149518223855429,0.149053072519614,0.148250901583578,0.146921307898263,0.144766522126723,0.141358486149779,0.136711680909415,0.132675576963178,0.130112785455754,0.128532790794198,0.127577547084013,0.127017532584593,0.126703486176953,0.126536243828835,0.126452919488437,0.126414973035813,0.126400274640083,0.12639656768292,0.126396925875682,0.126399073863263,0.126404063031337,0.126411388700459,0.126423900447012,0.126422091160881
2129,0.15,0.15000057335472,0.150001669597292,0.150002762814394,0.150003862777532,0.150004961128147,0.150006045094818,0.150007124034416,0.150008373521259,0.150009722866228,0.150010598399384,0.150010974094147,0.1500102846266,0.150006725512916,0.149995912443254,0.149968472902192,0.149906022538916,0.149775424521098,0.149521596034789,0.149059173141624,0.148261405558082,0.146938806805491,0.144795136033243,0.141403141617613,0.136763255961315,0.132711336475307,0.130135288836414,0.128546782767573,0.127586008804814,0.127022461421693,0.126706203921445,0.126537659738236,0.126453594058658,0.126415257180279,0.126400363197943,0.126396572499128,0.126396910455626,0.12639903184384,0.126403985582254,0.126411292311416,0.126423809240016,0.126422000386072
2130,0.15,0.150000573330683,0.150001669545937,0.150002762726468,0.150003862574561,0.150004961062518,0.150006044906687,0.150007124105984,0.150008367763832,0.150009729971166,0.150010592531211,0.15001098654509,0.150010306354176,0.150006785257543,0.14999606993358,0.149968853092807,0.149906867469776,0.149777166043351,0.149524946790563,0.149065237907438,0.148271851344122,0.146956211689864,0.14482359975235,0.14144761022849,0.136814905341961,0.132747275578255,0.130157907505342,0.128560852556476,0.127594521620012,0.127027423609356,0.12670894270977,0.126539087516311,0.126454275419044,0.126415544292131,0.126400452669665,0.126396576993665,0.12639689416383,0.126398988922317,0.126403907257255,0.126411194767394,0.126423716752478,0.126421908664818
2131,0.15,0.15000057330791,0.1500016694981,0.150002762644846,0.15000386237805,0.15000496100676,0.150006044718331,0.150007124224221,0.150008362124821,0.150009738191441,0.150010584509966,0.15001100212068,0.150010328536941,0.150006844314214,0.149996225709902,0.149969229869923,0.149907705826407,0.149778895399354,0.149528276168656,0.149071266902753,0.148282239091776,0.146973522869459,0.144851914085872,0.141491893076497,0.136866624632947,0.132783394198777,0.1301806420635,0.128574999966859,0.127603085735823,0.127032419251406,0.126711702533144,0.126540527517587,0.126454963679259,0.126415834642666,0.126400543424627,0.126396581390152,0.126396877250055,0.126398945363821,0.126403828338817,0.126411096339996,0.126423623158598,0.126421815859193
2132,0.15,0.15000057328667,0.150001669454389,0.150002762570414,0.150003862189026,0.150004960962796,0.150006044528492,0.150007124402873,0.15000835654293,0.150009747948719,0.150010573583833,0.150011021474643,0.150010351326827,0.150006902687907,0.149996379748002,0.149969603218497,0.14990853761717,0.149780612630885,0.149531584256527,0.149077260280206,0.148292569059197,0.146990740798654,0.144880079769756,0.141535989912431,0.136918410052179,0.132819692925856,0.130203493073265,0.128589225218283,0.127611701477528,0.127037448539523,0.126714483585909,0.126541979966869,0.126455658982656,0.126416128407221,0.126400635621328,0.126396585801041,0.126396859813798,0.126398901250844,0.126403748898944,0.126410997084802,0.126423528465057,0.126421721905829
2133,0.15,0.150000573266845,0.150001669414645,0.150002762503017,0.150003862007887,0.150004960929396,0.15000604434364,0.150007124619021,0.150008351175542,0.150009758547011,0.15001056071957,0.150011044085636,0.150010374648902,0.150006960414851,0.149996532093611,0.149969973176106,0.149909362885842,0.149782317811858,0.149534871185532,0.149083218263145,0.148302841618692,0.1470078660758,0.144908097470359,0.141579899068183,0.136970258489704,0.132856173047993,0.130226461056264,0.128603528967199,0.127620369296186,0.127042511758182,0.12671728627697,0.126543444951938,0.126456361508167,0.126416425659771,0.126400729195512,0.126396590221353,0.126396841795832,0.126398856472962,0.126403668787316,0.126410896829202,0.126423432501594,0.126421626820119
2134,0.15,0.150000573248598,0.150001669379267,0.150002762443256,0.150003861835488,0.150004960907616,0.150006044164645,0.150007124876325,0.150008346021526,0.150009770100477,0.150010545638202,0.15001107028408,0.150010398592678,0.150007017508622,0.149996682741756,0.149970339742186,0.149910181650528,0.149784010992893,0.149538137055206,0.149089141023662,0.148313057059822,0.147024899194887,0.144935967904481,0.141623619904159,0.137022166348358,0.132892835346633,0.130249546563664,0.128617911553369,0.127629089551685,0.127047609124595,0.126720110859704,0.126544922659898,0.126457071408934,0.126416726547764,0.126400824244392,0.126396594731232,0.126396823251982,0.126398811059588,0.126403588014766,0.126410795565994,0.126423335226209,0.126421530560367
2135,0.15,0.150000573232091,0.15000166934865,0.150002762391731,0.150003861672684,0.150004960898514,0.150006043992377,0.150007125178442,0.150008341079751,0.150009782723275,0.150010528060756,0.150011100400397,0.150010423247669,0.150007073982797,0.149996831687466,0.149970702916171,0.149910993929332,0.149785692224609,0.149541381965087,0.149095028733847,0.148323215672149,0.147041840649904,0.14496369178892,0.141667151780764,0.13707413003098,0.132929680603224,0.130272750146631,0.128632373316558,0.127637862603913,0.127052740855972,0.126722957587485,0.126546413277854,0.126457788838097,0.126417031218649,0.126400920865178,0.126396599410818,0.126396804238074,0.126398765040137,0.126403506592129,0.126410693287972,0.126423236596901,0.126421433084875
2136,0.15,0.150000573217486,0.150001669323193,0.150002762349043,0.150003861520328,0.150004960903145,0.150006043827705,0.150007125529031,0.150008336349085,0.150009796529562,0.150010507708257,0.150011134765009,0.150010448703387,0.150007129850949,0.14999697892577,0.149971062697495,0.149911799740359,0.149787361557625,0.149544606014711,0.149100881565794,0.148333317745231,0.147058690934842,0.144991269840479,0.141710494058405,0.137126145940407,0.132966709599211,0.130296072356331,0.12864691459653,0.127646688812759,0.127057907169523,0.126725826713692,0.12654791699291,0.126458513948797,0.126417339819875,0.12640101915508,0.126396604340256,0.126396784809935,0.126398718444022,0.126403424530238,0.126410589987934,0.126423136571669,0.126421334351947
2137,0.15,0.150000573203904,0.150001669301272,0.15000276231158,0.150003861379538,0.150004960903415,0.150006043723074,0.150007125710916,0.150008333189207,0.150009807666823,0.150010491785887,0.150011162227077,0.150010473377934,0.150007186383275,0.1499971263145,0.149971420772106,0.149912600402593,0.149789019968551,0.149547809921073,0.149106700067225,0.148343363745522,0.1470754505312,0.145018702733674,0.141753648542519,0.13717820977604,0.133003921717483,0.130319513434988,0.128661535112217,0.127655568012947,0.127063108119915,0.126728718024033,0.126549433975024,0.126459246813175,0.12641765249094,0.126401119412538,0.12639660979504,0.126396765254472,0.126398671564418,0.126403342134502,0.126410485986652,0.126423035431052,0.126421234490327
2138,0.15,0.150000573191281,0.150001669282842,0.150002762279024,0.150003861251227,0.150004960896206,0.150006043690589,0.150007125679643,0.150008331895465,0.150009815385,0.150010481645237,0.150011180615613,0.150010496996673,0.150007243867129,0.149997274254533,0.149971777506877,0.149913396217559,0.149790667709751,0.149550993918236,0.149112484492072,0.148353354001122,0.147092119930247,0.145045991176094,0.14179661512621,0.13723031778746,0.133041317434785,0.13034307386646,0.128676235068122,0.127664500449949,0.127068343888945,0.126731631669996,0.126550964407564,0.126459987566723,0.126417969377562,0.126401221778602,0.126396615897876,0.126396745677859,0.126398624488204,0.126403259479935,0.126410381348381,0.126422933203321,0.126421133495453
2139,0.15,0.150000573180137,0.150001669268998,0.15000276225343,0.150003861136157,0.150004960889177,0.150006043713341,0.150007125514994,0.150008331997646,0.150009821165587,0.1500104744275,0.150011194218698,0.150010520225264,0.150007301882921,0.149997422098777,0.149972132319892,0.149914186754942,0.14979230451265,0.149554157892894,0.149118234882942,0.148363288740614,0.147108699630278,0.145073135899115,0.141839392327066,0.137282466619983,0.133078898014653,0.130366754308408,0.128691015018014,0.127673486664681,0.127073614749852,0.126734568066164,0.126552508483546,0.126460736390503,0.12641829062993,0.126401326281119,0.126396622661565,0.126396726056265,0.126398577153872,0.126403176475827,0.126410275952859,0.126422829735293,0.126421031266876
2140,0.15,0.150000573170516,0.150001669259906,0.150002762234912,0.150003861035213,0.150004960881185,0.150006043798127,0.150007125195253,0.150008333650974,0.150009824666983,0.15001047071361,0.150011202047589,0.150010542961179,0.15000736058861,0.149997570056292,0.14997248540436,0.149914972182315,0.14979393053426,0.149557302015529,0.149123951455089,0.148373168273885,0.147125190123848,0.145100137614677,0.141881979786421,0.137334652595623,0.133116664077845,0.130390555276501,0.128705875230325,0.127682526956692,0.127078920901172,0.126737527412179,0.126554066388103,0.126461493428351,0.126418616394578,0.126401433040422,0.126396630188696,0.126396706472067,0.126398529621144,0.12640309316686,0.126410169830566,0.126422725022028,0.126420927782481
2141,0.15,0.15000057316246,0.15000166925573,0.15000276222359,0.15000386094928,0.150004960871085,0.15000604395174,0.150007124698706,0.15000833701067,0.150009825547586,0.150010471084502,0.150011203113542,0.15001056510189,0.150007420142154,0.149997718336136,0.149972836953491,0.149915752667248,0.149795545931596,0.149560426456621,0.149129634423762,0.148382992910818,0.147141591903511,0.145126997034724,0.141924377145606,0.137386872036394,0.133154616245117,0.130414477286409,0.128720815973488,0.127691621625529,0.12708426254144,0.126740509907685,0.126555638306372,0.1264622588241,0.126418946818042,0.12640154217684,0.126396638581856,0.126396687007641,0.126398481949738,0.126403009597713,0.126410063011983,0.126422619058583,0.126420823020156
2142,0.15,0.150000573156011,0.150001669256636,0.150002762219579,0.150003860879242,0.150004960857733,0.150006044180977,0.150007124003638,0.150008342231957,0.150009823465793,0.150010476121111,0.150011196427814,0.15001058654487,0.150007480701509,0.149997867147371,0.149973187160494,0.149916528377315,0.14979715086167,0.149563531386652,0.149135284004213,0.148392762961298,0.147157905461824,0.145153714871196,0.141966584045956,0.137439121264312,0.133192755137225,0.130438520853801,0.128735837515934,0.127700770970742,0.127089639869189,0.126743515752324,0.126557224423485,0.126463032721585,0.126419282046857,0.126401653810707,0.126396647943634,0.126396667745365,0.126398434199372,0.126402925813066,0.12640995552759,0.126422511840016,0.126420716957787
2143,0.15,0.150000573152349,0.150001669264482,0.150002762227352,0.150003860820848,0.150004960873754,0.150006044369568,0.150007123600868,0.150008344208307,0.150009825584939,0.150010479929816,0.15001120181661,0.150010608008062,0.150007538008441,0.149998011891967,0.149973532492201,0.149917297034528,0.149798744048884,0.149566616232935,0.149140900083049,0.148402478605593,0.147174131206892,0.145180291823213,0.142008602505099,0.137491395914996,0.133231080271893,0.130462686053521,0.128750939690418,0.127709974514379,0.127095052779739,0.126746544599276,0.12655882460528,0.12646381508539,0.126419622030803,0.126401768077016,0.126396658418886,0.126396648976866,0.126398386640753,0.126402842081293,0.126409847671303,0.126422403676525,0.126420609850401
2144,0.15,0.150000573151661,0.150001669279645,0.150002762247574,0.150003860774337,0.150004960922246,0.150006044508853,0.150007123533049,0.150008342434125,0.15000983250596,0.150010482278417,0.150011220905324,0.150010629491981,0.150007591666279,0.149998152175266,0.149973872673825,0.149918058499323,0.14980032547033,0.149569681072617,0.149146482834246,0.148412140137309,0.147190269620667,0.145206728601109,0.142050432462806,0.137543692224257,0.133269592131347,0.130486973345874,0.128766122710658,0.127719232458342,0.127100501433542,0.126749596579554,0.126560438996791,0.126464606036838,0.126419966891707,0.12640188509794,0.126396670115511,0.1263966308108,0.126398339360097,0.126402758475168,0.126409739506688,0.126422294602748,0.126420501710693
2145,0.15,0.150000573153653,0.150001669301792,0.150002762279078,0.150003860742106,0.150004960992113,0.150006044641887,0.150007123627453,0.150008338614972,0.150009841675973,0.150010485655536,0.150011246572217,0.150010650652353,0.150007643134185,0.149998289622704,0.149974208996533,0.149918813659841,0.149801895705131,0.149572726295148,0.149152032569888,0.148421747904521,0.147206321220584,0.145233025920601,0.142092072860248,0.13759600671635,0.133308291661347,0.130511383376418,0.128781386973453,0.127728545331266,0.127105986118475,0.126752672053811,0.126562067877231,0.126465405772578,0.126420316834075,0.126402004989492,0.12639668312364,0.126396613267891,0.126398292354958,0.12640267497346,0.126409630986605,0.126422184520887,0.126420392434889
2146,0.15,0.150000573158493,0.150001669331272,0.150002762322455,0.150003860724482,0.15000496108589,0.150006044762063,0.150007123918185,0.150008332333003,0.150009853570752,0.150010489936952,0.150011280095541,0.150010671476008,0.15000769208914,0.149998423919793,0.149974541247686,0.149919562417304,0.149803454754273,0.149575751990071,0.149157549469434,0.148431302202998,0.14722228649,0.145259184492236,0.142133523597568,0.137648335638534,0.133347179362513,0.13053591661281,0.128796732699785,0.12773791334802,0.127111507000047,0.126755771162176,0.12656371139696,0.126466214416921,0.126420671983014,0.126402127873598,0.126396697550466,0.126396596453304,0.126398245708032,0.126402591645213,0.126409522170224,0.126422073460324,0.126420282031061
2147,0.15,0.150000573166346,0.150001669368435,0.150002762378297,0.150003860721788,0.150004961206111,0.150006044862773,0.150007124439352,0.150008323170375,0.150009868666072,0.150010494998444,0.150011322753548,0.150010691949778,0.150007738208128,0.149998554752044,0.149974869214649,0.149920304672933,0.149805002618739,0.149578758246926,0.149163033712341,0.148440803328508,0.147238165912274,0.14528520502656,0.142174784574904,0.137700675238066,0.13338625573547,0.13056057352271,0.128812160110638,0.127747336723475,0.12711706424377,0.126758894044774,0.126565369706335,0.126467032094179,0.12642103246363,0.126402253872187,0.126396713503181,0.126396580472206,0.12639819950202,0.126402508559468,0.126409413116718,0.12642196145044,0.126420170507278
2148,0.15,0.150000573177378,0.15000166941363,0.150002762447194,0.150003860734352,0.15000496135531,0.150006044937407,0.150007125225061,0.150008310709242,0.150009887437708,0.150010500715791,0.150011375824489,0.150010712060496,0.150007781168129,0.149998681804966,0.149975192684783,0.149921040327951,0.149806539299515,0.149581745155255,0.149168485478066,0.148450251576817,0.147253959970763,0.145311088234117,0.142215855692396,0.137753021762206,0.13342552128084,0.130585354573776,0.128827669426991,0.127756815672498,0.127122658015155,0.126762040841731,0.126567042955718,0.126467858928664,0.126421398401029,0.126402383107189,0.126396731088976,0.126396565429764,0.126398153819618,0.12640242578527,0.126409303885258,0.126421848520615,0.126420057871612
2149,0.15,0.150000573189311,0.150001669461764,0.150002762521168,0.150003860758218,0.150004961503314,0.150006045079293,0.150007125789648,0.150008301967886,0.150009900276559,0.150010507086026,0.150011417631974,0.150010733660306,0.150007827905121,0.149998811440851,0.149975516071612,0.149921771977089,0.149808066161412,0.149584713381133,0.149173905111835,0.148459647216297,0.14726966901144,0.145336834745387,0.142256738476152,0.137805370979823,0.133464975589946,0.130610259923887,0.128843260707322,0.127766349688884,0.127128288004917,0.126765211179909,0.126568730703542,0.126468694758289,0.126421769471342,0.126402515619474,0.126396750071164,0.126396551741213,0.126398108915602,0.126402343469436,0.126409194641424,0.126421734907694,0.126419944560628
2150,0.15,0.150000573202209,0.150001669512962,0.150002762600457,0.150003860793536,0.150004961651307,0.150006045285946,0.150007126145764,0.15000829683542,0.150009907242107,0.150010513989933,0.150011448506708,0.150010756813039,0.150007878395732,0.14999894362082,0.149975839353462,0.149922499632753,0.149809583261711,0.1495876630379,0.149179292799948,0.148468990541585,0.147285293511992,0.145362445267609,0.142297432893429,0.137857719118429,0.133504619125876,0.130635290027915,0.128858934165904,0.127775938957735,0.12713395435897,0.126768405178247,0.126570433075733,0.126469539695543,0.126422145781141,0.126402651527626,0.126396770542742,0.126396539524521,0.126398064879773,0.126402261684219,0.126409085448782,0.126421620649621,0.126419830600085
2151,0.15,0.150000573216849,0.150001669568926,0.150002762687785,0.150003860841696,0.150004961809961,0.15000604552589,0.150007126456866,0.150008293043445,0.150009911319846,0.150010521273117,0.150011475439432,0.150010781041324,0.150007930510471,0.149999076368801,0.149976161166431,0.149923222525859,0.149811090261996,0.149590594071622,0.14918464868061,0.148478281855266,0.147300833989965,0.145387920531255,0.142337938439729,0.137910062544332,0.13354445261554,0.13066044543061,0.128874690064161,0.127785583873368,0.127139657360981,0.126771623104603,0.126572150369955,0.12647039393601,0.126422527567265,0.126402790973745,0.12639679269648,0.126396528807689,0.126398021752006,0.126402180479308,0.12640897634002,0.126421505724149,0.126419715891418
2152,0.15,0.150000573233142,0.150001669629445,0.150002762782856,0.150003860902581,0.150004961978427,0.150006045802855,0.150007126703286,0.150008290943421,0.150009911942217,0.150010528823901,0.15001149733362,0.150010806524969,0.150007984677299,0.149999210061052,0.149976481776482,0.149923940836287,0.149812587304347,0.149593506631484,0.149189972950428,0.148487521450274,0.147316290914505,0.145413261238587,0.142378255183408,0.1379623974553,0.133584476465491,0.130685726567582,0.128890528606261,0.127795284576054,0.12714539712734,0.126774865046003,0.126573882675332,0.126471257574374,0.126422914908371,0.126402934071373,0.126396816603993,0.126396519727962,0.126397979632802,0.12640209993179,0.126408867385319,0.12642139018212,0.126419600487026
2153,0.15,0.150000573251003,0.150001669694304,0.150002762885375,0.150003860976072,0.150004962155856,0.150006046120571,0.150007126865358,0.150008290886812,0.150009908541663,0.150010536530608,0.150011513092745,0.150010833443783,0.15000804132418,0.149999345073833,0.149976801449577,0.149924654743916,0.149814074530843,0.149596400866675,0.149195265806009,0.148496709619542,0.147331664754755,0.145438468091866,0.142418383192819,0.138014720049098,0.133624691082278,0.130711133874442,0.128906449996375,0.127805041206063,0.127151173774439,0.126778131089474,0.126575630080983,0.126472130705316,0.126423307883116,0.126403080934053,0.126396842336896,0.126396512422586,0.12639793862266,0.126402020118756,0.12640875865486,0.12642127407438,0.126419484439312
2154,0.15,0.150000573270345,0.15000166976329,0.150002762995048,0.150003861062053,0.150004962341397,0.150006046482771,0.150007126923417,0.150008293225076,0.150009900550626,0.150010544281561,0.150011521620283,0.150010861977572,0.150008100879076,0.149999481783401,0.149977120451681,0.149925364428625,0.149815552083564,0.149599276926379,0.149200527443961,0.148505846656004,0.147346955979861,0.145463541793356,0.142458322536319,0.138067026523493,0.133665096872454,0.130736667786799,0.128922454438672,0.127814853903666,0.127156987418668,0.126781421322042,0.12657739267603,0.126473013423519,0.126423706570159,0.126403231675329,0.126396869966806,0.126396507028805,0.126397898822081,0.126401941117295,0.126408650218822,0.126421157451771,0.126419367800674
2155,0.15,0.150000573293316,0.150001669840474,0.150002763117524,0.150003861162169,0.150004962552468,0.150006046825343,0.150007127202453,0.150008292336328,0.150009898683756,0.15001055061424,0.150011537524019,0.150010888091794,0.150008156504006,0.14999961495779,0.149977435812354,0.149926068660755,0.149817019743196,0.149602135075861,0.14920575831464,0.148514933062212,0.147362165137731,0.145488483092335,0.142498075695197,0.13811931289373,0.133705692504177,0.130762328905782,0.12893854229366,0.127824722523957,0.127162837399199,0.126784735483292,0.126579169427045,0.126473905483763,0.126424109936707,0.126403386330113,0.126396898487919,0.126396503716607,0.126397860696381,0.126401863020142,0.126408542112482,0.126421040471329,0.126419250789054
2156,0.15,0.150000573319433,0.15000166992488,0.15000276325145,0.150003861275991,0.150004962784969,0.150006047164089,0.150007127621484,0.150008289634732,0.150009900366308,0.150010555657295,0.150011556913513,0.150010912716021,0.150008209919598,0.149999745971003,0.14997774837334,0.149926767870951,0.149818477716114,0.149604975443657,0.149210958569511,0.148523969093806,0.147377292683499,0.145513292682702,0.142537642308528,0.138171575390048,0.133746478693273,0.130788117637554,0.128954713737695,0.127834647257942,0.127168723970697,0.126788073722062,0.126580960622859,0.126474807041201,0.126424518259154,0.126403545025937,0.126396928163531,0.12639650261741,0.126397824281155,0.126401785901604,0.126408434412229,0.126420923165007,0.126419133427401
2157,0.15,0.15000057334801,0.150001670015149,0.150002763394941,0.150003861402928,0.150004963033163,0.150006047520893,0.150007128068613,0.150008287070202,0.15000990201163,0.15001055966053,0.150011574489804,0.150010937157812,0.150008263498164,0.149999876700045,0.149978059266654,0.149927462616284,0.149819926241104,0.149607798147891,0.149216128337277,0.148532954987626,0.14739233906523,0.145537971254136,0.142577021798972,0.138223810259054,0.133787456311481,0.130814034373434,0.128970968933111,0.127844628322202,0.127174647457534,0.126791436218355,0.126582766652985,0.126475718281473,0.126424931913578,0.126403707897384,0.126396959353573,0.126396503859699,0.126397789579282,0.126401709834581,0.126408327197583,0.126420805555231,0.126419015723817
2158,0.15,0.150000573379088,0.15000167011131,0.150002763548039,0.150003861542963,0.150004963297239,0.150006047895622,0.150007128543797,0.150008284654105,0.150009903694522,0.150010562435358,0.150011590050497,0.150010961357027,0.150008317253977,0.150000007201869,0.149978368573995,0.149928152996379,0.149821365439672,0.149610603344359,0.149221267828993,0.148541891048541,0.147407304756555,0.145562519511577,0.142616214372265,0.138276013688124,0.133828625666376,0.130840079558455,0.128987308092978,0.127854665840773,0.12718060793185,0.126794823039413,0.126584587542631,0.126476639279908,0.126425350915355,0.126403875053522,0.126396992068318,0.126396507582582,0.126397756712031,0.126401634897055,0.126408220536738,0.126420687698892,0.126418897740129
2159,0.15,0.150000573412708,0.150001670213393,0.150002763710788,0.15000386169608,0.150004963577387,0.150006048288146,0.150007129046992,0.150008282397807,0.150009905489783,0.150010563793192,0.150011603393198,0.150010985253529,0.15000837120131,0.150000137533426,0.149978676377059,0.149928839110864,0.14982279543332,0.149613391188856,0.149226377255714,0.148550777581419,0.1474221902311,0.145586938159964,0.142655220234143,0.138328181864632,0.133869987065533,0.130866253637652,0.129003731430368,0.127864759937687,0.127186605465783,0.126798234252483,0.126586423317007,0.126477570111836,0.126425775279862,0.126404046603415,0.126397026318037,0.126396513925168,0.126397725800675,0.126401561167005,0.126408114497886,0.126420569652879,0.126418779538161
2160,0.15,0.15000057344891,0.15000167032143,0.15000276388323,0.15000386186226,0.150004963873799,0.150006048698332,0.150007129578155,0.150008280312674,0.150009907472212,0.150010563545444,0.150011614315514,0.150011008787181,0.150008425354436,0.150000267751667,0.149978982757545,0.149929521059364,0.149824216343551,0.149616161837179,0.149231456828494,0.148559614891128,0.147436995962497,0.145611227904235,0.142694039590342,0.138380310975952,0.133911540816528,0.130892557056059,0.129020239158352,0.127874910736978,0.127192640131474,0.126801669924809,0.126588274001321,0.126478510852587,0.126426205022476,0.12640422265613,0.126397062113003,0.126396523026568,0.126397696966485,0.12640148872241,0.126408009149221,0.126420451474083,0.12641866117974
2161,0.15,0.150000573487735,0.15000167043545,0.15000276406541,0.150003862041489,0.150004964186664,0.150006049126048,0.150007130137244,0.150008278410073,0.150009909716607,0.150010561503527,0.150011622615048,0.150011031897844,0.15000847972763,0.150000397913546,0.149979287797149,0.149930198941507,0.14982562829187,0.149618915445122,0.149236506758387,0.148568403282535,0.147451722424373,0.145635389449331,0.142732672646599,0.138432397209459,0.133953287226934,0.130918990258709,0.129036831490001,0.12788511836268,0.127198712001062,0.126805130123636,0.126590139620781,0.12647946157749,0.126426640158572,0.126404403320732,0.126397099463488,0.126396535025889,0.126397670330731,0.126401417641252,0.126407904558934,0.126420333219394,0.12641854272669
2162,0.15,0.150000573529224,0.150001670555484,0.150002764257371,0.150003862233747,0.150004964516172,0.150006049571162,0.150007130724215,0.150008276701369,0.150009912297768,0.150010557478854,0.150011628089407,0.150011054525381,0.150008534335163,0.150000528076012,0.149979591577569,0.149930872856919,0.149827031399781,0.149621652168482,0.149241527256449,0.148577143060511,0.147466370090358,0.145659423500189,0.14277111960865,0.138484436752527,0.133995226604328,0.130945553690637,0.129053508638384,0.127895382938827,0.127204821146687,0.126808614916208,0.126592020200596,0.126480422361876,0.126427080703529,0.126404588706288,0.126397138379765,0.12639655006224,0.126397646014685,0.12640134800151,0.126407800795218,0.126420214945701,0.126418424240839
2163,0.15,0.150000573567809,0.150001670668433,0.150002764440047,0.150003862416611,0.15000496483327,0.150006050010461,0.150007131301151,0.150008275104322,0.150009913538435,0.150010556747631,0.150011635761716,0.150011076420388,0.150008587168355,0.150000655873065,0.149979892000462,0.149931541214104,0.149828424600741,0.149624371380403,0.149246518020295,0.148585834132885,0.147480939032851,0.14568333064988,0.142809383516946,0.138536426713847,0.134037354038812,0.130972248363837,0.129070271017064,0.12790570464044,0.12721096694323,0.12681212380959,0.126593914995812,0.126481391960764,0.126427526549729,0.126404776473588,0.126397180928403,0.126396562220157,0.126397623064714,0.126401280598485,0.126407698871021,0.126420097542896,0.1264183065223
2164,0.15,0.150000573604269,0.150001670776053,0.150002764615995,0.150003862593009,0.150004965141993,0.150006050446845,0.150007131872991,0.150008273642604,0.150009913743748,0.15001055840282,0.150011644742589,0.150011097547609,0.150008638507434,0.150000781680199,0.149980189434133,0.149932204335018,0.149829808172446,0.149627073339575,0.149251479328482,0.148594476856724,0.147495429778229,0.145707111618048,0.142847464204548,0.138588363159668,0.134079670523896,0.130999074648806,0.129087118812752,0.127916083584849,0.127217149554499,0.126815656944674,0.126595824132891,0.126482370623063,0.126427977728721,0.12640496705357,0.126397226849335,0.126396572434736,0.126397601743406,0.126401215415852,0.126407598730328,0.126419980958355,0.126418189535837
2165,0.15,0.150000573640315,0.150001670882285,0.150002764790948,0.150003862769599,0.150004965451241,0.15000605088706,0.150007132450969,0.150008272355461,0.150009913510336,0.150010560628207,0.150011653273268,0.150011117903278,0.150008688969187,0.150000906276015,0.14998048460958,0.149932862822969,0.149831182590245,0.149629758434896,0.149256411544986,0.148603071655149,0.147509842919624,0.145730767142954,0.142885361032903,0.138640242002963,0.13412217792112,0.131026032821715,0.129104052178807,0.127926519880903,0.127223369260303,0.126819214555548,0.126597747866424,0.126483358817342,0.126428434292512,0.126405161284491,0.12639727554039,0.126396582648372,0.126397582492178,0.126401152317946,0.126407500159949,0.126419865000869,0.126418073123386
