Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32
3144,25,24.9990715473766,24.9971992723146,24.9953050734165,24.9934013463819,24.991481484869,24.989536806503,24.9876255924682,24.985778597473,24.9837675960305,24.9810440717819,24.978413246921,24.9780942735804,24.9790500947842,24.983824825018,24.9987568998243,25.037882498816,25.1297599757102,25.3281081679165,25.7264665978453,26.47652762725,27.8112189868361,30.0810436146994,33.8272336962903,39.908169893514,49.4854423262443,62.33350377138,72.7770839772199,79.7928885268381,83.484303278491,86.9746865131182,86.9746865131183
3145,25,24.9990717376707,24.9971996692472,24.9953055585492,24.9934018619238,24.9914821106184,24.9895374529489,24.9876257895087,24.9857787374039,24.9837698299137,24.981051580633,24.9784105832429,24.9780823960767,24.9790243488154,24.9837603278086,24.9985908379157,25.0374773801931,25.1288388828036,25.32615498314,25.722589909856,26.469287275365,27.7983883128761,30.0591915651772,33.7908911576588,39.8487451895953,49.393747965892,62.2319423429223,72.7084076515083,79.7505210708852,83.4552989068213,86.9600660648195,86.9600660648196
3146,25,24.9990719304607,24.99720007023,24.9953060483564,24.993402382095,24.9914827404587,24.9895381054235,24.9876259936414,24.985778878252,24.9837720451465,24.9810590982557,24.9784078857185,24.978070599829,24.9789987812175,24.9836962544277,24.9984258225888,25.0370746441823,25.1279228428885,25.3242117992966,25.7187317269479,26.4620791791635,27.7856114475484,30.0374275223004,33.7546924346094,39.7895471520187,49.302319748172,62.1302129221807,72.6394892959481,79.708003701417,83.4261883596241,86.9453849290662,86.9453849290662
3147,25,24.9990721257387,24.9972004753036,24.9953065428898,24.9934029069623,24.991483374454,24.989538764009,24.9876262049056,24.9857790201063,24.9837742420613,24.9810666286672,24.9784051397384,24.9780588851393,24.9789733944525,24.9836326051244,24.998261850906,25.036674280682,25.1270118320474,25.3222785695098,25.7148919673348,26.4549032054823,27.7728881787647,30.0157511401667,33.7186369567505,39.7305750155557,49.2111582191138,62.0283194463615,72.5703280706246,79.6653359529748,83.3969713336358,86.930642929353,86.930642929353
3148,25,24.9990723234949,24.997200884507,24.9953070421999,24.9934034365919,24.9914840126679,24.9895394287882,24.9876264233392,24.9857791630511,24.9837764209984,24.9810741761088,24.9784023301436,24.9780472522852,24.978948191068,24.9835693802503,24.9980989200787,25.0362762797819,25.1261058265914,25.3203552471782,25.7110705495867,26.4477592216789,27.7602182953134,29.9941620744464,33.6827241557697,39.6718280125713,49.1202638688051,61.9262659113829,72.5009231319739,79.6225173588417,83.3676475248992,86.9158398890402,86.9158398890402
3149,25,24.9990725234825,24.9972012974939,24.9953075459721,24.9934039706768,24.9914846548423,24.9895400992763,24.9876266492245,24.9857793066303,24.983778583327,24.9810817346134,24.9783995821795,24.9780356261923,24.9789231541353,24.98350654815,24.9979369942495,25.0358806093466,25.1252047951499,25.3184417911878,25.7072674059424,26.4406471096237,27.7476015923919,29.9726599731087,33.6469534728094,39.6133056311805,49.0296388909191,61.8240547353148,72.4312733026929,79.5795473271543,83.3382165843421,86.9009756146294,86.9009756146295
3150,25,24.9990727250683,24.9972017132858,24.9953080532929,24.9934045082971,24.9914853001907,24.9895407740551,24.9876268832472,24.9857794495038,24.9837807321016,24.981089281304,24.9783972520427,24.9780238080438,24.9788982346817,24.9834440245339,24.9977759831539,25.0354872006158,25.1243086935897,25.3165381692616,25.7034824908617,26.4335667746893,27.7350378751605,29.9512444704647,33.6113243632057,39.555007781084,48.9392883130074,61.7216857070753,72.361376859694,79.5364250613177,83.3086780892423,86.886049885021,86.8860498850211
3151,25,24.9990729288227,24.9972021328812,24.9953085651238,24.9934050504527,24.9914859495811,24.9895414546368,24.9876271248199,24.9857795930865,24.9837828651227,24.9810968472736,24.9783949691747,24.9780119870966,24.9788734846109,24.9833818906473,24.9976159678166,25.035096100513,25.1234175187597,25.3146443225394,25.6997156905714,26.4265180506755,27.7225269211541,29.9299152501747,33.5758362463706,39.4969330395318,48.8492080414603,61.6191671059871,72.2912337768925,79.4931504017657,83.279031845044,86.8710625651432,86.8710625651433
3152,25,24.9990731346978,24.9972025562669,24.9953090814666,24.9934055971618,24.9914866030358,24.9895421410381,24.9876273740026,24.9857797373791,24.9837849828857,24.9811044363875,24.978392733379,24.9780001543613,24.978848904434,24.983320143343,24.997456942001,25.034707297165,25.1225312469224,25.3127602061534,25.6959669266864,26.4195008087243,27.7100685233421,29.9086719730691,33.5404885632049,39.4390806606901,48.7593985568112,61.5165029635763,72.2208431559423,79.4497228616677,83.2492775396068,86.856013475782,86.8560134757821
3153,25,24.999073342642,24.9972029834262,24.9953096023207,24.9934061484404,24.9914872605746,24.9895428332735,24.9876276308545,24.9857798823751,24.9837870858996,24.9811120526802,24.9783905446467,24.977988300431,24.9788244946461,24.9832587794085,24.9972988994456,25.0343207787732,25.1216498545276,25.3108857755379,25.6922361212473,26.4125149205709,27.6976624755997,29.8875143015021,33.5052807567271,39.381449897669,48.6698602928548,61.4136973615219,72.150204093122,79.406141952288,83.2194148598638,86.8409024375014,86.8409024375015
3154,25,24.9990735526004,24.9972034143388,24.9953101276825,24.9934067043015,24.9914879222152,24.9895435313553,24.9876278954341,24.9857800280603,24.9837891746863,24.9811197003553,24.9783884031569,24.9779764154803,24.9788002557261,24.9831977955658,24.9971418338646,25.0339365336135,25.1207733182123,25.3090209864296,25.6885231967204,26.4055602585437,27.6853085727077,29.8664418993515,33.4702122720727,39.3240400025216,48.5805936366473,61.3107544316549,72.0793156793346,79.3624071829843,83.1894434918221,86.8257292706433,86.8257292706434
3155,25,24.9990737645143,24.9972038489813,24.9953106575452,24.9934072647559,24.9914885879729,24.9895442352934,24.9876281677994,24.9857801744135,24.9837912497809,24.9811273837852,24.9783863092762,24.977964489266,24.9787761881367,24.9831371884719,24.9969857389473,25.0335545500357,25.1199016148008,25.3071657948667,25.6848280759976,26.3986366955649,27.673006610353,29.8454544320192,33.435282556495,39.2668502262446,48.4915989285064,61.2076783559591,72.0081770001078,79.3185180612094,83.1593631205626,86.8104937953278,86.8104937953278
3156,25,24.9990739783217,24.9972042873266,24.9953111918994,24.9934078298116,24.9914892578608,24.9895449450956,24.9876284480075,24.9857803214057,24.9837933117316,24.9811351075115,24.978384263559,24.9779525111268,24.9787522923248,24.9830769547179,24.996830608358,25.0331748164642,25.1190347213047,25.3053201571898,25.6811506823968,26.3917441051499,27.660756385128,29.8245515664307,33.4004910593644,39.2098798187781,48.4028764620112,61.1044733665705,71.9367871355938,79.2744740925099,83.12917343024,86.7951958314525,86.7951958314526
3157,25,24.9990741939567,24.9972047293444,24.9953117307325,24.993408399474,24.99148993189,24.9895456607674,24.9876287361151,24.9857804690008,24.9837953610997,24.9811428762447,24.9783822667476,24.9779404699834,24.978728568721,24.98301709083,24.9966764357366,25.0327973213976,25.1181726149227,25.3034840300417,25.6774909396613,26.3848823614076,27.6485576945311,29.8037329710354,33.3658372321689,39.1531280290052,48.3144264840022,61.0011437457778,71.8651451605693,79.2302747805267,83.0988741040828,86.7798351986935,86.7798351986936
3158,25,24.9990744113502,24.9972051750009,24.9953122740292,24.9934089737462,24.991490610069,24.9895463823122,24.9876290321782,24.9857806171553,24.9837973984598,24.9811506948644,24.9783803197719,24.9779283543384,24.9787050177397,24.9829575932687,24.9965232146984,25.0324220534089,25.1173152730408,25.3016573703668,25.67384877196,26.3780513390403,27.6364103369665,29.7829983158062,33.3313205285139,39.0965941047531,48.2262491945815,60.8976938260219,71.7932501444355,79.1859196269953,83.0684648243932,86.7644117165048,86.7644117165048
3159,25,24.9990746304293,24.9972056242589,24.9953128217712,24.9934095526283,24.9914912924041,24.989547109731,24.9876293362518,24.9857807658182,24.9837994243994,24.9811585684192,24.9783784237496,24.9779161522762,24.9786816397794,24.9828984584293,24.9963709388336,25.0320490011455,25.1164626732323,25.2998401354121,25.6702241038879,26.3712509133437,27.624314111744,29.7623472722402,33.2969404041222,39.0402772927919,48.1383447471124,60.7941279898963,71.7211011512184,79.1414081317452,83.0379452725476,86.7489252041179,86.748925204118
3160,25,24.9990748511175,24.9972060770778,24.9953133739371,24.993410136118,24.9914919788994,24.9895478430227,24.9876296483907,24.985780914931,24.9838014395194,24.9811665021268,24.9783765799864,24.9779038514635,24.9786584352224,24.9828396826417,24.996219601708,25.031678153329,25.1156147932577,25.2980322827262,25.6666168604654,26.3644809602068,27.6122688190793,29.7417795133579,33.262696316834,38.9841768388351,48.0507132482199,60.690450670147,71.6486972395683,79.0967397927001,83.007315128996,86.733375480543,86.7333754805431
3161,25,24.999075073335,24.9972065334135,24.9953139305028,24.9934107242107,24.9914926695567,24.9895485821839,24.9876299686487,24.9857810644282,24.9838034444335,24.9811745013736,24.9783747899753,24.9778914391487,24.9786354044349,24.9827812621703,24.9960691968625,25.0313094987554,25.1147716110647,25.29623377016,25.6630269671386,26.3577413561121,27.600274260094,29.7212947137038,33.228587726607,38.9282919875396,47.9633547577902,60.5866663496722,71.5760374627603,79.0519141058783,82.976574073262,86.7177623645678,86.7177623645679
3162,25,24.9990752969983,24.9972069932188,24.9953144914414,24.9934113168988,24.9914933643758,24.989549327209,24.9876302970791,24.9857812142365,24.983805439769,24.9811825717155,24.9783730553974,24.9778789021623,24.9786125477671,24.9827231932143,24.9959197178135,25.0309430262949,25.1139331047884,25.2944445558667,25.6594543497795,26.3510319781358,27.5883302368152,29.7008925493462,33.1946140955162,38.8726219825061,47.8762692889713,60.4827795615229,71.5031208686937,79.0069305653921,82.9457217839435,86.7020856747581,86.7020856747581
3163,25,24.9990755220202,24.9972074564425,24.9953150567226,24.9934119141723,24.9914940633538,24.9895500780902,24.9876306337346,24.9857813642755,24.9838074261657,24.9811907188771,24.9783713781215,24.9778662269165,24.978589865553,24.9826654719075,24.9957711580524,25.0305787248923,25.1130992527511,25.2926645983009,25.6558989346856,26.3443527039472,27.5764365521763,29.680572697877,33.160774887754,38.817166066278,47.7894568081722,60.3787948889022,71.4299464998927,78.9617886634481,82.9147579387118,86.6863452294576,86.6863452294576
3164,25,24.9990757487689,24.9972079227089,24.9953156258213,24.9934125152916,24.9914947658544,24.989550833837,24.9876309773613,24.9857815207372,24.9838093790822,24.9811985889874,24.978370023692,24.9778536944676,24.9785673955707,24.9826081489941,24.9956234771861,25.0302164858169,25.1122699128025,25.2908937445069,25.65236056715,26.3377033663029,27.5645929863995,29.6603348131671,33.1270696131482,38.7619242203157,47.7029252714163,60.2747091011514,71.3565139630578,78.916487144326,82.8836817914789,86.6705406327338,86.6705406327339
3165,25,24.9990759768649,24.9972083921604,24.9953161990077,24.9934131206937,24.9914954722631,24.9895515950469,24.9876313288226,24.9857816796205,24.9838113148547,24.981206411862,24.978368830479,24.9778411068802,24.978545114824,24.9825511864717,24.9954766897159,25.0298563589567,25.1114451386828,25.2891320230229,25.6488392249664,26.3310838723614,27.5527993589176,29.6401785915569,33.0934977130605,38.706895224829,47.6166695534885,60.1705317727416,71.282821935734,78.8710259604032,82.8524932810418,86.6546718356161,86.6546718356161
3166,25,24.9990762061798,24.9972088647573,24.9953167762762,24.9934137304095,24.9914961826129,24.9895523617709,24.9876316882565,24.9857818404025,24.983813235849,24.9812142178114,24.9783677832793,24.9778284295646,24.9785230210914,24.9824945766186,24.9953307913251,25.0294983400216,25.1106249173516,25.2873794006869,25.6453348411598,26.3244941046179,27.5410554769617,29.6201037168995,33.060058655123,38.6520782696661,47.5306889427141,60.0662681636673,71.208869406199,78.8254046480999,82.8211921105935,86.6387386701084,86.6387386701085
3167,25,24.999076436627,24.9972093404249,24.9953173575689,24.9934143443954,24.9914968968715,24.9895531339608,24.987632055671,24.9857820031748,24.9838151419478,24.9812220016714,24.978366893183,24.9778156567459,24.9785011158467,24.9824383170649,24.9951857743181,25.0291424151111,25.1098092240015,25.2856358335711,25.6418473411125,26.3179339416526,27.529361146329,29.6001098720705,33.0267519133968,38.5974726169318,47.4449834768877,59.9619228049418,71.1346554137841,78.7796226680182,82.7897779405081,86.6227409467856,86.6227409467857
3168,25,24.999076668117,24.9972098190845,24.9953179428249,24.9934149626039,24.9914976150039,24.9895539115648,24.9876324310716,24.9857821680306,24.9838170330133,24.981229757963,24.9783661718219,24.9778027826281,24.9784794005981,24.9823824054484,24.9950416309289,25.028788570268,25.10899803385,25.2839012778994,25.6383766505238,26.311403262578,27.5177161736905,29.5801967414353,32.9935769641187,38.5430775286684,47.3595531578629,59.8575002671651,71.0601789932105,78.7336794778518,82.7582504296656,86.6066784757128,86.6066784757128
3169,25,24.9990769005575,24.9972103006534,24.9953185319794,24.9934155849845,24.991498336972,24.9895546945276,24.9876328144616,24.9857823350634,24.9838189088868,24.9812374808933,24.9783656313693,24.9777898013932,24.9784578768878,24.9823268394153,24.9948983533213,25.0284367914778,25.1081913221399,25.2821756900478,25.6349226954086,26.3049019470388,27.5061203665914,29.5603640108493,32.9605332857018,38.4888922668559,47.2743979515525,59.7530051605237,70.985439174589,78.6875745323865,82.7266092354515,86.5905510664452,86.5905510664453
3170,25,24.9990771338529,24.9972107850455,24.995319124964,24.9934162114826,24.9914990627344,24.9895554827902,24.9876332058415,24.9857825043686,24.9838207693888,24.9812451643548,24.9783652845408,24.9777767072018,24.9784365462924,24.9822716166196,24.9947559335889,25.0280870646692,25.1073890641389,25.2804590265445,25.6314854020987,26.2984298752121,27.494573533451,29.5406113676577,32.9276203587348,38.434916093412,47.1895177879277,59.6484421347905,70.9104349834203,78.6413072835,82.6948540137572,86.5743585280288,86.5743585280289
3171,25,24.9990773679052,24.9972112721704,24.9953197217068,24.9934168420403,24.9914997922465,24.9895562762902,24.9876336052097,24.9857826760418,24.9838226143194,24.9812528019257,24.9783651445933,24.9777634941928,24.9784154104226,24.9822167347236,24.994614363755,25.0277393757138,25.1065912351403,25.2787512440693,25.6280646972418,26.2919869278071,27.4830754835627,29.5209385006957,32.8948376659822,38.3811482701918,47.1049125610193,59.543815879325,70.8351654405949,78.5948771801619,82.6629844189798,86.5581006689997,86.5581006689998
3172,25,24.9990776026128,24.9972117619341,24.9953203221325,24.9934174765962,24.991500525461,24.9895570749616,24.9876340125621,24.9857828501802,24.9838244434575,24.98126038687,24.9783652253258,24.9777501564836,24.9783944709234,24.9821621913977,24.994473635773,25.0273937104264,25.1057978104621,25.2770522994542,25.624660507802,26.2855729860653,27.4716260270938,29.5013451002881,32.8621846923846,38.3275880589882,47.0205821289167,59.4391311230731,70.7596295623932,78.5482836684339,82.6310001040219,86.5417772973846,86.5417772973846
3173,25,24.9990778378716,24.9972122542386,24.9953209261619,24.9934181150851,24.9915012623272,24.9895578787348,24.9876344278922,24.9857830268819,24.9838262565618,24.981267912137,24.9783655410787,24.97773668817,24.9783737294742,24.9821079843202,24.9943337415256,25.0270500545644,25.1050087654475,25.2753621496831,25.6212727610597,26.2791879317607,27.4602249750859,29.4818308582497,32.8296609250582,38.2742347215315,46.936526313768,59.3343926345672,70.6838263604849,78.5015261914694,82.5989007202921,86.5253882207002,86.5253882207002
3174,25,24.9990780735747,24.9972127489822,24.9953215337122,24.9934187574386,24.9915020027913,24.9895586875368,24.987634851191,24.985783206246,24.98382805337,24.9812753703619,24.9783661067347,24.9777230833261,24.9783531877882,24.9820541111778,24.9941946728258,25.0267083938285,25.1042240754649,25.2736807518918,25.6179013846116,26.2728316471994,27.4488721394544,29.4623954678852,32.7972658532957,38.2210875194899,46.8527449017808,59.2296052219264,70.6077548419303,78.454604189514,82.5666859177045,86.508933245954,86.5089332459542
3175,25,24.9990783096117,24.9972132460595,24.9953221446974,24.9934194035843,24.9915027467964,24.9895595012909,24.9876352824472,24.9857833883729,24.9838298335991,24.9812827538655,24.9783669377179,24.9777093360043,24.9783328476133,24.9820005696649,24.994056421416,25.0263687138622,25.1034437159079,25.2720080633683,25.6145463063706,26.2665040152197,27.4375673329887,29.4430386239891,32.7649989685649,38.1681457144689,46.7692376432212,59.1247737328561,70.5314140091788,78.407517099905,82.5343553446791,86.4924121796438,86.4924121796439
3176,25,24.9990785458697,24.9972137453607,24.9953227590274,24.9934200534468,24.9915034942826,24.989560319917,24.9876357216469,24.9857835733635,24.9838315969454,24.9812900546543,24.9783680499941,24.9776954402357,24.9783127107314,24.9819473574843,24.9939189789686,25.0260310002521,25.1026676621951,25.2703440415523,25.611207454566,26.2602049191922,27.4263103693528,29.4237600228459,32.73285976451,38.1154085680118,46.6860042524145,59.0199030546482,70.4548028600698,78.3602643570717,82.5019086481414,86.4758248277577,86.4758248277577
3177,25,24.9990787822327,24.9972142467729,24.995323376609,24.9934207069465,24.9915042451868,24.9895611433312,24.987636168774,24.9857837613204,24.9838333430845,24.9812972644203,24.9783694600712,24.9776813900295,24.9782927789586,24.9818944723468,24.9937823370858,25.025695238528,25.1018958897704,25.2686886440356,25.6078847577433,26.2539342430201,27.4151010630843,29.4045593622298,32.700847736951,38.0628753415994,46.6030444077448,58.9149981141813,70.3779203878326,78.3128453925355,82.4693454735228,86.4591709957739,86.459170995774
3178,25,24.9990790193906,24.9972147507632,24.9953239977717,24.9934213642832,24.9915049995785,24.9895619715365,24.9876366236621,24.9857839493933,24.9838350882628,24.981304445971,24.9783708264652,24.9776674929518,24.9782729605672,24.981841967792,24.9936465652938,25.0253614603873,25.1011283839865,25.2670418053452,25.6045780962957,26.2476918081844,27.4039391600471,29.3854362686779,32.6689623488721,38.010545559747,46.520362135816,58.8100575460624,70.3007683618736,78.2652594023583,82.4366653044693,86.4424503367704,86.4424503367705
3179,25,24.9990792573687,24.997215257317,24.9953246224924,24.9934220254218,24.9915057574131,24.9895628044585,24.9876370862632,24.9857841371494,24.9838368351324,24.9813116033635,24.9783721015463,24.9776538000117,24.9782532404188,24.9817898517012,24.9935116692423,25.0250296596546,25.1003651221355,25.2654034791536,25.6012873905843,26.2414774882009,27.3928244638752,29.3663904297144,32.637203094076,37.9584185316708,46.4379578406552,58.7050852045102,70.2233462720562,78.2175057699416,82.403867754265,86.4256626275755,86.4256626275756
3180,25,24.9990794955012,24.9972157659187,24.9953252503818,24.9934226900834,24.9915065185274,24.9895636419424,24.9876375566527,24.9857843266694,24.983838572211,24.9813186795768,24.9783735432238,24.9776400954422,24.9782336830147,24.9817380844783,24.9933775881627,25.0246997907744,25.0996060731266,25.263773639035,25.5980126025181,26.2352912106709,27.3817568382403,29.347421596221,32.6055694983251,37.9064933427133,46.3558281608302,58.6000903697176,70.1456512380732,78.169584073606,82.3709525710563,86.4088077737193,86.4088077737194
3181,25,24.9990797337043,24.9972162764711,24.995325881355,24.99342335819,24.9915072828534,24.9895644838953,24.9876380347968,24.9857845178998,24.9838402999898,24.9813256689134,24.9783751507592,24.9776263901457,24.9782142852408,24.9816866668889,24.9932443175994,25.0243718415514,25.0988512130392,25.2621522419319,25.594753659283,26.2291328582177,27.3707360974105,29.328529467993,32.574061064247,37.8547692683517,46.2739728683512,58.4950777840561,70.0676823852847,78.1214937206482,82.3379193856177,86.3918855704172,86.3918855704173
3182,25,24.9990799718928,24.9972167888748,24.995326515325,24.9934240296603,24.9915080503201,24.9895653302208,24.9876385206588,24.9857847107814,24.9838420189772,24.9813325655253,24.9783769231317,24.9776126957231,24.9781950438027,24.981635599835,24.9931118532058,25.024045799839,25.0981005180007,25.2605392448856,25.5915104882705,26.2230023138522,27.3597620563682,29.3097137461493,32.542677296565,37.8032455846051,46.1923917093567,58.3900522149411,69.989438840828,78.0732341149232,82.3047678268618,86.3748958120265,86.3748958120265
3183,25,24.9990802099807,24.9972173030279,24.9953271522016,24.9934247044104,24.9915088208536,24.9895661808192,24.9876390141994,24.9857849052493,24.983843729699,24.9813393634143,24.9783788590395,24.9775990244737,24.9781759552249,24.9815848843549,24.9929801907443,25.0237216535403,25.0973539641863,25.2589346050358,25.5882830170765,26.216899460973,27.3488345308103,29.2909741331312,32.5114177020977,37.7519215680346,46.1110844041137,58.2850184548316,69.9109197336165,78.0248046568436,82.2714975218385,86.3578382920455,86.3578382920455
3184,25,24.9990804478808,24.9972178188257,24.9953277918925,24.9934253823533,24.9915095943776,24.9895670355874,24.9876395153763,24.9857851012329,24.9838454326987,24.9813460564321,24.9783809568986,24.9775853893959,24.9781570158515,24.9815345216231,24.9928493260862,25.0233993906072,25.0966115278189,25.2573382796211,25.5850711735025,26.2108241833666,27.3379533371478,29.272310332703,32.4802817897593,37.7007964957428,46.0300506470174,58.1799813212306,69.8321241943408,77.9762047433799,82.2381080957354,86.3407128031143,86.3407128031145
3185,25,24.9990806855049,24.9972183361612,24.9953284343025,24.9934260633992,24.9915103708126,24.9895678944191,24.9876400241448,24.9857852986557,24.9838471285369,24.9813526382796,24.9783832148435,24.9775718041864,24.9781382218458,24.9814845129504,24.9927192552117,25.0230789990409,25.0958731851694,25.2557502259785,25.5818748855543,26.2047763652069,27.3271182925063,29.2537220499518,32.4492690705592,37.6498696453748,45.9492901065914,58.0749456566844,69.7530513554674,77.9274337680603,82.2045991718775,86.3235191370148,86.3235191370149
3186,25,24.9990809227635,24.997218854925,24.9953290793339,24.9934267474552,24.9915111500765,24.9895687572044,24.9876405404572,24.9857854974358,24.9838488177915,24.9813591025081,24.9783856307269,24.9775582832404,24.9781195691904,24.9814348597841,24.9925899742099,25.0227604668917,25.0951389125564,25.2541704015439,25.5786940814432,26.1987558910556,27.3163292147253,29.2352089912874,32.4183790576029,37.5991402951171,45.8688024254877,57.9699163287835,69.67370035124,77.878491120971,82.1709703717277,86.30625708467,86.3062570846701
3187,25,24.9990811595662,24.997219375005,24.9953297268864,24.9934274344258,24.9915119320845,24.9895696238304,24.9876410642629,24.9857856974852,24.983850501058,24.9813654425178,24.97838820212,24.977544841652,24.9781010536872,24.9813855637076,24.9924614792788,25.0224437822591,25.0944086863466,25.2525987638516,25.5755286895851,26.192762645862,27.3055859223592,29.2167708644425,32.3876112660906,37.5486077236982,45.7885872204865,57.8648982301617,69.5940703176785,77.8293761887559,82.1372213148859,86.2889264361444,86.2889264361445
3188,25,24.9990813958215,24.9972198962867,24.995330376857,24.9934281242124,24.9915127167487,24.9895704941807,24.987641595509,24.9857858987104,24.9838521789493,24.9813716515592,24.9783909263122,24.9775314952137,24.9780826709574,24.9813366264405,24.9923337667255,25.0221289332919,25.093682482954,25.2510352705346,25.572378638601,26.1867965149634,27.2948882346762,29.1984073784728,32.3569652133185,37.4982712103883,45.7086440824962,57.7598962784968,69.5141603925795,77.7800883546169,82.1033516190901,86.2715269806446,86.2715269806446
3189,25,24.9990816314366,24.9972204186529,24.9953310291402,24.9934288167134,24.9915135039788,24.9895713681354,24.9876421341394,24.9857861010121,24.9838538520956,24.9813777227324,24.9783938003112,24.9775182604168,24.9780644164416,24.9812880498391,24.9922068329658,25.0218159081876,25.0929602788411,25.2494798793247,25.569243857317,26.1808573840843,27.2842359716591,29.1801182437566,32.326440418678,37.4481300349999,45.6289725765538,57.6549154165103,69.4339697155165,77.7306269983134,82.0693609002154,86.254058506518,86.2540585065181
3190,25,24.9990818663181,24.9972209419844,24.995331683628,24.9934295118246,24.9915142936812,24.9895722455717,24.9876426800955,24.9857863042852,24.9838555211446,24.9813836489869,24.978396820843,24.9775051544509,24.9780462853996,24.9812398358955,24.9920806745247,25.0215046951936,25.0922420505178,25.2479325480523,25.566124274764,26.1749451393372,27.2736289540051,29.161903171995,32.2960364036561,37.3981834778871,45.5495722418245,57.5499606119673,69.3534974278392,77.6809914961628,82.035248772275,86.2365208012541,86.2365208012541
3191,25,24.999082100371,24.9972214661589,24.9953323402094,24.9934302094385,24.9915150857601,24.9895731263628,24.9876432333158,24.985786508419,24.9838571867612,24.9813894231224,24.9783999843519,24.9774921952045,24.9780282729105,24.9811919867383,24.9919552880358,25.0211952826057,25.0915277745418,25.2463932346463,25.5630198201779,26.1690596672224,27.2630670031255,29.1437618762123,32.2657526918354,37.3484308199457,45.4704425916017,57.4450368576767,69.272742672674,77.6311812210406,82.0010148474191,86.2189136514834,86.2189136514834
3192,25,24.9990823338532,24.9972219914295,24.9953329991006,24.9934309097828,24.9915158803082,24.9895740108825,24.9876437931538,24.9857867158729,24.9838588406485,24.9813951227216,24.97840324911,24.977479339902,24.978010403108,24.9811444833547,24.9918306700079,25.0208876706763,25.0908174436041,25.2448619122941,25.5599304321189,26.1632008542015,27.2525499290556,29.1256940464077,32.2355887846832,37.2988713976762,45.3915843009571,57.340146247101,69.191706503051,77.5811955261968,81.9666587634548,86.2012368414596,86.2012368414597
3193,25,24.999082568013,24.9972225191046,24.9953336614384,24.9934316140286,24.9915166779525,24.9895749009116,24.9876443573281,24.9857869363198,24.9838604493648,24.9814010632329,24.9784064669232,24.9774663745049,24.9779927818729,24.9810972472392,24.9917068164032,25.0205818930742,25.0901110955205,25.2433385967652,25.5568560749076,26.1573685859302,27.2420775086633,29.1076993056732,32.2055441179157,37.2495047024253,45.3130013473224,57.235282703528,69.11039532105,77.5310337160892,81.932180233445,86.1834901503213,86.1834901503214
3194,25,24.9990828015574,24.9972230477796,24.9953343259915,24.9934323209192,24.9915174779413,24.9895757946137,24.9876449277359,24.9857871609312,24.9838620439536,24.9814069501455,24.9784097613651,24.9774535262468,24.9779753050019,24.9810503527943,24.9915837249721,25.0202778980282,25.0894086526651,25.2418231950831,25.553796647595,26.1515627515104,27.2316496063377,29.0897774532333,32.1756183031715,37.2003298307449,45.2346891551551,57.1304611718636,69.0288018305352,77.4806952079232,81.897578771009,86.1656733672538,86.1656733672538
3195,25,24.9990830344417,24.9972235773805,24.9953349926894,24.9934330303874,24.9915182801967,24.9895766919262,24.9876455042153,24.9857873899693,24.9838636237698,24.9814127887075,24.9784131219314,24.9774408063828,24.9779579713432,24.9810037994248,24.9914613927485,25.0199756758605,25.0887100942584,25.2403156679006,25.5507520816381,26.1457832389275,27.2212660444899,29.0719282036626,32.1458108686951,37.1513460741583,45.1566473167361,57.0256862957793,68.9469254749098,77.4301793583188,81.8628539850757,86.1477862752203,86.1477862752204
3196,25,24.9990832666224,24.9972241078333,24.9953356614609,24.9934337423656,24.9915190846393,24.9895775927868,24.9876460865977,24.9857876237073,24.9838651881263,24.981418584578,24.9784165375858,24.9774282264603,24.9779407797575,24.9809575865307,24.9913398168731,25.0196752170211,25.0880153996751,25.2388159760695,25.547722308759,26.140029936552,27.2109266461655,29.0541512726974,32.1161213446664,37.1025527250952,45.0788754063315,56.9209627246441,68.8647657119772,77.3794855203471,81.8280054828933,86.1298286563161,86.1298286563161
3197,25,24.9990834980573,24.9972246390639,24.9953363322347,24.9934344567855,24.9915198911883,24.9895784971329,24.9876466747081,24.9857878624301,24.9838667362942,24.9814243438278,24.9784199967594,24.9774157983194,24.9779237291186,24.9809117135077,24.9912189945942,25.0193765120882,25.0873245484445,25.2373240806402,25.5447072609452,26.134302733139,27.2006312350441,29.0364463772357,32.0865492632005,37.0539490768914,45.0013729801925,56.816295113525,68.7823220139395,77.3286130435297,81.7930328700301,86.1118002917675,86.1118002917676
3198,25,24.9990837287052,24.9972251709981,24.995337004939,24.9934351735778,24.9915206997613,24.9895794049021,24.9876472683645,24.9857881064335,24.9838682675024,24.9814300729395,24.9784234873512,24.9774035340932,24.9779068183126,24.980866179747,24.9910989232674,25.0190795517678,25.0866375202498,25.2358399428625,25.5417068704494,26.1286015178284,27.1903796354398,29.0188132353372,32.0570941583481,37.0055344237886,44.9241395765554,56.7116881231864,68.6995938673994,77.2775612738389,81.7579357503734,86.0937009619325,86.0937009619327
