Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32
674,25,25.0057497796461,25.2495104435931,26.5609995862803,30.7447458894185,40.7078971671969,59.1215539638036,76.2946595884894,84.4894106982886,88.0013198792936,89.3354997750569,89.7703057519212,89.8804654482976,89.8906911717968,89.8805154980598,89.8565783248752,89.8296823760072,89.8060762272345,89.7826113928824,89.7576715219696,89.731433910225,89.7048627922334,89.678639526359,89.6528336123624,89.6271342805441,89.6012577226582,89.5750029026055,89.5483475032804,89.5219614197603,89.493712870521,89.2374426710733,89.2374426710734
675,25,25.0056545333376,25.2468824303347,26.5470834484444,30.7004173370058,40.6021483403463,58.951144231743,76.1928104138145,84.4413893047521,87.9809654277613,89.3279524813491,89.7679497849349,89.8799169427671,89.8906443666533,89.8805970001696,89.856802007828,89.8298656287014,89.8062305608094,89.782772419984,89.7578510476833,89.7316281511712,89.7050649614164,89.6788477769911,89.6530504359114,89.6273635257308,89.601501999414,89.5752636612041,89.5486227405713,89.5222517416343,89.4940192117008,89.2395368326448,89.2395368326449
676,25,25.0055606392156,25.2442815293018,26.5332877130754,30.6564172263095,40.4970530534989,58.7808016756228,76.0903580028755,84.3930514647881,87.9604474290085,89.3203320587861,89.7655668829631,89.8793609900204,89.8906002882086,89.880676373663,89.8570262451736,89.8300506948572,89.8063854402042,89.7829331137976,89.7580296314009,89.7318210010463,89.7052653308776,89.6790538450616,89.6532647548366,89.6275900266036,89.6017433810536,89.5755214513877,89.5488949980551,89.5225390818196,89.4943226798927,89.2416136333334,89.2416136333335
677,25,25.0054680751361,25.24170744195,26.5196113047929,30.612743116462,40.3926082574786,58.6105403813406,75.9872979110957,84.3443956880863,87.9397649217731,89.3126379634746,89.7631568189396,89.8787975522373,89.8905590149846,89.8807537291018,89.8572510982168,89.8302377290361,89.8065410051894,89.7830936005287,89.7582073850595,89.7320125564357,89.7054639799956,89.6792577913295,89.6534766118539,89.6278138100036,89.60198188121,89.5757762775314,89.5491642734704,89.5228234340362,89.4946232650416,89.2436731895306,89.2436731895307
678,25,25.0053768189553,25.2391598697349,26.5060531482168,30.5693925665958,40.2888109031085,58.4403744347941,75.8836256938985,84.2954204843357,87.9189169447935,89.3048696515212,89.7607193657982,89.8782265915981,89.8905206255033,89.8808291770477,89.8574766282626,89.8304268858002,89.8066973955357,89.7832540063828,89.7583844205965,89.7322029139249,89.7056609881492,89.679459676554,89.6536860496791,89.6280349027721,89.6022175135163,89.5760281440104,89.5494305645557,89.5231047920042,89.4949209570923,89.2457156176278,89.2457156176278
679,25,25.0052868485294,25.2366385141119,26.4926121679667,30.5263631358432,40.1856579412121,58.2703179218806,75.7793369067077,84.2461243632259,87.8979025368075,89.2970265790326,89.7582542964728,89.877648070283,89.8904851982866,89.8809028280626,89.8577028966156,89.8306183197113,89.8068547510136,89.7834144575652,89.7585608499492,89.7323921700987,89.7058564347172,89.6796595614945,89.6538931110281,89.6282533317502,89.6024502916055,89.5762770551997,89.5496938690497,89.5233831494434,89.49521574599,89.2477410340161,89.2477410340162
680,25,25.0051981417142,25.2341430765368,26.4792872886622,30.4836523833364,40.0831463226129,58.1003849284978,75.6744271049466,84.1965058344462,87.8767207365534,89.2891082021155,89.7557613838972,89.8770619504721,89.8904528118563,89.8809747927083,89.857929964581,89.8308121853312,89.8070132113939,89.7835750802818,89.7587367850546,89.7325804215428,89.7060503990783,89.67985750691,89.6540978386169,89.628469123779,89.6026802291105,89.5765230154745,89.549954184691,89.5236585000738,89.4955076216793,89.2497495550872,89.2497495550872
681,25,25.005110676366,25.231673258465,26.4660774349231,30.4412578682079,39.9812729981344,57.9305895405433,75.5688918440388,84.146563407686,87.8553705827692,89.2811139768764,89.7532404010053,89.8764681943455,89.8904235447343,89.8810451815465,89.8581578934637,89.8310086372218,89.807172916447,89.7837360007379,89.7589123378501,89.7327677648422,89.7062429606112,89.6800535735599,89.6543002751613,89.6286823056999,89.6029073396644,89.5767660292098,89.5502115092182,89.5239308376154,89.4957965741052,89.2517412972323,89.2517412972323
682,25,25.0050244303409,25.2292287613523,26.4529815313689,30.3991771495901,39.8800349185998,57.7609458439146,75.4627266794076,84.0962955926345,87.833851114193,89.2730433594222,89.7506911207308,89.8758667640834,89.8903974754426,89.881114105139,89.8583867445685,89.831207829945,89.8073340059436,89.7838973451391,89.759087620273,89.7329542965823,89.7064341986949,89.6802478222032,89.6545004633772,89.628892904354,89.6031316369002,89.5770061007807,89.5504658403699,89.524200155788,89.4960825932125,89.2537163768427,89.2537163768428
683,25,25.0049393876012,25.226809342738,26.4399986681767,30.3574080878224,39.7794288304878,57.5914687491532,75.3559268573826,84.045700618664,87.8121611206651,89.2648956486909,89.7481130547508,89.8752575596071,89.8903739783884,89.8811819416758,89.8586165728103,89.8314098646078,89.8074966188795,89.7840592604367,89.7592627810574,89.7331401632715,89.7066242549308,89.6804403838114,89.6546985183996,89.6291010155934,89.6033531958419,89.5772432848922,89.5507172149881,89.5244664770443,89.4963656900393,89.2556749021209,89.2556749021209
684,25,25.004855627569,25.2244156369042,26.4271305236177,30.3159532519093,39.6794482858239,57.4221860581647,75.2484827923359,83.9947723330462,87.7902955010955,89.2566676866615,89.7455016306073,89.8746395075697,89.8903414208077,89.8812532530804,89.8588473332121,89.8316140066767,89.8076608821386,89.7842222178913,89.7594385441732,89.7333262918499,89.7068142436283,89.6806324869588,89.6548956874656,89.6293078140948,89.6035730512149,89.5774784230358,89.5509662812047,89.5247302729994,89.4966462053658,89.2576168532519,89.2576168532519
685,25,25.0047730538121,25.2220466630079,26.4143740082044,30.274806536606,39.5800927214187,57.2531018245288,75.1403938000169,83.9435126557085,87.7682563222222,89.2483608414956,89.7428597995897,89.8740133275683,89.8903084472237,89.8813248940493,89.8590791648168,89.8318210610254,89.8078269449173,89.7843860913244,89.7596145738978,89.7335121715552,89.7070034871855,89.680823338228,89.6550911322666,89.6295124871367,89.6037904697932,89.5777109072934,89.5512125610402,89.5249911878258,89.4969238725249,89.2595424462526,89.2595424462527
686,25,25.0046916473157,25.2197021512466,26.4017281314007,30.2339656554059,39.4813589833739,57.0842305567531,75.0316552774458,83.8919199526847,87.7460424952292,89.2399744887546,89.7401872007442,89.873378949877,89.8902747753166,89.8813971122971,89.8593121256545,89.8320311548219,89.807994946589,89.7845510175731,89.7597910010261,89.7336979245572,89.7071920968689,89.6810130343604,89.6552849326316,89.6297150969266,89.6040054966713,89.577940767833,89.5514560722729,89.5252492299678,89.4971986922712,89.2614517933178,89.2614517933179
687,25,25.0046113890655,25.2173818318175,26.3891919026701,30.1934283218031,39.3832439177908,56.9155867633453,74.922262621643,83.8399925900082,87.7236529313005,89.2315080040003,89.7374834731166,89.8727363047698,89.8902401227667,89.8814701555384,89.8595462737555,89.8322444152336,89.8081650265274,89.7847171334745,89.7599679563529,89.7338836730255,89.7073801839451,89.6812016720971,89.6554771683893,89.6299157056723,89.6042181769434,89.5781680348223,89.5516968326809,89.5255044078704,89.4974706653596,89.2633450066419,89.2633450066419
688,25,25.0045322600467,25.2150854349179,26.3767643314763,30.1531922492913,39.2857443707712,56.7471849528131,74.8122112296286,83.7877289337125,87.7010865416202,89.2229607627942,89.7347482557531,89.8720853225207,89.890204207254,89.881544271488,89.8597816671499,89.8324609694279,89.8083373241059,89.7848845758659,89.7601455706732,89.7340695391299,89.7075678596803,89.6813893481796,89.6556679193688,89.6301143755812,89.6044285557038,89.5783927384292,89.5519348600424,89.525756729978,89.4977397925444,89.2652221984197,89.2652221984198
689,25,25.0044542412451,25.2128126907451,26.3644444272831,30.1132551513642,39.1888571884165,56.5790396336639,74.701496498423,83.7351273498311,87.6783422373721,89.214332140698,89.7319811876996,89.8714259334039,89.890166746459,89.8816197078606,89.8600183638681,89.8326809445724,89.808511978698,89.7850534815846,89.7603239747816,89.73425564504,89.7077552353412,89.6815761593489,89.655857265399,89.6303111688613,89.604636678047,89.5786149088216,89.5521701721356,89.5260062047352,89.4980060745804,89.2670834808458,89.2670834808459
690,25,25.0043773136459,25.2105633294964,26.3522311995541,30.0736147415155,39.0925792168282,56.4111653144056,74.5901138250464,83.6821862043977,87.6554189297403,89.2056215132733,89.7291819080022,89.8707580676933,89.8901274580617,89.8816967123708,89.8602564219401,89.8329044678348,89.8086891296776,89.7852239874676,89.7605032994732,89.7344421129258,89.707942422194,89.6817622023465,89.6560452863087,89.63050614772,89.6048425890672,89.5788345761674,89.5524027867385,89.5262528405867,89.4982695122222,89.2689289661151,89.2689289661151
691,25,25.0043014582348,25.2083370813691,26.3401236577529,30.0342687332391,38.9969073021081,56.2435765035456,74.4780586065191,83.6289038634457,87.6323155299089,89.1968282560816,89.7263500557069,89.8700816556631,89.8900860597424,89.8817755327335,89.8604958993961,89.8331316663824,89.8088689164179,89.7853962303521,89.7606836755426,89.7346290649566,89.7081295315055,89.6819475739137,89.656232061927,89.6306993743651,89.605046333859,89.5790517706344,89.5526327216293,89.5264966459771,89.4985301062244,89.2707587664218,89.2707587664219
692,25,25.0042266559972,25.2061336765605,26.3281208113434,29.9952148400288,38.9018382903575,56.0762877095916,74.3653262398612,83.5752786930086,87.6090309490617,89.1879517446846,89.7234852698598,89.8693966275873,89.8900422691813,89.8818564166631,89.8607368542664,89.8333626673829,89.8090514782925,89.7855703470755,89.7608652337848,89.7348166233024,89.7083166745419,89.6821323707916,89.6564176720827,89.6308909110042,89.6052479575164,89.5792665223906,89.5528599945863,89.526737629351,89.4987878573417,89.272572993961,89.2725729939611
693,25,25.0041529274185,25.2039532278162,26.3162228162468,29.9564529361643,38.8073689002351,55.9093042824998,74.2519244281871,83.5213083608771,87.5855628213255,89.1789902296559,89.7205861015992,89.8687008674771,89.8899978654204,89.8819369754103,89.8609781385424,89.8335961515348,89.8092360648015,89.7857459662952,89.7610478857098,89.7350049141689,89.7085041391201,89.6823170123187,89.6566026263604,89.6310813133682,89.6054480226358,89.5794793571254,89.5530850702939,89.5269761750351,89.4990430725564,89.274371831437,89.2743718314371
694,25,25.0040802802893,25.2017957249324,26.3044294599189,29.9179822014599,38.7134958913589,55.7426345157393,74.1378569194933,83.4669907592539,87.5619091912668,89.1699423231345,89.7176514517113,89.8679929170024,89.8899539649903,89.882015667572,89.8612189918302,89.8338312644249,89.8094222114459,89.7859228799952,89.7612316133043,89.7351940624652,89.7086921563145,89.6825018141524,89.6567872962234,89.631270978572,89.6056469254905,89.5796906412702,89.5533082698029,89.5272125465497,89.4992959604311,89.2761554388929,89.276155438893
695,25,25.0040086582252,25.1996605361907,26.2927386671985,29.8797983051628,38.6202162304,55.576301582412,74.0231074684228,83.4123249147561,87.5380701782502,89.1608084649949,89.7146819884751,89.8672746423371,89.8899083353867,89.8820952351322,89.8614606131526,89.8340695016756,89.8096108994782,89.7861017057842,89.7614167548216,89.7353841865421,89.7088806703633,89.6826865678356,89.6569713549234,89.6314595019177,89.6058442215841,89.5798999361967,89.5535291880887,89.5274463967299,89.4995462320086,89.2779238618164,89.2779238618164
696,25,25.0039380448274,25.1975474171192,26.2811495234634,29.8418991038459,38.5275267550213,55.410319384581,73.9076722868588,83.3573091471824,87.5140446088976,89.1515879563065,89.7116772788992,89.8665458382594,89.8898608307856,89.8821757512289,89.8617029806803,89.8343108946748,89.809802209348,89.7862825468497,89.7616034265359,89.7355754088368,89.7090698042233,89.6828713914709,89.657154910746,89.6316469782924,89.6060399902781,89.5801073048842,89.553747872522,89.5276777589099,89.4997939083207,89.279677217071,89.279677217071
697,25,25.0038684236968,25.1954561232462,26.2696611140914,29.8042824540821,38.4354243028854,55.2447018243096,73.7915475866844,83.3019417763311,87.4898313098313,89.1422800981384,89.7086368899924,89.8658062995476,89.8898113053626,89.882257289,89.8619460725842,89.8345554748105,89.8099962215048,89.7864655063792,89.761791744722,89.7357678517861,89.7092596808517,89.6830564031605,89.6573380719771,89.6318335025827,89.6062343109338,89.5803128103124,89.5539643704734,89.5279066664239,89.5000390103992,89.2814156215202,89.2814156215202
698,25,25.0037997784346,25.1933864100997,26.2582725244603,29.7669462124441,38.343905711655,55.0794628036607,73.6747295797824,83.2462211220011,87.4654291076735,89.1328841915596,89.7055603887639,89.86505582098,89.8897596132936,89.8823399215837,89.8621898670352,89.8348032734703,89.810193016398,89.78665068756,89.7619818256547,89.7359616378271,89.7094504232053,89.6832417210072,89.6575209469021,89.6320191696757,89.6064272629125,89.5805165154605,89.5541787293134,89.5281331526057,89.5002815592763,89.2831391920276,89.2831391920277
699,25,25.0037320926417,25.1913380332081,26.2469828399478,29.7298882355047,38.2529678189931,54.9146162246976,73.5572144780361,83.1901455039907,87.4408368290461,89.1233995376396,89.7024473422224,89.864294197335,89.8897056087543,89.882423722118,89.8624343422044,89.8350543220423,89.8103926744773,89.7868381935797,89.7621737856084,89.7361568893967,89.7096421542411,89.683427463113,89.6577036438072,89.6322040744582,89.6066189255756,89.580718483308,89.5543909964126,89.5283572507897,89.5005215759835,89.2848480454568,89.284848045457
700,25,25.0036653499191,25.1893107480994,26.2357911459317,29.6931063798369,38.1626074625622,54.7501759894832,73.4389984933286,83.1337132420983,87.4160533005713,89.1138254374472,89.6992973173769,89.8635212233908,89.8896491459205,89.882508763741,89.8626794762624,89.8353086519141,89.8105952761919,89.7870281276257,89.7623677408578,89.7363537289319,89.7098349969161,89.6836137475808,89.6578862709777,89.6323883118171,89.6068093782844,89.5809187768345,89.5546012191415,89.52857899431,89.5007590815529,89.2865422986714,89.2865422986715
701,25,25.0035995338678,25.1873043103018,26.2246965277897,29.6565985020134,38.0728214800253,54.5861560000808,73.3200778375428,83.0769226561228,87.3910773488712,89.1041611920518,89.6961098812363,89.8627366939258,89.8895900789678,89.8825951195906,89.8629252473801,89.8355662944739,89.8108009019916,89.7872205928855,89.7625638076775,89.7365522788697,89.7100290741873,89.6838006925126,89.6580689366995,89.6325719766393,89.6069987004004,89.5811174590192,89.554809444871,89.5287984165005,89.5009940970162,89.2882220685348,89.2882220685349
702,25,25.0035346280889,25.1853184753437,26.2136980708995,29.6203624586069,37.983606709045,54.4225701585536,73.2004487225619,83.0197720658625,87.3659078005679,89.0944061025224,89.6928846008094,89.8619404037182,89.8895282620722,89.882682862805,89.8631716337286,89.8358272811094,89.8110096323256,89.7874156925466,89.7627621023422,89.736752661647,89.7102245090115,89.6839884160111,89.6582517492582,89.6327551638117,89.6071869712848,89.5813145928416,89.5550157209715,89.5290155506955,89.5012266434055,89.2898874719107,89.2898874719108
703,25,25.0034706916869,25.1833537153286,26.202797040968,29.5844003253491,37.8949613962629,54.2593795728844,73.0801626802083,82.9622611651292,87.3405433719757,89.0845575969349,89.6896207884404,89.8611287809607,89.8894650639618,89.8827677998694,89.8634174517979,89.8360891305705,89.8112191388172,89.7876114386983,89.76296112666,89.7369539103473,89.7104208261083,89.6841768771221,89.6584350403109,89.6329385038302,89.6073750407284,89.5815111586342,89.5552210736961,89.5292313871988,89.5014576182755,89.2915390719138,89.2915390719139
704,25,25.003407669399,25.1814094169423,26.1919914010936,29.5487077870885,37.8068816540991,54.0966253197927,72.9591874475755,82.9043875664768,87.3149829464953,89.0746159404428,89.6863181422214,89.8603033533116,89.8893995592277,89.8828522000928,89.86366327771,89.8363531675734,89.8114307418091,89.7878090108776,89.7631618279187,89.7371567081298,89.710618456365,89.6843662758192,89.6586188031675,89.6331218158879,89.60756259153,89.5817067471879,89.555425046556,89.5294454667643,89.5016865914861,89.2931767557093,89.2931767557093
705,25,25.0033455358874,25.1794852508793,26.1812799785303,29.5132822009016,37.7193641534108,53.9343275515085,72.8375126873486,82.8461494270376,87.289225363808,89.0645806558546,89.6829762593108,89.8594643141114,89.8893314227417,89.8829366417321,89.8639092271644,89.8366197209711,89.8116448069262,89.788008759832,89.7633645135258,89.7373613063974,89.7108175935625,89.684556749035,89.6588031196694,89.6333051314624,89.6077496118416,89.5819013128789,89.5556275710342,89.5296577094326,89.5019134802996,89.2948005873299,89.29480058733
706,25,25.0032842770822,25.1775809947706,26.1706619259076,29.4781215535004,37.6324057753204,53.7724985416717,72.715136317744,82.7875451089912,87.2632694471334,89.0544509864674,89.6795946988622,89.8586113542966,89.8892605553955,89.8830210663214,89.8641552425001,89.8368887446497,89.8118613403181,89.7882107242494,89.7635692499579,89.737567793986,89.7110183422051,89.6847484099659,89.658988104992,89.6334885619612,89.6079362047885,89.5820949469824,89.5558287246947,89.5298681780553,89.5021383327842,89.2964106974038,89.2964106974038
707,25,25.0032238789132,25.1756964262469,26.160136395855,29.4432238315969,37.5460034009503,53.6111505639217,72.5920562569779,82.7285729745174,87.2371140196913,89.0442261755781,89.6761730200294,89.857744164804,89.8891868580811,89.8831054153945,89.8644012660562,89.8371601924953,89.8120803481346,89.7884149428179,89.7637761036918,89.737776259732,89.7112208067974,89.6849413718084,89.6591738743111,89.6336722187921,89.6081224734955,89.5822877407733,89.5560285851015,89.5300769354843,89.5023611970078,89.298007216559,89.2980072165591
708,25,25.0031643273102,25.173831322939,26.1497025410023,29.408587021903,37.460153911423,53.4502958918981,72.4682704232666,82.669231385796,87.2107579047013,89.0339054664838,89.6727107819664,89.8568624365701,89.8891102316902,89.8831896304856,89.8646472401718,89.8374340183937,89.8123018365253,89.7886214542252,89.7639851412043,89.7379867924711,89.7114250918438,89.6851357477587,89.659360542802,89.6338562133628,89.608308521088,89.5824797855265,89.5562272298188,89.530284044571,89.5025821210386,89.2995902754237,89.2995902754238
709,25,25.0031056082034,25.1719854624777,26.1393595139791,29.3742091111308,37.374854187861,53.2899467992405,72.3437767348265,82.6095187050065,87.1841999253831,89.0234881024816,89.6692075438268,89.8559658605314,89.8890305771146,89.8832736531282,89.864893107186,89.837710176231,89.81252581164,89.7888302971594,89.7641964289719,89.7381994810397,89.7116313018486,89.6853316510133,89.6595482256405,89.6340406570807,89.6084944506908,89.5826711725173,89.5564247364106,89.5304895681672,89.5028011529447,89.301160004626,89.3011600046261
710,25,25.0030477075225,25.1701586224939,26.1291064674148,29.3400880859923,37.2901011113867,53.1301155595884,72.2185731098737,82.5494332943289,87.1574389049563,89.0129733268685,89.6656628647645,89.8550541276246,89.8889477952464,89.8833574248566,89.8651388094378,89.8379886198933,89.8127522796282,89.7890415103084,89.7644100334716,89.7384144142736,89.7118395413164,89.6855291947684,89.6597370380019,89.6342256613536,89.6086803654293,89.5828619930205,89.5566211824408,89.5306935691246,89.5030183407941,89.3027165347939,89.302716534794
711,25,25.0029906111974,25.1683505806184,26.1189425539391,29.3062219331994,37.2058915631226,52.9708144465815,72.0926574666246,82.4889735159427,87.1304736666406,89.0023603829414,89.6620763039334,89.8541269287862,89.8888617869771,89.8834408872046,89.8653842892663,89.8382693032665,89.8129812466399,89.7892551323602,89.7646260211798,89.7386316810089,89.7120499147515,89.6857284922204,89.6599270950621,89.6344113375892,89.6088663684284,89.5830523383111,89.5568166454736,89.5308961102948,89.5032337326547,89.3042599965556,89.3042599965556
712,25,25.0029343051581,25.166561114482,26.1088669261816,29.272608639464,37.1222224241911,52.8120557338593,71.9660277232954,82.4281377320278,87.1033030336559,88.9916485139976,89.6584474204872,89.853183954953,89.8887724531988,89.8835239817062,89.8656294890106,89.8385521802367,89.8132127188246,89.7894712020027,89.7648444585734,89.7388513700818,89.7122625266584,89.6859296565659,89.6601185119963,89.634597797195,89.6090525628132,89.5832422996642,89.5570112030731,89.5310972545294,89.5034473765949,89.3057905205391,89.3057905205391
713,25,25.0028788233747,25.1647904671594,26.0988801759472,29.2392490393342,37.0390919237954,52.6537993366304,71.8387333616354,82.3669261546917,87.0759269978642,88.9808362591398,89.6547761283389,89.8522243200742,89.8886779496858,89.8836054753851,89.8658740642852,89.8388362214956,89.8134453728292,89.7896882558335,89.7650639468738,89.7390723018764,89.7124765026809,89.6861321338833,89.6603110439909,89.6347850755851,89.6092392226369,89.5834323421116,89.5572054536347,89.5312976745221,89.5036599536662,89.307308659433,89.3073086594331
714,25,25.0028241352031,25.1630382557034,26.0889809593507,29.20614013702,36.9564964779709,52.4960755921625,71.7107545104718,82.30533650789,87.0483439793043,88.9699231046116,89.6510618642507,89.8512479141467,89.8885787793944,89.8836857149807,89.8661180563489,89.8391217201306,89.8136796734812,89.7899068507606,89.7652850580699,89.739295002844,89.7126922850296,89.6863362675242,89.6605049304175,89.6349733103847,89.6094263920541,89.5836224279825,89.5573992950359,89.5314972227295,89.5038712935579,89.3088143982551,89.3088143982552
715,25,25.0027702199874,25.1613041939366,26.0791682317233,29.1732795288195,36.8744327830297,52.3389039519915,71.5820820190987,82.2433669001932,87.0205526409848,88.9589083902492,89.647304138742,89.8502545072072,89.8884750824571,89.8837648030422,89.8663614468483,89.8394087648154,89.8139158091938,89.7901272313961,89.7655080595125,89.7395197357144,89.7129101124026,89.6865422621411,89.6607003358033,89.6351626234197,89.6096141507576,89.583812597313,89.5575927334391,89.5316958783989,89.5040813575613,89.3103078097723,89.3103078097724
716,25,25.0027170663054,25.159588085143,26.0694412250153,29.1406653584048,36.7928977943944,52.1822938039903,71.4527166476876,82.1810157957407,86.9925518705359,88.9477913205376,89.6435025305191,89.8492437583914,89.8883666635829,89.8838426163697,89.8666041623196,89.8396972552467,89.8141537128403,89.7903493536391,89.7657329369199,89.7397465194124,89.7131300353538,89.6867501941619,89.6608973554825,89.6353531219092,89.609802611293,89.5840029619778,89.5577858751145,89.531893737994,89.5042902286318,89.3117890478749,89.3117890478749
717,25,25.0026646627346,25.1578897326065,26.0597991711775,29.1082957694481,36.7118884674878,52.026254536032,71.3226591564102,82.1182816586722,86.9643405555877,88.9365710999615,89.6396566182888,89.8482153268347,89.8882533274802,89.8839190317633,89.8668461292986,89.839987091121,89.814393317294,89.790573173389,89.7659596760104,89.7399753728625,89.7133521044371,89.6869601400144,89.66109608479,89.6355449130726,89.6099918862064,89.5841936338521,89.557978826332,89.5320908979782,89.5044979897245,89.313258266453,89.3132582664531
718,25,25.0026129978528,25.1562089396114,26.0502413021605,29.0761689056215,36.6314017577327,51.8707955359892,71.1919103054379,82.0551629531275,86.9359175837704,88.925246933006,89.6357659807577,89.8471688716728,89.8881348788576,89.8839939260232,89.8670872743216,89.8402781721351,89.8146345554284,89.7907986465451,89.7661882625022,89.7402063149894,89.7135763702065,89.6871721761261,89.6612966190601,89.6357381041289,89.6101820880436,89.5843847248104,89.5581716933615,89.5322874548149,89.504704723795,89.314715619397,89.3147156193971
719,25,25.0025620602375,25.1545455094415,26.0407668499149,29.0442829105974,36.5514346205517,51.7159261917353,71.0604708549425,81.991658143246,86.907281842714,88.913818024156,89.6318301966323,89.8461040520413,89.8880111224238,89.8840671759493,89.8673275239246,89.8405703979857,89.8148773601168,89.7910257290067,89.7664186821136,89.7404393647175,89.7138028832157,89.6873863789251,89.6614990536274,89.6359328022975,89.6103733293505,89.5845763467277,89.5583645824731,89.5324835049676,89.5049105137986,89.316161260597,89.316161260597
720,25,25.0025118446407,25.1528993160109,26.0313752687362,29.0126363751774,36.4719843561119,51.5616453045426,70.9283512228058,81.9277661694941,86.8784325292499,88.9022837023436,89.6278488778061,89.8450208359228,89.8878816543433,89.8841385156201,89.8675666927851,89.840863644439,89.8151215908494,89.7912542302245,89.7666507111494,89.7406742961152,89.7140314473762,89.6876026023789,89.66170330064,89.6361289789167,89.6105656365307,89.584768574304,89.5585576074324,89.5326791910649,89.5051155163023,89.3175954137309,89.317595413731
721,25,25.0024623614097,25.151270411647,26.0220665745717,28.9812290196289,36.3930491354159,51.4079249335703,70.7955862226156,81.8634871755556,86.8493696212622,88.8906436108579,89.6238217200043,89.8439199714585,89.8877455439906,89.8842073185936,89.8678043130224,89.841157726813,89.8153669217484,89.7914835897148,89.7668835969289,89.7409102647357,89.7142612435703,89.6878201385135,89.6619088095113,89.6363262620854,89.6107588183897,89.584961388334,89.5587509009393,89.5328747723499,89.5053200738194,89.319018478763,89.3190184787631
722,25,25.0024135832084,25.1496584175803,26.0128394262613,28.9500578351146,36.3146250252833,51.2548017544188,70.662151721097,81.7988183978036,86.8200912093924,88.8788966334128,89.6197482163915,89.8428003217082,89.8876031336121,89.8842738295457,89.868040599496,89.8414526064862,89.8156134748372,89.7917141408589,89.7671178649487,89.7411479206382,89.7144929580919,89.6880396371635,89.6621161477518,89.6365251092654,89.6109532095111,89.5851549965136,89.5589445499431,89.5330702262924,89.5055240795653,89.3204304297005,89.3204304297005
723,25,25.0023654999795,25.1480631527135,26.0036931049239,28.9191210641828,36.2367090573717,51.1022828138945,70.5280506140783,81.7337584057103,86.7905962496459,88.8670420020128,89.6156279530131,89.8416616141045,89.8874541818001,89.8843378937158,89.8682754540059,89.8417481778635,89.8158611667619,89.7919458071713,89.7673534546183,89.741387228601,89.7147265869537,89.6882611255632,89.6623253701871,89.636725597628,89.6111489033919,89.585349502497,89.5591386623715,89.5332656595642,89.5057276327737,89.321831435866,89.3218314358661
724,25,25.0023181016662,25.1464844359492,25.9946268916785,28.8884169493816,36.159298263339,50.9503751588032,70.393285797388,81.6683057687475,86.7608836980282,88.8550789486625,89.6114605159144,89.8405035760798,89.8872984471468,89.8843993563431,89.8685087783526,89.8420443353497,89.8161099141679,89.7921785121663,89.7675903053477,89.7416281534025,89.7149621261682,89.6884846309465,89.662536531643,89.6369278043442,89.611345993529,89.5855450099385,89.5593333461519,89.5334611788378,89.505930832678,89.3232216665825,89.3232216665826
725,25,25.0022713782114,25.1449220861905,25.9856400676437,28.8579437332592,36.0823896748428,50.7990858359514,70.2578601668547,81.6024590563876,86.7309525105443,88.8430067053663,89.6072454911409,89.8393259350664,89.8871356882444,89.884458062667,89.8687404743362,89.8423409733497,89.8163596337012,89.7924121793583,89.7678283565462,89.7418706598208,89.715199571748,89.6887101805474,89.6627496869449,89.6371318065855,89.6115445734189,89.5857416224922,89.559528709212,89.5336568907853,89.5061337785115,89.3246012911725,89.3246012911726
726,25,25.002225319558,25.14337592234,25.9767319139386,28.8276996583637,36.0059803235408,50.6484218921448,70.1217766183066,81.5362168381025,86.7008016431996,88.8308245041289,89.602982464738,89.838128418497,89.8869656636853,89.8845138579268,89.868970443757,89.8426379862684,89.8166102420075,89.7926467322619,89.7680675476237,89.7421147126345,89.7154389197057,89.6889378016003,89.6629648909185,89.6373376815229,89.6117447365587,89.5859394438122,89.5597248594792,89.5338529020789,89.506336569508,89.3259704789588,89.3259704789589
727,25,25.002179915649,25.1418457633005,25.9679017116819,28.7976829672434,35.9300672410908,50.49839037419,69.9850380475722,81.4695776833643,86.6704300519995,88.8185315769547,89.598671022751,89.8369107538039,89.8867881320614,89.8845665873619,89.8691985884154,89.8429352685105,89.8168616557328,89.7928820943912,89.7683078179898,89.7423602766217,89.7156801660539,89.689167521339,89.6631821983895,89.6375455063277,89.6119465764452,89.5861385775526,89.559921904881,89.5340493193907,89.5065393049008,89.327329399264,89.3273293992641
728,25,25.0021351682465,25.1403315958087,25.9591492863352,28.7678930207074,35.8546484851579,50.3489710417239,69.8476706849817,81.4025416331075,86.6398371336918,88.8061280252629,89.5943107000406,89.8356737085401,89.8866035107508,89.8846160495854,89.8694245389376,89.8432325903547,89.8171137529777,89.7931180824881,89.768548845795,89.7426068744319,89.7159227222273,89.6893987139834,89.6634010121244,89.6377547621216,89.6121496851561,89.586338744593,89.5601197006727,89.5342461287822,89.5067420832063,89.3286782940916,89.3286782940916
