Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N40,N41,N42
1608,0.85,0.849999427654419,0.849998335731525,0.849997279543218,0.849996083901292,0.849994857749852,0.84999372303355,0.849993577449525,0.849995049910087,0.850001931065102,0.850023756646617,0.850081956148743,0.850219308507152,0.850512280694171,0.851085056517073,0.852127267803333,0.853928527603216,0.85693764948588,0.861566282698809,0.866426297528965,0.869578276907,0.871427668252687,0.87248427381291,0.873063340494755,0.873364073445766,0.873510412825264,0.873575956246732,0.873601742138903,0.873609351603997,0.873609740112316,0.873608032119854,0.873603407886747,0.873595924609253,0.873587403131525,0.873579565040538,0.873572290878135,0.87356516188725,0.873558091287348,0.873550784759327,0.87354397536647,0.873533086142325,0.873533086142325
1609,0.85,0.849999427564267,0.849998335638705,0.849997278796276,0.849996087565581,0.849994850966341,0.849993731899196,0.849993572873454,0.84999501757302,0.850001822571808,0.850023443942363,0.850081152493444,0.850217446908496,0.850508355796096,0.851077435651409,0.852113411066385,0.85390441368671,0.856897232601532,0.861509456218495,0.866381375147701,0.86955112449327,0.871411560482319,0.872475042059376,0.873058292027924,0.873361466468609,0.873509150122656,0.873575395146481,0.873601523598427,0.87360929292586,0.873609731043581,0.873608067352261,0.873603490781998,0.873596043784681,0.873587524202535,0.873579677396908,0.873572398878688,0.873565267821653,0.873558195096014,0.873550885338031,0.873544071703693,0.873533175177566,0.873533175177566
1610,0.85,0.849999427470382,0.849998335547122,0.849997278027931,0.849996091163739,0.849994843696644,0.849993740214976,0.849993568500353,0.849994985845157,0.850001715368667,0.850023134225537,0.850080355608626,0.850215599542261,0.850504458343658,0.851069863868832,0.852099638045837,0.853880440050265,0.856857031277498,0.861452694579276,0.866336224233829,0.869523825583407,0.871395358846189,0.872465750457534,0.873053206921879,0.873358836931515,0.873507874342845,0.873574825930791,0.873601299657093,0.873609230607004,0.873609718682969,0.873608099577261,0.873603571080922,0.873596161043395,0.873587644222595,0.873579789188061,0.873572506800927,0.873565374180439,0.873558299771619,0.873550987170147,0.873544169499058,0.873533265837693,0.873533265837693
1611,0.85,0.84999942737288,0.849998335457018,0.849997277239399,0.849996094690527,0.849994835929042,0.849993747884479,0.849993564314123,0.84999495474199,0.85000160947191,0.850022827497214,0.850079565463099,0.850213766322354,0.850500588167038,0.851062340874396,0.852085948242822,0.853856605881681,0.85681704504314,0.861396001202063,0.866290844657138,0.869496379674599,0.871379063338116,0.872456398858997,0.873048085307461,0.873356184838732,0.873506585575776,0.873574248640436,0.873601070327192,0.87360916464473,0.873609702967845,0.873608128705393,0.873603648688034,0.873596276261453,0.873587763065963,0.873579900292474,0.873572614538615,0.873565480882245,0.873558405262518,0.873551090236459,0.873544268759804,0.873533358165638,0.873533358165638
1612,0.85,0.849999427271876,0.849998335368634,0.849997276431897,0.849996098140706,0.849994827651815,0.849993754811297,0.849993560298662,0.849994924279012,0.850001504897767,0.850022523758467,0.850078782025671,0.850211947162685,0.850496745096415,0.851054866373155,0.852072341158468,0.853832910368758,0.856777273427818,0.861339379507769,0.866245236287415,0.869468786264039,0.87136267395192,0.872446987115374,0.87304292731551,0.873353510194509,0.873505283911393,0.873573663316194,0.873600835621018,0.873609095036337,0.873609683835575,0.873608154647193,0.873603723507848,0.873596389314914,0.873587880606896,0.873580010588622,0.873572721985514,0.873565587845703,0.873558511517063,0.87355119451775,0.87354436949317,0.873533452204332,0.873533452204332
1613,0.85,0.849999427167484,0.849998335282213,0.849997275606643,0.849996101509037,0.849994818853244,0.849993760899018,0.849993556437869,0.849994894471715,0.850001401662468,0.850022223010371,0.850078005265151,0.850210141977163,0.850492928961968,0.851047440070163,0.852058816293908,0.853809352699299,0.856737715960893,0.861282832917304,0.86619939899445,0.869441044848916,0.871346190681419,0.872437515078276,0.873037733076868,0.873350813003094,0.873503969439639,0.873573069998839,0.873600595550865,0.873609021779124,0.873609661223523,0.873608177313199,0.873603795444876,0.873596500079836,0.873587996719653,0.873580119954982,0.873572829035384,0.873565694989448,0.873558618483609,0.873551299994804,0.873544471706398,0.87353354799671,0.87353354799671
1614,0.85,0.849999427067202,0.849998335183605,0.849997274826979,0.849996104772221,0.849994810954955,0.849993766326724,0.849993552088311,0.849994864655709,0.850001299261952,0.850021924926372,0.850077235014933,0.850208350716584,0.850489139779383,0.851040062000432,0.852045373663396,0.853785932616462,0.856698368996221,0.861226368899459,0.866153338221666,0.869413153434466,0.871329611220529,0.872427983212544,0.873032501637544,0.873348094147127,0.873502643133955,0.873572468649068,0.873600353085426,0.873608942328136,0.873609642835639,0.87360819753771,0.873603863732978,0.873596607510061,0.873588110315609,0.873580227324201,0.873572934479504,0.873565800905089,0.87355872458946,0.873551404994499,0.873544573739638,0.873533643991988,0.873533643991988
1615,0.85,0.84999942696842,0.849998335078364,0.849997274071187,0.849996107931688,0.849994803416092,0.849993770896304,0.849993547465474,0.849994835097471,0.850001197904523,0.850021629628493,0.850076471293816,0.850206573281239,0.85048537731036,0.851032731747209,0.852032012578636,0.853762649103032,0.856659233235438,0.861169989380822,0.866107051781278,0.869385112068654,0.871312936412105,0.872418391143406,0.873027233528857,0.873345353306588,0.87350130475813,0.873571859337221,0.873600107145604,0.873608857619175,0.873609625742159,0.873608214890246,0.873603928524248,0.873596711822094,0.873588221624481,0.87358033292392,0.873573038618631,0.873565906001148,0.873558830344483,0.873551510108176,0.873544676215557,0.873533740821438,0.873533740821438
1616,0.85,0.849999426870525,0.849998334968153,0.849997273334357,0.849996110983979,0.849994796083526,0.84999377448417,0.849993542615148,0.849994805879571,0.85000109765774,0.85002133715013,0.850075714083968,0.850204809581397,0.850481641366773,0.851025448982995,0.852018732490136,0.853739501292019,0.856620308521193,0.861113697382952,0.866060538993192,0.869356920395861,0.871296166476871,0.872408738661974,0.873021928988674,0.873342590399065,0.873499954314946,0.873571242111972,0.873599857452022,0.873608767900355,0.873609609114219,0.873608229190209,0.873603989789364,0.873596812982977,0.873588330615523,0.873580436725926,0.873573141455296,0.87356601032718,0.873558935847095,0.87355161547979,0.873544779305865,0.873533838685225,0.873533838685225
1617,0.85,0.849999426774069,0.849998334852361,0.849997272621382,0.849996113922788,0.849994789030409,0.849993777010224,0.849993537484088,0.849994776977242,0.850000998507027,0.850021047472957,0.850074963346178,0.850203059533152,0.850477931789789,0.851018213432382,0.852005532929411,0.853716488404108,0.856581594194817,0.861057496566445,0.866013800057228,0.869328577824937,0.871279301272461,0.872399025656171,0.873016588083601,0.873339805480817,0.87349859194666,0.873570617009357,0.873599604192029,0.873608673018441,0.873609593349064,0.873608240402834,0.873604047393131,0.873596910814162,0.873588437105977,0.87358053855269,0.873573242817978,0.873566113723244,0.873559040955584,0.873551720992192,0.873544882919088,0.873533937531912,0.873533937531912
1618,0.85,0.849999426679604,0.849998334730378,0.849997271937159,0.849996116741805,0.849994782329894,0.84999377839437,0.849993532019046,0.849994748365719,0.850000900437805,0.85002076057865,0.850074219041239,0.850201323052597,0.850474248420569,0.851011024819962,0.851992413427974,0.853693609659984,0.856543089597639,0.8610013905919,0.865966835173204,0.869300083764728,0.871262340656511,0.872389252013918,0.873011210880241,0.873336998608107,0.873497217795531,0.873569984065409,0.873599347552975,0.873608572820199,0.87360957884394,0.873608248493358,0.87360410120035,0.873597005137099,0.873588540913088,0.873580638226682,0.87357334253516,0.873566216029396,0.873559145528238,0.873551826528232,0.873544986963753,0.873534037310065,0.873534037310065
1619,0.85,0.849999426587683,0.849998334601594,0.849997271286583,0.849996119434724,0.849994776055135,0.849993778556509,0.849993526166774,0.849994720020237,0.850000803435497,0.850020476448882,0.85007348112994,0.850199600055825,0.850470591100279,0.851003882870326,0.851979373517341,0.853670864280333,0.856504794070991,0.860945383119915,0.865919644540939,0.869271437624082,0.871245284486656,0.872379417623138,0.8730057974452,0.873334169837193,0.873495832003816,0.873569343316162,0.873599087722211,0.873608467152395,0.873609565996095,0.873608253427017,0.873604151075824,0.87359709577324,0.873588641854096,0.873580735570374,0.87357344043532,0.873566317085694,0.873559249423345,0.873551931970763,0.873545091348387,0.873534137968246,0.873534137968246
1620,0.85,0.849999426498857,0.849998334465398,0.84999727067455,0.849996121995235,0.849994770279283,0.849993777416546,0.849993519874027,0.84999469191603,0.850000707485525,0.850020195065328,0.850072749573071,0.850197890458929,0.850466959670081,0.850996787308067,0.851966412729026,0.853648251485841,0.856466706956203,0.860889477811086,0.865872228360252,0.869242638811848,0.871228132620532,0.872369522371752,0.873000347845082,0.873331319224337,0.873494434713775,0.873568694797651,0.873598824887086,0.873608355861795,0.873609555202774,0.873608255169047,0.873604196884356,0.873597182544037,0.873588739746247,0.873580830406236,0.873573536346941,0.873566416732195,0.873559352499193,0.873552037202635,0.873545195981517,0.873534239455021,0.873534239455021
1621,0.85,0.849999426415691,0.849998334344785,0.849997270066428,0.849996124443942,0.849994765458781,0.849993776125553,0.849993513356214,0.84999466383829,0.850000612239828,0.850019916051711,0.850072024020866,0.850196193961752,0.850463353875197,0.850989737905763,0.851953530830992,0.853625770849721,0.85642882582492,0.860833693929898,0.865824591917261,0.869213685430087,0.871210882670643,0.872359565647647,0.872994861499801,0.873328446596585,0.873493026763933,0.873568039115402,0.873598559698947,0.873608242189786,0.873609541748695,0.873608255193305,0.873604241375901,0.873597267933161,0.873588836090244,0.873580923515719,0.873573630588458,0.873566514937167,0.873559454450787,0.873552141684806,0.873545300202095,0.873534341011228,0.873534341011228
1622,0.85,0.849999426338637,0.849998334237959,0.849997269469099,0.849996126773183,0.84999476164752,0.849993774541564,0.849993506546588,0.849994635771802,0.850000517700585,0.850019639407694,0.850071304449723,0.850194510491253,0.850459773561611,0.850982734385594,0.851940727342874,0.853603421574944,0.856391150107407,0.860778034352802,0.865776735156183,0.869184576953317,0.87119353460745,0.872349547363875,0.872989338508459,0.873325552021718,0.87349160826156,0.873567376276831,0.873598292321825,0.873608125812545,0.873609526288027,0.873608253389215,0.873604284270274,0.873597351628279,0.87358893061873,0.873581014673102,0.87357372296373,0.873566611534224,0.873559555144621,0.873552245321329,0.87354540394727,0.873534442620998,0.873534442620998
1623,0.85,0.849999426267654,0.849998334137366,0.849997268899085,0.849996128968736,0.849994758805913,0.849993772222344,0.84999349931288,0.8499946077477,0.85000042395131,0.850019365220238,0.850070590911778,0.850192840027135,0.850456218598708,0.850975776458038,0.851928001726634,0.853581202778501,0.856353679665526,0.860722498150675,0.865728656780753,0.869155313174763,0.871176088948971,0.872339467555436,0.872983779127879,0.873322635623415,0.873490179144113,0.873566706150461,0.873598022806592,0.873608005578343,0.873609510721813,0.873608249278268,0.873604324583639,0.873597432667777,0.873589022653776,0.873581103418782,0.873573813157123,0.873566706325712,0.87355965448701,0.873552348119151,0.873545507293105,0.873534544441064,0.873534544441064
1624,0.85,0.849999426203444,0.849998334044146,0.849997268358349,0.849996131026288,0.849994757035545,0.849993769179124,0.849993491621771,0.84999457972712,0.850000330952689,0.850019093444465,0.850069883344785,0.850191182469449,0.850452688820535,0.850968863851246,0.851915353531328,0.853559113707229,0.856316413709335,0.860667090141609,0.865680357368092,0.869125893406336,0.871158545386296,0.872329326073161,0.872978183376694,0.873319697440934,0.873488739605499,0.873566028814571,0.873597751375017,0.87360788158576,0.873609495068052,0.873608242937608,0.873604362394819,0.873597511070589,0.873589112137504,0.873581189646366,0.873573901033462,0.8735667991612,0.873559752324131,0.873552449929826,0.873545610105874,0.873534646367491,0.873534646367491
1625,0.85,0.849999426146708,0.849998333959441,0.849997267848855,0.849996132941528,0.849994756438001,0.849993765423137,0.849993483439943,0.8499945516712,0.850000238665406,0.850018824035497,0.850069181686497,0.850189537718245,0.850449184061138,0.850961996293369,0.85190278230601,0.853537153607963,0.856279351448888,0.860611815143697,0.86563183749532,0.869096316959946,0.871140903610518,0.872319122767878,0.872972551273538,0.873316737513532,0.873487289839627,0.873565344347441,0.873597478248868,0.873607753933373,0.873609479344743,0.873608234444381,0.873604397782638,0.873597586855651,0.873589199012035,0.873581273249461,0.873573986457573,0.873566889890254,0.873559848502159,0.87355255060491,0.873545712251853,0.873534748296345,0.873534748296345
1626,0.85,0.849999426098149,0.849998333884392,0.849997267372567,0.849996134710144,0.849994757114867,0.849993760965612,0.849993474734079,0.849994523541077,0.850000147050144,0.850018556948456,0.850068485874668,0.850187905673576,0.850445704154564,0.85095517351256,0.851890287599734,0.85351532172754,0.85624249209424,0.860556677975032,0.865583097739558,0.869066583147504,0.871123163312729,0.872308857490418,0.872966882837043,0.873313755880468,0.873485830040402,0.87356465282735,0.873597203649916,0.873607622719762,0.873609463569887,0.873608223875733,0.873604430825918,0.873597660041897,0.873589283219492,0.873581354121676,0.873574069294281,0.873566978362445,0.873559942867271,0.873552649995957,0.873545813597319,0.873534850123692,0.873534850123692
1627,0.85,0.849999426058467,0.849998333820138,0.849997266931448,0.849996136327824,0.849994759167727,0.849993755817782,0.849993465470861,0.849994495297888,0.85000005606759,0.850018292138463,0.85006779584705,0.850186286235494,0.850442248934859,0.85094839523697,0.851877868961554,0.853493617312795,0.856205834855448,0.860501683453709,0.865534138677925,0.86903669128092,0.871105324184021,0.872298530091609,0.872961178085842,0.873310752580997,0.873484360401733,0.873563954332576,0.873596927799929,0.873607488043505,0.873609447761482,0.873608211308809,0.873604461603483,0.873597730648261,0.873589364701997,0.873581432156619,0.873574149408412,0.873567064427338,0.873560035265641,0.873552747954523,0.873545914008547,0.873534951745595,0.873534951745595
1628,0.85,0.849999426020381,0.849998333762,0.849997266490121,0.849996137760151,0.849994761394678,0.84999375079701,0.849993456129754,0.849994467227387,0.849999965845691,0.850018029600413,0.850067111492721,0.850184679211486,0.850438818141062,0.850941661138857,0.851865525976979,0.853472039728287,0.856169378039036,0.860446842373492,0.865484964491842,0.869006640094308,0.871087383868877,0.872288139936282,0.872955435612813,0.873307727826252,0.873482879568143,0.873563250843687,0.873596647964524,0.873607354992555,0.873609424949858,0.873608196875389,0.87360449153327,0.873597800577923,0.873589445296642,0.873581508692906,0.873574227679731,0.873567148601126,0.873560125936686,0.873552844487914,0.873546013348354,0.873535052869014,0.873535052869014
1629,0.85,0.849999425980126,0.849998333707858,0.849997266029653,0.849996138985967,0.849994763167873,0.849993746365638,0.849993446964395,0.849994439472366,0.849999876438733,0.850017769311686,0.850066432722194,0.850183084449806,0.850435411554052,0.850934970915096,0.851853258215464,0.853450588286729,0.856133120349449,0.860392162896452,0.86543557777539,0.868976428576243,0.871069340913111,0.872277686603305,0.872949654638735,0.873304681751672,0.873481386866506,0.873562543503477,0.873596362711209,0.873607226457537,0.873609391242725,0.87360818068319,0.873604521443469,0.873597870904238,0.873589526005972,0.87358158443277,0.873574304541022,0.873567231106418,0.873560214946639,0.873552939534843,0.873546111481082,0.873535153284191,0.873535153284191
1630,0.85,0.849999425942615,0.849998333661928,0.849997265571716,0.849996140016849,0.849994765276863,0.849993742109431,0.849993437670825,0.849994411822635,0.84999978771912,0.850017511206412,0.850065759498913,0.850181501899359,0.850432029058021,0.850928324323337,0.851841065206823,0.853429262172824,0.856097061473612,0.860337646686798,0.865385977203385,0.868946056343591,0.871051196087988,0.872267170200008,0.872943835934739,0.873301614305799,0.873479883308476,0.873561831386223,0.873596073821974,0.873607099903702,0.873609350346086,0.873608162780523,0.873604550706135,0.873597940651661,0.873589605771967,0.873581658507162,0.873574379321437,0.873567311440947,0.873560301934128,0.873553032864662,0.87354620827483,0.873535252986998,0.873535252986998
1631,0.85,0.849999425907452,0.849998333624548,0.849997265113132,0.84999614084434,0.849994767643771,0.849993738150607,0.849993428286325,0.849994384284023,0.849999699670567,0.850017255245188,0.85006509175393,0.850179931447453,0.850428670473933,0.850921721084037,0.851828946505129,0.853408060649617,0.856061200497184,0.860283299385344,0.865336163849182,0.868915522628712,0.871032948802827,0.872256590510311,0.872937979323162,0.873298525551556,0.873478368874643,0.873561114832109,0.873595781111591,0.873606976116557,0.87360930131589,0.873608143252056,0.873604579584458,0.873598010098545,0.873589684797646,0.873581731008636,0.873574452025539,0.873567389546059,0.873560386799469,0.873553124350368,0.873546303595399,0.873535351847465,0.873535351847465
1632,0.85,0.849999425874239,0.849998333596057,0.849997264650724,0.849996141459984,0.849994770190721,0.849993734611384,0.849993418848175,0.84999435686236,0.849999612276785,0.850017001388611,0.850064429418296,0.850178372981395,0.850425335622756,0.850915160917653,0.851816901664454,0.85338698298015,0.856025536505824,0.860229126632904,0.865286138786135,0.868884826663966,0.871014598466946,0.872245947318131,0.872932084626341,0.873295415551861,0.873476843545598,0.873560394181316,0.87359548439483,0.87360685588161,0.873609243208085,0.873608122182455,0.873604608341629,0.873598079523245,0.873589763286027,0.873581802029745,0.873574522657888,0.873567465363104,0.87356046944298,0.873553213864962,0.873546397308588,0.873535449735621,0.873535449735621
1633,0.85,0.849999425842579,0.849998333576794,0.849997264181315,0.849996141855324,0.849994772839834,0.849993731613979,0.849993409393659,0.849994329563475,0.849999525521488,0.850016749597279,0.850063772423063,0.850176826388493,0.850422024325455,0.85090864354464,0.851804930238874,0.853366028427468,0.855990068585191,0.860175134070292,0.865235903087599,0.868853967681713,0.870996144489663,0.872235240407387,0.872926151666614,0.873292284369638,0.873475307301931,0.873559669774028,0.873595183486462,0.873606739984368,0.873609175078619,0.873608099656389,0.873604637240838,0.873598149204115,0.873589841440129,0.873581871663046,0.873574591223044,0.873567538833428,0.873560549764976,0.873553301281441,0.873546489280198,0.873535546521495,0.873535546521495
1634,0.85,0.849999425816322,0.849998333555662,0.849997263757317,0.849996142207181,0.849994774702278,0.849993729125041,0.849993399790442,0.849994302585122,0.849999439685991,0.850016500125851,0.850063120937774,0.850175291722971,0.850418736501507,0.850902168728672,0.851793031809155,0.853345196384775,0.855954795995007,0.860121321535731,0.86518546308158,0.868822942705077,0.870977586591069,0.872224467932916,0.872920179519665,0.873289131730349,0.873473758692589,0.873558942460664,0.873594877801679,0.873606627288961,0.873609103355636,0.873608075294006,0.873604664478947,0.873598217878035,0.873589919160765,0.873581940521705,0.8735746585248,0.873567610717017,0.873560628376044,0.873553387013032,0.873546579748014,0.873535642200975,0.873535642200975
1635,0.85,0.849999425796682,0.849998333528668,0.849997263396608,0.849996142577264,0.849994775393064,0.849993727207871,0.849993390011571,0.849994276005811,0.849999354866707,0.850016253046284,0.850062474983798,0.850173768935347,0.850415472009183,0.850895736206571,0.851781205939483,0.853324486164406,0.85591971788685,0.860067692472588,0.865134821831378,0.868791750129779,0.870958924298174,0.872213629061702,0.872914167725073,0.87328595756912,0.873472197155998,0.873558212774634,0.87359456700393,0.87360651785327,0.873609029886945,0.873608049004059,0.873604689536626,0.873598285239599,0.873589996536508,0.873582008895437,0.873574724870385,0.873567681265239,0.873560705445481,0.873553471137317,0.87354666871871,0.873535736691751,0.873535736691751
1636,0.85,0.849999425781432,0.849998333501069,0.849997263072099,0.849996142877431,0.849994775183095,0.849993726051597,0.849993380167277,0.84999424974883,0.849999270919357,0.850016008192706,0.850061834389615,0.850172257841143,0.850412230627082,0.850889345680207,0.851769452172447,0.853303896973426,0.855884833271515,0.860014255017278,0.865083978150403,0.868760390138336,0.870940156886636,0.872202724278303,0.872908116426299,0.873282762094006,0.873470623288474,0.873557480836677,0.873594251079838,0.873606413289155,0.87360895055783,0.873608021070997,0.87360471356576,0.873598352230127,0.873590073900352,0.873582076652886,0.873574789920625,0.873567750067358,0.873560780568128,0.873553553294953,0.8735467558981,0.873535829809723,0.873535829809723
1637,0.85,0.849999425770709,0.849998333471767,0.849997262787608,0.849996143122539,0.849994773892452,0.849993725758862,0.849993370273499,0.849994223844157,0.8499991878651,0.850015765562716,0.850061199116284,0.850170758348666,0.850409012188565,0.850882996875475,0.851757770065482,0.853283428091255,0.855850141256565,0.859961014080487,0.865032933773194,0.868728861685124,0.870921283804877,0.872191753161655,0.87290202535173,0.873279545325467,0.873469036890469,0.873556747051177,0.873593929793897,0.873606314140362,0.873608865351867,0.873607991521039,0.873604736569537,0.873598418934013,0.873590151417287,0.873582143952115,0.873574853780645,0.873567817167728,0.873560853733673,0.873553633426914,0.873546841198788,0.873535921440758,0.873535921440758
1638,0.85,0.849999425764652,0.849998333439661,0.849997262546953,0.849996143327444,0.849994771341219,0.849993726432308,0.849993360346176,0.849994198321771,0.849999105725097,0.850015525153912,0.850060569124867,0.850169270366229,0.850405816526993,0.850876689518267,0.851746159176018,0.853263078797317,0.855815640949561,0.8599079745729,0.864981690434287,0.86869716372452,0.870902304501321,0.872180715290691,0.872895894229753,0.873276307283963,0.873467437762432,0.873556011822519,0.873593602910598,0.873606220950635,0.873608774252635,0.873607960380403,0.873604758551145,0.873598485435649,0.873590229252307,0.873582210951187,0.873574916555573,0.873567882610706,0.873560924931804,0.873553711474174,0.873546924533382,0.873536011470721,0.873536011470721
1639,0.85,0.849999425763396,0.849998333403652,0.849997262353951,0.849996143507003,0.849994767349476,0.849993728174579,0.849993350401247,0.849994173211653,0.849999024520506,0.850015286963892,0.850059944376425,0.850167793802142,0.850402643475729,0.850870423334479,0.851734619061489,0.853242848371031,0.855781331458062,0.859855141405204,0.864930249868218,0.8686652952109,0.870883218424388,0.872169610244345,0.872889722788757,0.873273047989951,0.873465825704812,0.873555275555089,0.873593270194434,0.873606134263718,0.873608677243708,0.873607927675307,0.873604779513774,0.873598551819429,0.873590307570404,0.873582277808163,0.873574978350533,0.873567946440645,0.87356099415221,0.873553787377707,0.873547005814487,0.873536099785477,0.873536099785477
1640,0.85,0.849999425768362,0.849998333375332,0.849997262178308,0.849996144049595,0.849994762845946,0.849993731125709,0.849993338421319,0.849994147931304,0.849998944232752,0.850015051201221,0.850059325140567,0.850166328892803,0.850399493178704,0.850864198336761,0.851723149563957,0.853222736397744,0.855747214403887,0.859802431296911,0.864878633125982,0.868633251969759,0.870864029142212,0.872158436012773,0.872883513369767,0.873269765908139,0.873464204117873,0.873554534365452,0.873592940301075,0.873606042695679,0.873608595808478,0.873607896514098,0.873604798470351,0.873598615840388,0.873590384722702,0.873582344254205,0.873575039908572,0.873568009991622,0.873561063002494,0.873553862824576,0.873547086666022,0.873536187829947,0.873536187829947
1641,0.85,0.849999425779972,0.849998333356437,0.84999726201622,0.849996145053504,0.849994757898327,0.849993735396692,0.849993323968184,0.849994122373907,0.849998864874119,0.850014817910617,0.85005871144727,0.850164875619803,0.850396365538649,0.850858014315054,0.851711750304426,0.853202742225204,0.855713289456156,0.859749829461161,0.864826846256458,0.868601032256636,0.870844737023355,0.872147191820056,0.872877266284708,0.873266460711505,0.873462573606083,0.873553787700306,0.873592614980863,0.873605944126209,0.873608534732515,0.87360786761139,0.873604815202892,0.873598677062654,0.873590460469062,0.873582410352026,0.873575101477294,0.873568073596049,0.873561131833705,0.873553938145744,0.873547167382816,0.873536275838209,0.873536275838209
1642,0.85,0.84999942579792,0.849998333341474,0.849997261883311,0.849996146404322,0.849994751943039,0.849993741077231,0.849993307761448,0.849994096781397,0.849998786479519,0.850014587016671,0.850058103150816,0.85016343377791,0.850393260281445,0.850851870896015,0.851700420741829,0.853182865026964,0.855679554852334,0.859697371328546,0.864774884309425,0.868568636108705,0.870825340090549,0.872135877794948,0.872870980357821,0.873263132958904,0.873460932724122,0.873553037447902,0.873592290921362,0.873605843226808,0.873608486559057,0.873607839926783,0.873604830057278,0.873598736376734,0.873590535602197,0.873582476407424,0.873575162941065,0.873568136851955,0.87356120007563,0.873554012677925,0.873547247285249,0.873536363156598,0.873536363156598
1643,0.85,0.849999425822491,0.849998333330812,0.849997261779452,0.849996148160116,0.849994744928412,0.849993748274295,0.849993289581832,0.849994071112902,0.849998709065514,0.850014358541385,0.850057500247957,0.85016200331339,0.850390177276381,0.850845767838712,0.851689160466523,0.853163104117835,0.855646009990834,0.85964505160769,0.864722751253972,0.86853606211839,0.87080583826879,0.872124493332591,0.872864655619727,0.873259782490821,0.873459281688871,0.873552283516604,0.873591968915608,0.873605739161413,0.873608453758804,0.873607813843039,0.873604842922143,0.873598793597556,0.873590610077267,0.873582542529078,0.873575224478806,0.873568199952892,0.873561267905117,0.873554086564082,0.873547326483893,0.87353644985133,0.87353644985133
1644,0.85,0.849999425853971,0.849998333324819,0.849997261704515,0.849996150378953,0.849994736802777,0.849993757094852,0.849993269210055,0.849994045327549,0.849998632648667,0.850014132506764,0.85005690273545,0.850160584172507,0.850387116392746,0.850839704902211,0.851677969068868,0.853143458812629,0.855612654270069,0.859592865007219,0.864670451059187,0.868503308878114,0.870786231483073,0.872113037828129,0.872858292101048,0.873256409147745,0.87345762071721,0.873551525814778,0.873591649756634,0.87360563109396,0.873608438802459,0.873607789742921,0.873604853686122,0.873598848540052,0.873590683849435,0.873582608825665,0.873575286269439,0.873568263092412,0.873561335499018,0.873554159947181,0.873547405089323,0.873536535988624,0.873536535988624
1645,0.85,0.849999425892646,0.849998333323863,0.84999726165837,0.849996153118897,0.849994727514466,0.84999376764587,0.849993246426839,0.849994019384465,0.849998557245541,0.85001390893481,0.850056310610046,0.850159176301523,0.850384077499828,0.850833681845578,0.851666846139222,0.853123928426156,0.855579487088453,0.859540806235755,0.864617987694157,0.868470374980301,0.870766519658394,0.872101510676702,0.872851889832405,0.873253012770164,0.87345595002602,0.873550764250788,0.873591334237475,0.873605518188385,0.873608444160721,0.873607768009191,0.873604862237849,0.873598901019152,0.873590756873863,0.873582675405862,0.873575348491885,0.873568326464065,0.873561403034184,0.873554232970184,0.87354748321211,0.873536621634701,0.873536621634701
1646,0.85,0.849999425930268,0.849998333338611,0.849997261572552,0.849996155448894,0.849994717123184,0.84999377938038,0.84999321994436,0.849993993099446,0.849998482994041,0.850013688069566,0.850055724150368,0.850157779970776,0.85038106081777,0.850827698794493,0.851655791655704,0.85310451259609,0.855546503411594,0.859488987968626,0.864565342121622,0.868437265331441,0.870746687980056,0.872089914430908,0.872845438114092,0.873249593150422,0.873454261834734,0.873549997954095,0.873591012694348,0.873605409257312,0.873608436189112,0.873607747639071,0.87360487319313,0.873598954400548,0.8735908292472,0.873582740344643,0.873575408584389,0.873568387481786,0.873561468102489,0.873554303446587,0.873547558772909,0.8735367047842,0.8735367047842
1647,0.85,0.84999942596637,0.849998333370341,0.849997261440885,0.849996157339508,0.849994705587117,0.8499937923475,0.849993189448811,0.84999396641894,0.849998409921464,0.850013469952677,0.850055143378106,0.850156395155197,0.850378066246897,0.850821755540454,0.851644805242978,0.853085210665804,0.855513702245757,0.859437415350376,0.864512516275414,0.868403979082531,0.87072673506911,0.872078248765211,0.872838936027475,0.873246150124746,0.873452555652736,0.873549226764157,0.873590684995224,0.873605304318247,0.873608414163405,0.873607728892752,0.87360488685879,0.873599008813288,0.873590900937124,0.873582803570774,0.87357546648342,0.87356844609323,0.873561530652105,0.873554371313276,0.873547631688562,0.873536785320079,0.873536785320079
1648,0.85,0.849999426003566,0.849998333416612,0.849997261281898,0.849996159118846,0.849994692824188,0.849993806832731,0.849993155012638,0.849993939341203,0.849998338011246,0.850013254545529,0.85005456821306,0.850155021712575,0.850375093560712,0.85081585174244,0.851633886385537,0.853066021861965,0.855481084199561,0.859386050883393,0.864459520405612,0.868370513102183,0.870706664874652,0.872066512212735,0.872832386532672,0.873242683546769,0.873450833880302,0.873548450801989,0.873590354787968,0.873605199900928,0.873608390414151,0.873607712531264,0.873604901832891,0.873599063102904,0.87359097186017,0.873582865748157,0.873575523116135,0.873568503250813,0.873561591565609,0.873554437349187,0.873547702667514,0.87353686387412,0.87353686387412
