Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22,N23,N24,N25,N26,N27,N28,N29,N30,N31,N32,N33,N34,N35,N36,N37,N38,N39,N40,N41,N42
2023,0.85,0.849999426658269,0.84999833149022,0.849997235095926,0.849996134202078,0.849995050975407,0.849993969129807,0.849992796227656,0.849991261239653,0.849990608746471,0.84998972594714,0.84999049071972,0.84999381306302,0.850004204263206,0.850031332593453,0.85009448449753,0.850228917010418,0.850493834237998,0.850981600056955,0.851830007643742,0.853246119654247,0.855554253243796,0.859200359977168,0.863971632061029,0.867835861802451,0.870240439509546,0.871705532063502,0.872577227985221,0.873078246348366,0.873352155234513,0.873494427457242,0.873562363924859,0.873592302444088,0.873602391031901,0.873604415666941,0.873603574909952,0.873600520137517,0.87359451923629,0.873586064307822,0.873578307099619,0.873566837998126,0.873566837998126
2024,0.85,0.849999426686533,0.849998331556809,0.849997235285969,0.849996134315227,0.849995051172582,0.849993968910659,0.849992797016291,0.849991253292329,0.849990614993269,0.849989691968247,0.849990464760321,0.849993756255947,0.850004053350695,0.850030957734061,0.850093630705484,0.850227123250107,0.850490332222695,0.850975190667101,0.851818871435259,0.853227426005471,0.855523524218321,0.859152872400069,0.863920650172126,0.867802087835702,0.87021936236124,0.871692633590768,0.87256953984854,0.873073895679212,0.873349793508306,0.87349324987412,0.873561812763542,0.873592077092979,0.87360233830524,0.873604381288688,0.873603576624978,0.873600564258933,0.873594600325207,0.873586157407515,0.873578387495586,0.873566904326011,0.873566904326011
2025,0.85,0.849999426715474,0.849998331625248,0.849997235476167,0.849996134442937,0.849995051345507,0.849993968821601,0.849992798077349,0.849991246123678,0.84999061892265,0.849989660504188,0.849990438810539,0.849993699138575,0.850003902931953,0.850030585291578,0.850092782923028,0.850225341726745,0.850486852600037,0.850968819492191,0.851807797954397,0.853208834465757,0.855492957476813,0.859105568540581,0.863869546219826,0.867768143890738,0.870198173336582,0.871679663230105,0.872561804164185,0.873069515424544,0.873347415073075,0.873492062000737,0.873561258737364,0.873591849218491,0.873602286337983,0.873604350143102,0.873603578630316,0.873600607767597,0.873594681264969,0.873586251297898,0.873578468750593,0.87356697109021,0.87356697109021
2026,0.85,0.849999426744816,0.849998331694929,0.849997235664838,0.849996134585577,0.849995051484972,0.849993968889041,0.849992799523668,0.849991239957722,0.84999061997473,0.849989632431011,0.849990412926548,0.849993641541402,0.850003752801937,0.850030215077338,0.850091940979371,0.85022357227003,0.850483395175278,0.85096248628073,0.851796786839514,0.853190344469845,0.855462552225564,0.859058450492201,0.863818323369375,0.867734029134842,0.870176871740321,0.871666620484693,0.872554020596408,0.873065105132461,0.873345019820086,0.873490863465684,0.873560701783446,0.87359161882279,0.873602234547087,0.87360432355159,0.873603580937964,0.873600650318606,0.873594761748028,0.873586345861415,0.873578550874973,0.873567038399382,0.873567038399382
2027,0.85,0.849999426774273,0.849998331765211,0.849997235850191,0.849996134743555,0.849995051581096,0.849993969141353,0.849992801476431,0.849991235037236,0.849990617547139,0.84998960869066,0.849990387170036,0.849993583283982,0.850003602742403,0.850029846891389,0.850091104695116,0.850221814703478,0.850479959749438,0.850956190778641,0.851785837728174,0.853171955453852,0.855432307665317,0.859011520357999,0.863766984832423,0.867699742735437,0.870155456872486,0.871653504851072,0.872546188808681,0.873060664335207,0.873342607640702,0.873489653881313,0.873560141827097,0.873591385919125,0.873602182284943,0.873604302951114,0.873603583557708,0.873600691533757,0.873594841433632,0.873586440960807,0.87357863387045,0.873567106364173,0.873567106364173
2028,0.85,0.849999426803537,0.849998331835421,0.849997236030328,0.849996134917319,0.849995051623325,0.849993969608873,0.849992804065165,0.849991231623754,0.849990610995021,0.849989590290974,0.8499903616082,0.849993524174923,0.850003452521912,0.850029480522485,0.850090273882266,0.850220068844424,0.85047654611931,0.850949932729272,0.851774950257146,0.853153666855272,0.855402222991262,0.858964780250618,0.86371553386702,0.867665283860085,0.870133928028391,0.871640315819135,0.872538308463706,0.873056192549169,0.873340178426383,0.87348843284374,0.873559578781822,0.873591150531824,0.873602128839373,0.873604289894197,0.873603586497117,0.873600731001538,0.873594919947826,0.873586536439113,0.873578717730143,0.873567175097212,0.873567175097212
2029,0.85,0.849999426832288,0.849998331904845,0.849997236203241,0.849996135107355,0.849995051600436,0.849993970323905,0.849992807427745,0.849991229997563,0.84999059963103,0.849989578305687,0.849990336313751,0.849993464011891,0.850003301895822,0.850029115748097,0.850089448344219,0.850218334504019,0.850473154077453,0.850943711873388,0.851764124062407,0.853135478112979,0.855372297393035,0.858918232292272,0.863663973777617,0.86763065167649,0.870112284498631,0.871627052872132,0.872530379223405,0.873051689274877,0.873337732068689,0.873487199932839,0.873559012549319,0.873590912696295,0.873602073433635,0.873604286048915,0.873603589761548,0.873600768277134,0.873594996883446,0.873586632119668,0.873578802438562,0.873567244713112,0.873567244713112
2030,0.85,0.849999426860187,0.849998331972741,0.849997236366817,0.849996135314186,0.849995051500535,0.849993971320718,0.849992811710387,0.849991230457708,0.849990582725336,0.849989573874428,0.849990311364909,0.849993402581609,0.850003150606297,0.850028752334402,0.85008862787577,0.850216611487233,0.8504697834122,0.850937527949175,0.851753358779138,0.85311738866722,0.855342530054726,0.858871878614747,0.863612307915069,0.867595845352492,0.870090525569082,0.871613715486668,0.872522400748929,0.873047153997005,0.873335268459277,0.873485954712249,0.873558443019479,0.873590672459028,0.873602015226418,0.873604293198904,0.873603593354143,0.873600802882423,0.873595071800126,0.873586727806103,0.873578887971613,0.873567315328471,0.873567315328471
2031,0.85,0.849999426886882,0.849998332038327,0.849997236518834,0.849996135538377,0.849995051311054,0.849993972635543,0.849992817067658,0.849991233321989,0.849990559505621,0.84998957820272,0.849990286845406,0.849993339659854,0.850002998382298,0.850028390036291,0.850087812263114,0.850214899592853,0.850466433907652,0.85093138069224,0.851742654041729,0.853099397959622,0.855312920154867,0.858825721359402,0.86356053967663,0.867560864056075,0.870068650520905,0.871600303132705,0.872514372700652,0.873042586184369,0.8733327874899,0.873484696729367,0.873557870070385,0.873590429877592,0.873601953311843,0.873604313243355,0.873603597275827,0.873600834305978,0.873595144224292,0.873586823282344,0.873578974296595,0.873567387061872,0.873567387061872
2032,0.85,0.849999426914644,0.849998332105227,0.84999723667724,0.849996135751306,0.849995051203223,0.849993973629478,0.849992821049137,0.849991236475126,0.849990537278835,0.849989578081111,0.849990263444946,0.849993279166504,0.850002848956144,0.850028031526364,0.850087003120938,0.850213199617256,0.850463105787631,0.850925269931954,0.851732009372222,0.853081505206239,0.85528346755571,0.858779741901593,0.863508674247506,0.867525704763357,0.87004666188243,0.871586814347361,0.87250629671413,0.873037986321484,0.87333028886822,0.873483428221465,0.873557292637374,0.873590184652898,0.873601895197003,0.873604323492945,0.873603603637525,0.873600870186096,0.873595220107462,0.873586920830458,0.873579061916733,0.873567459299848,0.873567459299848
2033,0.85,0.849999426943129,0.849998332172661,0.849997236839916,0.849996135953153,0.849995051166032,0.849993974332049,0.849992823785029,0.849991240233914,0.849990515315271,0.849989574619434,0.849990241267715,0.84999322092072,0.850002702093498,0.850027676582945,0.85008620024709,0.850211511362633,0.850459798834752,0.850919195400277,0.851721424401664,0.853063709847887,0.855254171435513,0.858733942075461,0.863456715145112,0.867490366608167,0.870024558976467,0.87157324857276,0.872498172479227,0.873033353861657,0.873327772483293,0.873482148745975,0.873556710560292,0.8735899368589,0.873601839980057,0.873604325689907,0.873603612468915,0.873600910073283,0.873595299011103,0.873587020234517,0.873579150790669,0.873567532153419,0.873567532153419
2034,0.85,0.849999426971109,0.849998332238355,0.84999723699797,0.849996136153743,0.84999505112718,0.849993974997252,0.849992826272651,0.84999124573961,0.849990490173821,0.849989573752021,0.849990220226095,0.849993163365321,0.85000255622693,0.850027324010561,0.850085402827117,0.85020983429514,0.850456512681511,0.850913156794931,0.851710898796971,0.853046011401336,0.855225030740484,0.858688330551842,0.86340466536097,0.867454849444792,0.870002340052492,0.871559605548743,0.872489999035708,0.87302868790336,0.873325238284803,0.873480856954828,0.873556123973097,0.873589686701475,0.873601783908771,0.873604329810107,0.873603623103361,0.873600950795697,0.873595378341203,0.873587120431497,0.873579240689492,0.873567605976805,0.873567605976805
2035,0.85,0.849999426998458,0.849998332301884,0.849997237150998,0.849996136350551,0.849995051091881,0.84999397559405,0.849992828409983,0.849991253112988,0.849990461813386,0.849989575341217,0.849990200492489,0.84999310669334,0.850002411478274,0.850026973843942,0.85008461081664,0.850208168300212,0.850453247144349,0.850907153851893,0.851700432176976,0.853028409288541,0.855196044703429,0.858642907205185,0.863352528671179,0.867419152198554,0.869980004733616,0.871545884615925,0.872481776260091,0.873023987966442,0.873322686144457,0.873479552630732,0.87355553260335,0.873589434241709,0.873601726759642,0.873604335473872,0.873603635767299,0.873600992616655,0.873595458207962,0.873587221405884,0.873579331606496,0.873567680815079,0.873567680815079
2036,0.85,0.849999427025056,0.849998332362817,0.849997237298629,0.849996136540887,0.849995051065976,0.849993976088625,0.849992830085024,0.849991262476388,0.849990430207321,0.849989579213737,0.849990182249021,0.849993051116,0.850002267984326,0.850026626127062,0.850083824175558,0.850206513264137,0.850450002038586,0.850901186305236,0.851690024158942,0.853010902931241,0.855167212556439,0.858597671773853,0.863300308910449,0.867383273779549,0.869957552661029,0.871532085101785,0.872473504041977,0.873019253562128,0.873320115932771,0.873478235559128,0.873554936160279,0.873589179549191,0.873601668304036,0.873604342243886,0.873603650699757,0.873601035823542,0.873595538733656,0.873587323140114,0.873579423530184,0.873567756710154,0.873567756710154
2037,0.85,0.849999427050782,0.849998332420719,0.849997237440528,0.849996136721894,0.849995051055924,0.849993976444376,0.849992831175798,0.849991273953717,0.84999039534344,0.849989585160665,0.849990165687537,0.849992996862709,0.850002125896842,0.850026280913142,0.850083042868045,0.850204869074061,0.850446777178428,0.85089525388713,0.851679674358552,0.852993491750961,0.855138533530883,0.858552623860122,0.863248009972102,0.867347213082642,0.869934983494004,0.871518206320666,0.872465182284041,0.873014484193019,0.873317527519066,0.873476905528191,0.873554334334778,0.873588922702014,0.873601608308188,0.873604349625187,0.873603668152358,0.873601080727807,0.873595620052632,0.873587425614571,0.87357951644427,0.873567833700781,0.873567833700781
2038,0.85,0.849999427075519,0.849998332475155,0.849997237576393,0.849996136890548,0.849995051068807,0.849993976621919,0.849992831550352,0.849991287670447,0.849990357224006,0.849989592937456,0.849990151009603,0.849992944181066,0.850001985382541,0.850025938264649,0.850082266862553,0.850203235617983,0.850443572376962,0.850889356327838,0.851669382389915,0.852976175169014,0.855110006857411,0.858507762930185,0.863195635808071,0.867310968987471,0.869912296909895,0.87150424757377,0.87245681090204,0.873009679353091,0.873314920771471,0.873475562328833,0.873553726799408,0.87358866378677,0.8736015465332,0.873604357065174,0.873603688389319,0.873601127664965,0.873595702311313,0.873587528807591,0.87357961032768,0.873567911822549,0.873567911822549
2039,0.85,0.849999427099153,0.849998332525681,0.849997237705957,0.849996137043662,0.849995051112329,0.84999397657909,0.849992831066755,0.849991303753614,0.849990315865741,0.849989602263931,0.849990138426508,0.849992893336853,0.850001846623102,0.850025598253297,0.850081496131811,0.850201612784758,0.850440387446158,0.850883493355723,0.851659147865565,0.852958952606496,0.855081631765955,0.858463088314147,0.863143190428901,0.867274540358446,0.869889492604138,0.871490208149162,0.872448389824806,0.873004838527697,0.87331229555692,0.873474205754697,0.873553113208394,0.873588402898555,0.873601482735047,0.873604363953598,0.873603711687451,0.8736011769946,0.873595785668197,0.873587632695455,0.87357970515455,0.873567991107885,0.873567991107885
2040,0.85,0.849999427121571,0.849998332571855,0.849997237828986,0.849996137177878,0.849995051194818,0.849993976270942,0.849992829573103,0.849991322331824,0.849990271299821,0.849989612824285,0.849990128159261,0.849992844614041,0.850001709815167,0.850025260960046,0.850080730652825,0.850200000464095,0.850437222196866,0.850877664697239,0.851648970396458,0.852941823484293,0.855053407485727,0.85841859920603,0.863090677903748,0.867237926044747,0.869866570290249,0.871476087321772,0.872439918994251,0.872999961193565,0.873309651741153,0.873472835602162,0.873552493197631,0.873588140140966,0.873601416664569,0.873604369622571,0.873603738336162,0.873601229100358,0.873595870293854,0.873587737252397,0.87357980089423,0.873568071586055,0.873568071586055
2041,0.85,0.849999427142483,0.849998332614501,0.849997237943058,0.849996137314363,0.84999505123051,0.849993976114443,0.84999282878263,0.849991339813786,0.84999023365785,0.849989618580505,0.849990115566547,0.849992795173549,0.850001573729647,0.850024926292578,0.850079970969552,0.850198399440461,0.850434077389884,0.850871870931626,0.851638850274134,0.852924787673684,0.855025333175874,0.858374306710679,0.863038103160752,0.867201126524451,0.869843529044642,0.871461886006048,0.872431396540341,0.872995049007494,0.873306987252048,0.8734714528437,0.873551866358532,0.873587874124078,0.873601348866932,0.873604377354569,0.873603764936993,0.873601280915082,0.873595955142217,0.873587842785206,0.873579897707575,0.873568152842696,0.873568152842696
2042,0.85,0.849999427161716,0.84999833265365,0.849997238047171,0.849996137458732,0.849995051193283,0.849993976234204,0.849992829230119,0.849991354928795,0.849990206800834,0.849989617002527,0.849990099052776,0.849992744151937,0.850001438050177,0.850024594281562,0.850079217279595,0.850196809942144,0.850430953192238,0.850866112103621,0.851628787363472,0.852907844764938,0.854997408038039,0.858330214289847,0.862985470687915,0.867164141235873,0.869820368370089,0.871447604073453,0.87242282174338,0.872990102253778,0.873304301223119,0.87347005772334,0.873551232280472,0.873587604402452,0.873601279383991,0.873604387876841,0.873603790410015,0.87360133156104,0.873596039944964,0.87358794939011,0.87357999562833,0.87356823473476,0.87356823473476
2043,0.85,0.849999427179259,0.849998332688166,0.849997238142377,0.849996137593986,0.849995051143765,0.849993976329474,0.849992829735208,0.849991369791876,0.84999018543241,0.849989610695818,0.849990081462544,0.849992693560488,0.85000130378547,0.850024265132893,0.850078469273162,0.850195231385407,0.850427848904975,0.850860387478838,0.851618780907445,0.852890993938343,0.854969631336202,0.858286314314174,0.862932784304019,0.867126968106995,0.869797088383245,0.871433239879439,0.872414195556361,0.872985119217765,0.873301594547827,0.873468649420836,0.873550590558262,0.873587331905037,0.873601207525477,0.873604398214255,0.873603817052954,0.873601383344487,0.873596125563189,0.873588056857006,0.873580094506946,0.873568317516581,0.873568317516581
2044,0.85,0.849999427194987,0.849998332717762,0.849997238228282,0.849996137719427,0.849995051080019,0.849993976406734,0.84999283035851,0.849991384036922,0.849990170999325,0.849989598436536,0.849990062399883,0.849992643333055,0.850001170998069,0.850023938939945,0.850077727020114,0.850193663783716,0.850424764462506,0.850854696891171,0.851608830602535,0.852874234674587,0.854942002287365,0.858242607055067,0.862880048420413,0.867089606147411,0.869773688781752,0.871418792868861,0.872405517727831,0.872980099636323,0.87329886682643,0.873467227901456,0.873549940750942,0.87358705656724,0.873601133129325,0.873604408007897,0.873603844707447,0.873601436277556,0.873596212050354,0.873588165196967,0.873580194320041,0.873568401145482,0.873568401145482
2045,0.85,0.849999427208773,0.849998332742156,0.849997238304504,0.849996137834404,0.849995050999921,0.849993976473661,0.849992831166716,0.849991397267518,0.849990165049161,0.8499895789165,0.849990041436814,0.849992593394774,0.850001039753141,0.850023615803777,0.850076990599405,0.850192107159048,0.85042169980627,0.850849040179931,0.851598936149495,0.852857566458002,0.854914520107216,0.858199092751026,0.862827267513908,0.867052054365571,0.869750169275723,0.871404262487591,0.87239678800378,0.872975043256442,0.873296117641402,0.873465793143255,0.873549282398993,0.873586778320106,0.873601056035191,0.873604416875539,0.87360387319603,0.873601490366683,0.873596299461469,0.873588274421882,0.873580295041125,0.873568485571853,0.873568485571853
2046,0.85,0.849999427220493,0.849998332761076,0.849997238370679,0.849996137938311,0.849995050901158,0.849993976539133,0.849992832232605,0.849991409056942,0.849990169230346,0.849989550743196,0.849990018113354,0.849992543662065,0.850000910118475,0.850023295833128,0.850076260099089,0.850190561541892,0.850418654884735,0.850843417189847,0.851589097253344,0.85284098877657,0.854887184010128,0.858155771607649,0.862774446126786,0.867014311768778,0.869726529587741,0.871389648182517,0.872388006127647,0.872969949835234,0.873293346557441,0.873464345137069,0.873548615024337,0.873586497090316,0.873600976084445,0.873604424411635,0.873603902322139,0.873601545612609,0.873596387853094,0.873588384544455,0.873580396640601,0.873568570739148,0.873568570739148
2047,0.85,0.849999427230024,0.849998332774255,0.849997238426455,0.849996138030587,0.849995050781226,0.849993976613223,0.849992833635036,0.849991418948163,0.849990185292145,0.849989512439773,0.849989991937512,0.849992494042629,0.85000078216448,0.850022979144423,0.850075535616314,0.850189026971247,0.850415629653395,0.85083782777106,0.851579313623364,0.852824501121914,0.854859993209165,0.858112643797625,0.862721588866794,0.866976377363187,0.869702769452859,0.871374949401545,0.872379171840317,0.87296481913993,0.873290553121458,0.873462883886522,0.873547938130339,0.873586212800188,0.873600893120173,0.873604430187328,0.873603931870111,0.87360160201038,0.87359647728334,0.873588495578202,0.873580499085765,0.873568656583889,0.873568656583889
2048,0.85,0.849999427237243,0.849998332781435,0.849997238471498,0.849996138110715,0.849995050637432,0.849993976707204,0.849992835458954,0.849991426453842,0.849990215084664,0.849989462445044,0.849989962385287,0.84999244443545,0.85000065596419,0.850022665861767,0.850074817257325,0.850187503494625,0.850412624074775,0.850832271779132,0.85156958497311,0.852808102989305,0.854832946916074,0.858069709460743,0.862668700407144,0.866938250153808,0.869678888618597,0.871360165593599,0.872370284880125,0.872959650947886,0.873287736862587,0.873461409408017,0.873547251201808,0.873585925367679,0.873600806987178,0.873604433750443,0.873603961605184,0.873601659549342,0.873596567811868,0.873588607537459,0.873580602340802,0.873568743035662,0.873568743035662
2049,0.85,0.849999427242027,0.849998332782365,0.849997238505487,0.849996138178227,0.849995050466895,0.849993976833546,0.849992837795387,0.849991431056332,0.849990260558849,0.849989399113489,0.849989928900674,0.849992394730798,0.85000053159326,0.850022356116952,0.850074105137465,0.850185991168048,0.850409638118427,0.850826749075036,0.851559911020398,0.852791793877659,0.85480604434129,0.858026968703886,0.862615785486517,0.866899929144504,0.869654886844949,0.871345296208618,0.87236134498285,0.872954445046579,0.873284897292181,0.873459921730743,0.873546553704993,0.873585634706383,0.873600717531978,0.873604434625492,0.873603991273495,0.873601718213149,0.873596659499889,0.873588720437372,0.873580706366795,0.873568830017119,0.873568830017119
2050,0.85,0.849999427244537,0.849998332778538,0.849997238527842,0.84999613823997,0.849995050269232,0.849993976973603,0.849992839593904,0.849991434786712,0.84999029817804,0.849989343124456,0.849989897273443,0.849992345415546,0.850000407781617,0.850022048312186,0.85007339790203,0.850184489026977,0.850406671186203,0.850821259311439,0.851550291519942,0.852775573477886,0.85477928512996,0.857984421957629,0.862562841361818,0.866861415379477,0.869630762749703,0.871330343183265,0.872352351437129,0.872949202962846,0.873282035054503,0.873458420831718,0.873545847659792,0.873585340283411,0.873600625560037,0.873604435034891,0.873604021043362,0.873601777144337,0.873596751631917,0.873588834348351,0.873580811645548,0.873568918185054,0.873568918185054
2051,0.85,0.849999427244907,0.849998332771305,0.849997238538018,0.849996138302212,0.84999505004364,0.849993977112712,0.849992839909108,0.849991439423373,0.849990306712816,0.849989313140696,0.849989872711422,0.84999229691566,0.850000283378077,0.850021741007157,0.850072694332955,0.850182996204115,0.850403722736542,0.850815802164853,0.85154072622791,0.852759441468302,0.854752668888317,0.857942069588899,0.862509866006187,0.866822709725751,0.869606515062683,0.871315308240885,0.872343303567382,0.87294392608454,0.873279150676815,0.873456906706343,0.873545134845753,0.873585041599635,0.873600531795992,0.873604436943101,0.873604051025954,0.873601835551782,0.873596843561121,0.873588949336923,0.873580918610594,0.873569008125427,0.873569008125427
2052,0.85,0.849999427242778,0.849998332758944,0.84999723853598,0.849996138358372,0.84999504978436,0.849993977294684,0.84999283983565,0.849991442143171,0.849990310388991,0.849989288021289,0.849989849086092,0.849992248575472,0.850000159623963,0.850021435848463,0.850071995842983,0.850181513664668,0.850400793253587,0.850810377696023,0.851531214846902,0.852743397197026,0.854726194448453,0.857899911299658,0.862456870835391,0.866783809430763,0.869582144572788,0.87130018870004,0.872334201483492,0.872938612744637,0.873276242629048,0.873455379477936,0.873544412464746,0.8735847389352,0.873600435269559,0.873604437468025,0.873604080531189,0.873601894119408,0.873596936021629,0.873589065373932,0.873581026763882,0.873569099103738,0.873569099103738
2053,0.85,0.849999427238079,0.849998332741529,0.849997238521422,0.849996138409397,0.849995049488213,0.849993977531293,0.849992839293926,0.849991442745401,0.849990307213451,0.849989269590647,0.849989826796988,0.849992200353224,0.850000036376335,0.850021132703468,0.850071302332537,0.850180041323866,0.850397882637359,0.850804985751276,0.851521757117349,0.852727440209558,0.85469986108963,0.857857947125755,0.862403859567713,0.866744713840633,0.86955765089371,0.871284984437055,0.872325044835493,0.872933263064892,0.873273310546929,0.873453839215785,0.873543680345803,0.873584432111133,0.873600335996752,0.873604436503244,0.873604109303776,0.873601952666148,0.873597028948632,0.873589182487037,0.87358113614306,0.873569191140808,0.873569191140808
2054,0.85,0.849999427230746,0.849998332719158,0.849997238494048,0.849996138456358,0.849995049151855,0.849993977835156,0.849992838197926,0.849991441027121,0.849990295015389,0.84998925983277,0.849989806281061,0.84999215220503,0.8499999134802,0.850020831428311,0.850070613695036,0.850178579094249,0.850394990788649,0.850799626180032,0.851512352784301,0.852711570057091,0.854673668094546,0.857816177074018,0.862350835904757,0.866705422322557,0.869533033639046,0.871269695356329,0.872315833266026,0.87292787719601,0.873270354060933,0.873452286001256,0.873542938327395,0.873584120939289,0.87360023400572,0.873604433948643,0.873604137074131,0.873602010996144,0.873597122270396,0.873589300705304,0.87358124678837,0.873569284258593,0.873569284258593
2055,0.85,0.849999427220714,0.849998332691956,0.849997238453576,0.849996138500449,0.849995048771785,0.849993978219736,0.849992836455229,0.849991436783152,0.849990271446314,0.849989260891245,0.849989788012676,0.849992104084875,0.849999790768511,0.850020531867901,0.850069929816897,0.850177126885669,0.850392117609022,0.850794298834797,0.851503001597432,0.852695786296514,0.854647614749327,0.85777460112225,0.862297803531439,0.866665934264807,0.869508292422295,0.871254321390335,0.87230656641034,0.872922455317634,0.873267372796275,0.873450719927791,0.873542186257436,0.873583805222344,0.873600129336749,0.873604429710416,0.87360416355837,0.873602068898749,0.873597215908268,0.873589420059207,0.87358135874265,0.873569378480178,0.873569378480178
2056,0.85,0.849999427207925,0.849998332660076,0.849997238399738,0.849996138542991,0.849995048344341,0.849993978699344,0.849992833967012,0.849991429806082,0.849990233980043,0.849989275069249,0.84998977250361,0.849992055944616,0.849999668062163,0.850020233855921,0.85006925057753,0.850175684605286,0.850389263000812,0.850789003571169,0.851493703311037,0.852680088490412,0.854621700343535,0.857733219219232,0.862244766115991,0.866626249076726,0.869483426856853,0.871238862499621,0.872297243896292,0.872916997638358,0.873264366372917,0.87344914110091,0.87354142399328,0.8735834847538,0.87360002204226,0.873604423701058,0.873604188458316,0.873602126148528,0.873597309776676,0.873589540580628,0.87358147205133,0.873569473829783,0.873569473829783
2057,0.85,0.849999427192324,0.849998332623695,0.849997238332274,0.849996138585428,0.849995047865703,0.849993979289136,0.84999283062804,0.849991419886262,0.849990179912703,0.849989304829545,0.849989760303057,0.849992007733983,0.849999545170001,0.850019937214829,0.850068575849344,0.850174252157571,0.85038642686713,0.850783740247834,0.851484457684033,0.852664476207067,0.854595924170166,0.85769203128472,0.862191727309959,0.866586366188737,0.86945843655602,0.871223318672807,0.872287865344347,0.872911504395716,0.873261334405565,0.873447549638207,0.87354065140172,0.873583159317986,0.873599912186809,0.873604415839374,0.873604211461492,0.873602182505252,0.873597403783122,0.873589662302855,0.873581586762437,0.873569570332758,0.873569570332758
2058,0.85,0.849999427173862,0.849998332583016,0.849997238250939,0.849996138629329,0.849995047331889,0.849993980005115,0.849992826326673,0.849991406811809,0.849990106362736,0.849989352794482,0.849989751997625,0.849991959400575,0.849999421888811,0.850019641755854,0.850067905497741,0.850172829444304,0.850383609111856,0.850778508726569,0.851475264479959,0.852648949020454,0.854570285525646,0.85765103720945,0.862138690748206,0.866546285052334,0.869433321132999,0.871207689926588,0.872278430367577,0.872905975856188,0.873258276503669,0.873445945669357,0.873539868358993,0.873582828690053,0.87359979984709,0.873604406050471,0.873604232241127,0.873602237713908,0.873597497828192,0.873589785260587,0.873581702926589,0.873569668015586,0.873569668015586
2059,0.85,0.849999427153547,0.849998332536303,0.849997238162165,0.849996138656473,0.849995046797715,0.849993980665859,0.84999282193754,0.849991393927279,0.849990037056375,0.849989398012539,0.849989743463463,0.849991911602436,0.849999299851531,0.850019348853723,0.850067240331551,0.850171416812343,0.850380809735557,0.85077330879736,0.851466123347306,0.852633506435268,0.854544783773551,0.85761023654836,0.862085658517657,0.866506006863994,0.869408079198046,0.871191976092008,0.872268938762662,0.872900411072888,0.873255193532236,0.873444327938017,0.873539075531211,0.873582492697362,0.873599684433551,0.873604394261306,0.873604251555353,0.873602291977526,0.873597591436744,0.873589908635765,0.873581819958321,0.873569766662081,0.873569766662081
2060,0.85,0.849999427133234,0.849998332480277,0.849997238077709,0.849996138632891,0.849995046364828,0.849993980932767,0.849992819120044,0.849991387411307,0.849990016890592,0.849989400775865,0.849989726830009,0.849991865563411,0.849999182152089,0.850019061127016,0.850066581910106,0.850170014962735,0.850378028816016,0.850768140193602,0.851457033843806,0.852618147902136,0.854519418331668,0.857569628582858,0.86203263146812,0.86646553421525,0.869382708562039,0.871176176857839,0.872259390471119,0.872894808137739,0.873252087355905,0.873442694085623,0.873538274215952,0.873582151207022,0.8735995648281,0.873604380401586,0.873604271024088,0.873602345861202,0.873597683832774,0.873590030930957,0.873581936765722,0.873569865862871,0.873569865862871
2061,0.85,0.849999427111411,0.849998332417964,0.849997237988064,0.849996138588302,0.849995045946534,0.849993981100927,0.849992816358743,0.849991382081698,0.849990005090616,0.849989397288783,0.849989709418402,0.849991820230828,0.849999065973251,0.850018776156869,0.850065928752145,0.850168623164647,0.850375266125651,0.850763002890781,0.851447995913779,0.852602873116704,0.854494188417857,0.857529213544498,0.861979615320181,0.866424864216332,0.869357210236641,0.871160292623104,0.872249784817438,0.872889169136815,0.873248955809787,0.873441046228123,0.873537463229224,0.873581803881044,0.873599442090033,0.873604364421554,0.873604288744514,0.873602398406046,0.873597775410508,0.873590153376463,0.873582054298021,0.873569965987891,0.873569965987891
2062,0.85,0.849999427088284,0.849998332349224,0.849997237894553,0.849996138520229,0.849995045551658,0.849993981144504,0.849992813742772,0.849991378529274,0.849990004173257,0.849989385398962,0.849989690882034,0.849991775706293,0.849998951485118,0.850018494068762,0.850065280911827,0.850167241411225,0.850372521593308,0.850757896745956,0.85143900931196,0.85258768165863,0.854469093356809,0.857488991137953,0.861926613292721,0.866383996796216,0.869331583605933,0.871144323468046,0.872240121428687,0.872883494169031,0.873245798769872,0.873439384224626,0.873536642663025,0.873581450471879,0.87359931618986,0.873604346270523,0.873604304583374,0.873602449405727,0.873597865958729,0.873590275817796,0.873582172470548,0.873570067012547,0.873570067012547
2063,0.85,0.84999942706408,0.849998332273915,0.849997237798609,0.84999613842603,0.849995045189733,0.849993981035594,0.849992811369467,0.84999137739499,0.849990016871781,0.849989362764423,0.849989670841844,0.849991732099774,0.849998838872929,0.850018215000116,0.85006463845029,0.850165869699514,0.850369795150017,0.850752821618171,0.851430073795942,0.852572573112164,0.854444132477586,0.857448961034361,0.861873628565403,0.866342931930323,0.86930582803914,0.871128269497841,0.872230399927349,0.872877783343969,0.873242616125445,0.873437707925746,0.873535812630275,0.873581090723706,0.873599187100249,0.873604325904046,0.87360431840929,0.873602498646081,0.873597955253873,0.873590398089308,0.873582291191829,0.873570168909792,0.873570168909792
