0.0005569099,-38.91295,0.412627
0.0011820579,-38.70602,0.449109
0.0015584674,-38.53676,0.191980
0.0021329871,-38.33538,0.248629
0.0027229154,-38.44651,0.239500
0.0032005813,-38.63081,0.362560
0.0038015157,-38.68054,0.367383
0.0040898762,-38.39738,0.255966
0.0046709996,-38.50052,0.192185
0.0052873426,-38.41598,0.298105
0.0107309723,-38.59222,0.243020
0.0157233507,-38.49287,0.171396
0.0204823994,-38.47954,0.030450
0.0263574691,-38.54646,0.143127
0.0303681012,-38.42947,0.174695
0.0360538656,-38.40443,0.188505
0.0425849004,-38.57673,0.111594
0.0469785456,-38.58747,0.155594
0.0525960720,-38.46664,0.271270
0.1060880427,-38.52393,0.165447
0.1507288873,-38.59951,0.162928
0.2012492040,-38.89013,0.240186
0.2473164425,-38.70621,0.364804
0.3015260125,-38.54492,0.334513
0.3424269757,-38.58946,0.538412
0.3827005897,-38.49763,0.372741
0.4152545074,-38.50364,0.443226
0.4605006889,-38.77029,0.365393
0.6367483785,-38.54071,0.345869
0.8305068136,-38.84067,0.258319
0.9921956005,-39.12209,0.332110
1.1192216961,-38.97458,0.482384
1.2263156986,-38.84186,0.522541
1.3574712925,-39.24704,0.663456
1.4435634066,-38.90126,0.474519
1.5227854971,-39.21125,0.604916
1.6261088011,-39.15230,0.813115
1.6878861829,-38.78820,1.000134
1.7480192496,-39.01687,0.354545
1.7768002675,-39.13570,0.769018
1.8495881772,-39.14612,0.607590
1.9015569001,-39.14518,0.381520
1.9389953362,-38.93460,0.955941
1.9786922293,-38.88328,1.011754
2.0065443302,-39.30066,0.894330
2.0366614917,-38.99975,0.716972
2.2702709057,-39.33050,0.328616
2.4344140585,-39.71954,0.734120
2.5205766118,-38.93439,0.784753
2.5860982775,-38.80925,1.651519
2.6413248135,-39.57664,1.248559
2.6954067124,-39.17342,2.310503
2.7274697569,-38.68190,1.732872
2.7364375479,-38.58523,1.261878
2.7883292279,-38.63092,0.730872
2.8310373969,-39.95847,1.469226
2.8294371062,-38.07051,1.238059
2.8712845962,-38.78279,3.078877
2.8823919780,-39.78818,0.960101
2.8973338938,-39.54608,1.379729
2.9467646042,-39.43011,1.355801
2.9678325294,-40.29250,2.189110
2.9685611349,-39.40577,2.063923
2.9704343774,-38.61912,1.583740
3.1245289378,-39.51365,0.691745
3.2959625482,-39.51764,3.087356
3.4376091808,-37.95104,4.014907
3.5348416949,-40.49161,1.947358
3.5525439470,-37.96821,2.322436
3.7566789571,-38.44627,1.780093
3.8245625373,-38.89603,0.850224
3.9971583945,-39.08110,1.960211
3.9933656837,-38.71116,2.941354
4.1265353985,-38.18198,5.371561
4.2705395432,-40.88445,4.727149
4.2401296187,-38.10981,2.456396
4.2779884888,-40.44505,4.864422
4.3548442624,-39.82218,2.701679
4.4062472705,-38.63270,3.567133
4.5100042158,-39.98308,4.125192
4.5657766556,-38.77359,2.253282
4.3814834883,-39.66486,0.960374
