#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 323
1,0.0005569099,0.0001305582
2,0.0011820579,0.0001212920
3,0.0015584674,0.0002148726
4,0.0021329871,0.0001876959
5,0.0027229154,0.0001173808
6,0.0032005813,0.0003135816
7,0.0038015157,0.0004264963
8,0.0040898762,0.0003605513
9,0.0046709996,0.0004639230
10,0.0052873426,0.0000645240
20,0.0107309723,0.0004719426
30,0.0157233507,0.0012705642
40,0.0204823994,0.0008909227
50,0.0263574691,0.0011341051
60,0.0303681012,0.0021641019
70,0.0360538656,0.0016072274
80,0.0425849004,0.0022557430
90,0.0469785456,0.0025742715
100,0.0525960720,0.0038477794
200,0.1060880427,0.0044609792
300,0.1507288873,0.0071720078
400,0.2012492040,0.0095087968
500,0.2473164425,0.0096880411
600,0.3015260125,0.0132852718
700,0.3424269757,0.0184477323
800,0.3827005897,0.0250156807
900,0.4152545074,0.0222222515
1000,0.4605006889,0.0331342992
1500,0.6367483785,0.0166741043
2000,0.8305068136,0.0438749007
2500,0.9921956005,0.0294047794
3000,1.1192216961,0.0368877876
3500,1.2263156986,0.0216801615
4000,1.3574712925,0.0190214435
4500,1.4435634066,0.0364447434
5000,1.5227854971,0.0361649484
5500,1.6261088011,0.0184171861
6000,1.6878861829,0.0273553134
6500,1.7480192496,0.0323918370
7000,1.7768002675,0.0321109698
7500,1.8495881772,0.0246794931
8000,1.9015569001,0.0285694778
8500,1.9389953362,0.0285801224
9000,1.9786922293,0.0114506081
9500,2.0065443302,0.0242883596
10000,2.0366614917,0.0288620017
15000,2.2702709057,0.0345623674
20000,2.4344140585,0.0290601111
25000,2.5205766118,0.0182221159
30000,2.5860982775,0.0208347385
35000,2.6413248135,0.0178279368
40000,2.6954067124,0.0190604999
45000,2.7274697569,0.0172703930
50000,2.7364375479,0.0197895385
55000,2.7883292279,0.0200298667
60000,2.8310373969,0.0217023268
65000,2.8294371062,0.0312616370
70000,2.8712845962,0.0299116088
75000,2.8823919780,0.0288340945
80000,2.8973338938,0.0395463580
85000,2.9467646042,0.0581105139
90000,2.9678325294,0.0414907910
95000,2.9685611349,0.0237588713
100000,2.9704343774,0.0404461499
150000,3.1245289378,0.0554731359
200000,3.2959625482,0.1036173373
250000,3.4376091808,0.1212671318
300000,3.5348416949,0.1185691524
350000,3.5525439470,0.1041099859
400000,3.7566789571,0.1409979468
450000,3.8245625373,0.1342973169
500000,3.9971583945,0.0960691918
550000,3.9933656837,0.1289929084
600000,4.1265353985,0.0585862258
650000,4.2705395432,0.2006558725
700000,4.2401296187,0.0725807827
750000,4.2779884888,0.1071160461
800000,4.3548442624,0.1343076454
850000,4.4062472705,0.1321385860
900000,4.5100042158,0.1046533657
950000,4.5657766556,0.1034457382
1000000,4.3814834883,0.1177324859
