#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 273
1,0.0076932816,0.0005901556
2,0.0144730549,0.0012646508
3,0.0221333182,0.0018333075
4,0.0295800626,0.0017472899
5,0.0372381247,0.0010699922
6,0.0436172749,0.0010841367
7,0.0514800509,0.0028602018
8,0.0597896756,0.0015060679
9,0.0614273870,0.0029932808
10,0.0731445081,0.0069986083
20,0.1413010402,0.0086466276
30,0.2166863955,0.0187014022
40,0.2865598832,0.0167777354
50,0.3507432040,0.0162493187
60,0.3982302326,0.0116810596
70,0.4701464572,0.0311587625
80,0.5220843629,0.0353051595
90,0.5557851189,0.0256117678
100,0.6202986235,0.0096989144
200,1.0786575204,0.0322730768
300,1.3987266529,0.0259851556
400,1.6462720228,0.0303307866
500,1.8028407602,0.0219729584
600,1.9442914838,0.0365393423
700,2.0482685516,0.0194897889
800,2.1233325280,0.0264262087
900,2.2099155152,0.0135469092
1000,2.2545761708,0.0440478079
1500,2.4721914833,0.0227573997
2000,2.5873023476,0.0302929925
2500,2.6557120206,0.0140370589
3000,2.7171614199,0.0290192417
3500,2.7704949023,0.0171350280
4000,2.8164036526,0.0310423083
4500,2.8683261497,0.0404650236
5000,2.9306802525,0.0595554971
5500,2.9099777306,0.0714155301
6000,2.9895212001,0.0548501002
6500,3.0166953237,0.0838265383
7000,3.0288394824,0.0289868112
7500,3.0672332503,0.0408263497
8000,3.0659081128,0.0621698210
8500,3.0854571927,0.0219761283
9000,3.1045682288,0.0687632569
9500,3.1768036310,0.0614142542
10000,3.1626915770,0.0847908193
15000,3.4572617183,0.0730171936
20000,3.5833655006,0.0771845131
25000,3.8839647973,0.0748254195
30000,3.9666207990,0.0825026704
35000,4.1369031686,0.1565609089
40000,4.3574373056,0.1293881095
45000,4.3336508674,0.1011546301
50000,4.4211451618,0.1204120772
55000,4.4966449808,0.1292584978
60000,4.6566960562,0.0399977644
65000,4.6886996677,0.0779843661
70000,4.7800350999,0.1128457491
75000,4.7406926040,0.0480347772
80000,4.8663429340,0.1491091937
85000,4.8957557035,0.0726737579
90000,4.8494177143,0.1510013188
95000,5.0049122539,0.0951007621
100000,4.9838069078,0.0988925883
150000,5.2341742483,0.1335390249
200000,5.2967066503,0.0510421283
250000,5.3741457486,0.0307154190
300000,5.3479753836,0.0629207731
350000,5.4135961044,0.1179436578
400000,5.4104021268,0.0623194995
450000,5.4942401864,0.0416223605
500000,5.4850016448,0.0234164410
550000,5.5429753097,0.0175338247
600000,5.4995407364,0.0317476249
650000,5.5471070091,0.0379633664
700000,5.5914198712,0.0165847155
750000,5.4976432804,0.0396276133
800000,5.5299946854,0.0356206270
850000,5.5370914350,0.0163943172
900000,5.5671337549,0.0235494315
950000,5.5678271408,0.0136806397
1000000,5.5832004967,0.0240460438
