#units_pressure Pa
#units_loading mol/kg
#units_temperature K
#temperature 298
1,0.0016729311,0.0001963491
2,0.0035857957,0.0005573223
3,0.0051002385,0.0006213312
4,0.0070681337,0.0005100979
5,0.0087432660,0.0003468271
6,0.0110347413,0.0006383019
7,0.0128199349,0.0008303675
8,0.0142111091,0.0008812516
9,0.0160579369,0.0004620479
10,0.0176494227,0.0009514992
20,0.0359922313,0.0008042697
30,0.0516979722,0.0037251793
40,0.0702961229,0.0040479098
50,0.0865587738,0.0043451335
60,0.1064160252,0.0063271974
70,0.1196277781,0.0086033451
80,0.1376470066,0.0054247855
90,0.1530093564,0.0098501738
100,0.1735643962,0.0122269381
200,0.3301221275,0.0220560497
300,0.4609365315,0.0221612356
400,0.6002080422,0.0455415427
500,0.7066064576,0.0255134441
600,0.8389639203,0.0314968532
700,0.9602470197,0.0175679869
800,1.0415448655,0.0193763852
900,1.1408113117,0.0420694526
1000,1.2123511267,0.0325007380
1500,1.5359488231,0.0179521689
2000,1.7657237029,0.0197495644
2500,1.9355768337,0.0302035579
3000,2.0404498001,0.0318389298
3500,2.1542223195,0.0186758561
4000,2.2231778963,0.0438325131
4500,2.3026993535,0.0218555750
5000,2.3478772970,0.0293949317
5500,2.3936913946,0.0253751839
6000,2.4530540325,0.0358744696
6500,2.4509078381,0.0055422375
7000,2.5164889368,0.0250080633
7500,2.5339842737,0.0201501336
8000,2.5504406324,0.0350670651
8500,2.5770886632,0.0223516340
9000,2.6004150454,0.0177511308
9500,2.6117403484,0.0234741325
10000,2.6389628990,0.0231754503
15000,2.7732244214,0.0352854077
20000,2.8345263386,0.0294780181
25000,2.9559899385,0.0422275306
30000,3.0056121554,0.0522776548
35000,3.0847946239,0.0360168804
40000,3.1083521347,0.0514394349
45000,3.1006324384,0.0489342539
50000,3.1734709762,0.0913680742
55000,3.2919871357,0.0760599158
60000,3.3343519136,0.0728476971
65000,3.4012603510,0.0641123073
70000,3.4038511930,0.1171564770
75000,3.4309174565,0.0739433735
80000,3.5642104399,0.0986461959
85000,3.5541728536,0.0657022078
90000,3.5729867243,0.0490739708
95000,3.6957600531,0.0354001857
100000,3.6288141948,0.0594141141
150000,4.0315283229,0.0524189216
200000,4.2938571204,0.1158923387
250000,4.5675464406,0.0264701530
300000,4.7417183749,0.0630094868
350000,4.9492916986,0.0553338416
400000,4.9747928911,0.0948027999
450000,4.9206471567,0.0741823640
500000,5.0142718629,0.0947735913
550000,5.1159574554,0.0855154310
600000,5.1197413613,0.1071918858
650000,5.1303424613,0.1236444099
700000,5.0986426190,0.1132685266
750000,5.2195911321,0.0369223357
800000,5.2777408950,0.0661911281
850000,5.2752006813,0.0680804010
900000,5.2450460989,0.1378682983
950000,5.2788084892,0.0501416553
1000000,5.3550721333,0.0814869276
