0.0076932816,-38.56336,0.106539
0.0144730549,-38.56999,0.117653
0.0221333182,-38.66591,0.096295
0.0295800626,-38.65362,0.192268
0.0372381247,-38.57222,0.199413
0.0436172749,-38.73463,0.207788
0.0514800509,-38.73069,0.178638
0.0597896756,-38.64151,0.161969
0.0614273870,-38.52342,0.229369
0.0731445081,-38.70925,0.100489
0.1413010402,-38.62005,0.242642
0.2166863955,-38.63696,0.260906
0.2865598832,-38.77761,0.246356
0.3507432040,-38.76262,0.204609
0.3982302326,-38.53435,0.157961
0.4701464572,-38.80613,0.223762
0.5220843629,-38.68578,0.397334
0.5557851189,-38.98774,0.347708
0.6202986235,-38.87243,0.202233
1.0786575204,-39.02618,0.202070
1.3987266529,-39.34664,0.730171
1.6462720228,-39.18563,0.699152
1.8028407602,-39.16428,0.182776
1.9442914838,-38.87302,0.474875
2.0482685516,-39.42201,0.341407
2.1233325280,-39.21631,0.327969
2.2099155152,-39.19973,0.601567
2.2545761708,-39.18364,0.964054
2.4721914833,-39.79802,0.803036
2.5873023476,-39.22588,0.773292
2.6557120206,-39.71971,1.380538
2.7171614199,-39.96581,0.878295
2.7704949023,-40.61901,1.042171
2.8164036526,-38.74036,1.658744
2.8683261497,-40.28858,1.144912
2.9306802525,-39.91714,1.290987
2.9099777306,-40.32684,1.055485
2.9895212001,-39.62872,1.325993
3.0166953237,-39.21793,1.009305
3.0288394824,-40.41696,1.454605
3.0672332503,-39.15187,2.258662
3.0659081128,-39.46063,2.424680
3.0854571927,-39.09170,2.028760
3.1045682288,-40.54742,2.192165
3.1768036310,-39.64938,2.216793
3.1626915770,-41.12856,0.757760
3.4572617183,-38.52602,2.416974
3.5833655006,-40.07189,1.004918
3.8839647973,-41.96298,4.787753
3.9666207990,-40.60963,3.783941
4.1369031686,-40.10718,4.061569
4.3574373056,-38.79026,2.196305
4.3336508674,-39.44949,5.600386
4.4211451618,-40.66674,2.891762
4.4966449808,-41.65716,4.482051
4.6566960562,-38.06374,4.409910
4.6886996677,-39.93777,6.917791
4.7800350999,-37.97065,5.627203
4.7406926040,-41.33642,4.050931
4.8663429340,-41.02020,5.792846
4.8957557035,-40.26998,4.922097
4.8494177143,-40.12855,4.718056
5.0049122539,-38.45227,5.611995
4.9838069078,-42.43318,7.365834
5.2341742483,-42.31258,7.583715
5.2967066503,-38.34632,7.287104
5.3741457486,-38.94812,8.457536
5.3479753836,-38.96793,5.937268
5.4135961044,-35.48323,13.020975
5.4104021268,-37.14704,6.960196
5.4942401864,-40.17405,8.447886
5.4850016448,-36.46346,8.273712
5.5429753097,-42.51620,17.156626
5.4995407364,-40.58279,8.905310
5.5471070091,-34.43407,7.390544
5.5914198712,-38.73034,19.698900
5.4976432804,-37.13005,10.613465
5.5299946854,-35.66659,10.995060
5.5370914350,-40.23198,13.431024
5.5671337549,-44.00833,19.048793
5.5678271408,-40.04499,19.124631
5.5832004967,-42.43122,7.885595
