Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22
45,0.05,0.0291254291618577,0.000588926245747079,7.19200671317741e-06,7.47515369132013e-08,1.43430378494154e-08,1.27798072389493e-08,1.24920122178338e-08,1.24338125907897e-08,1.241980933884e-08,1.24165821596606e-08,1.24165570231693e-08,1.24166726842341e-08,1.24167945196441e-08,1.24169205113042e-08,1.24170533458963e-08,1.2417191671342e-08,1.24173346592779e-08,1.24174816665029e-08,1.24176321245394e-08,1.24177878298746e-08,2.15931071775925e-07
46,0.05,0.030491051651962,0.000633961017932602,7.90902396081139e-06,8.21295314231825e-08,1.45203040024732e-08,1.28116548693346e-08,1.24993256781318e-08,1.24355047287412e-08,1.24201531542191e-08,1.24165846230079e-08,1.24165586989028e-08,1.24166735625375e-08,1.24167947852867e-08,1.2416920607964e-08,1.24170533897308e-08,1.24171916883012e-08,1.24173346551465e-08,1.24174816422197e-08,1.24176320803158e-08,1.24177878010033e-08,2.15931071747221e-07
47,0.05,0.0317683611291862,0.000684305880597328,8.70373803210702e-06,9.04365991233576e-08,1.47136695195682e-08,1.28460691049982e-08,1.25072487387374e-08,1.24373430421248e-08,1.24205285062409e-08,1.24165868830492e-08,1.24165604051051e-08,1.24166745394057e-08,1.24167950988915e-08,1.24169207338613e-08,1.24170534555893e-08,1.24171917227255e-08,1.24173346645105e-08,1.24174816275706e-08,1.2417632041876e-08,1.24177877740604e-08,2.15931071720258e-07
48,0.05,0.0329094833458028,0.0007410121274172,9.58984606573563e-06,9.98269071490515e-08,1.49247599829177e-08,1.28832338396089e-08,1.25158276050124e-08,1.24393370627759e-08,1.2420938718057e-08,1.24165888665325e-08,1.24165620919174e-08,1.24166755913678e-08,1.24167954383878e-08,1.24169208688029e-08,1.24170535261382e-08,1.2417191760371e-08,1.24173346762788e-08,1.24174816146169e-08,1.24176320044438e-08,1.24177877474459e-08,2.15931071692834e-07
49,0.05,0.0339011133022175,0.000804243347330338,1.05746278668944e-05,1.10431075014258e-07,1.51550410850896e-08,1.29233213905594e-08,1.25251088582621e-08,1.24414987829324e-08,1.24213870309329e-08,1.24165904802432e-08,1.24165636926375e-08,1.24166766816788e-08,1.24167957701456e-08,1.24169209825243e-08,1.24170535754696e-08,1.24171917799682e-08,1.24173346738705e-08,1.2417481591515e-08,1.24176319608891e-08,1.24177877187713e-08,2.15931071664697e-07
50,0.05,0.0347587484699401,0.000873706011143843,1.16613482820458e-05,1.22363007929251e-07,1.54058452896098e-08,1.29664894514025e-08,1.25351382684534e-08,1.24438406824622e-08,1.24218762989765e-08,1.24165916436895e-08,1.24165651642156e-08,1.24166777965131e-08,1.24167960810324e-08,1.24169210625219e-08,1.24170535926613e-08,1.24171917725386e-08,1.24173346500594e-08,1.24174815533029e-08,1.24176319082504e-08,1.24177876870278e-08,2.15931071639856e-07
51,0.05,0.0355086229649062,0.00094899211708449,1.28521658994752e-05,1.35737893288569e-07,1.56786599635125e-08,1.3012907914368e-08,1.25459640512179e-08,1.24463763523474e-08,1.2422409046579e-08,1.24165922831254e-08,1.2416566484341e-08,1.24166789423617e-08,1.24167963762536e-08,1.24169211120579e-08,1.24170535801711e-08,1.24171917399984e-08,1.24173346060662e-08,1.24174815012995e-08,1.24176318471203e-08,1.24177876524762e-08,2.15931071611962e-07
52,0.05,0.0361763292141275,0.00102975828392505,1.41495729410237e-05,1.50680967542368e-07,1.59752715507272e-08,1.30627786795957e-08,1.25576400890957e-08,1.24491203404347e-08,1.24228904918747e-08,1.24165911678231e-08,1.24165677918665e-08,1.24166801303342e-08,1.24167966627935e-08,1.24169211361506e-08,1.24170535418593e-08,1.24171916854785e-08,1.24173345447885e-08,1.24174814368419e-08,1.24176317786305e-08,1.241778761539e-08,2.159310715052e-07
53,0.05,0.0367798883733517,0.00111591657899331,1.55577071955509e-05,1.67332249004841e-07,1.62978603713572e-08,1.31163454029e-08,1.25702279403856e-08,1.24520827551075e-08,1.23869098905053e-08,1.24161295041393e-08,1.24166074054159e-08,1.2416682285068e-08,1.24167969127759e-08,1.24169211453942e-08,1.24170534874886e-08,1.24171916168115e-08,1.24173344725537e-08,1.24174813641148e-08,1.24176317051856e-08,1.2417787576613e-08,2.15931071467451e-07
54,0.05,0.0373330442889324,0.00120744192779449,1.70813982079182e-05,1.85841218419449e-07,1.66490356260059e-08,1.31739027442333e-08,1.25838016047503e-08,1.24547310688e-08,7.43859103144582e-09,1.23500269302795e-08,1.24272832205994e-08,1.24168004931486e-08,1.24167835587845e-08,1.241692092129e-08,1.24170534381604e-08,1.24171915384422e-08,1.24173343922781e-08,1.24174812853189e-08,1.2417631628343e-08,1.24177875366982e-08,2.15931071483793e-07
