Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22
27,0.05,0.0530448855768326,0.0375442934378221,0.0132875435844232,0.00300977964998912,0.000634361310190171,0.000129798888721726,2.63437510534022e-05,5.55366803669652e-06,1.4417008830683e-06,6.39611603047317e-07,4.85101412847152e-07,4.55675329324123e-07,4.50130062548027e-07,4.49094643002751e-07,4.48906259903988e-07,4.4886592168973e-07,4.48855890113953e-07,4.48857269997267e-07,4.48857769544113e-07,4.48862188486061e-07,4.48862188486086e-07
28,0.05,0.0536522466369579,0.038682165625332,0.0143209578347469,0.00328755582819924,0.000699294835849794,0.000144101928342954,2.94003641598603e-05,6.19264998064903e-06,1.57285566481259e-06,6.66106508748236e-07,4.90377876491518e-07,4.56712534328726e-07,4.50331485105008e-07,4.49133555518069e-07,4.48911999198995e-07,4.48868815504394e-07,4.48856345739357e-07,4.48857161554671e-07,4.48857705049886e-07,4.48862137391012e-07,4.48862137391037e-07
29,0.05,0.0546030786277466,0.0398056182095592,0.0153199671144426,0.00357241962450189,0.000767803089159043,0.000159455468399453,3.27219395698284e-05,6.89388659964967e-06,1.71800144823601e-06,6.95641728260736e-07,4.96297938088416e-07,4.57883223269446e-07,4.50560155578613e-07,4.49177795788674e-07,4.48919883580834e-07,4.48871503600562e-07,4.48856451372442e-07,4.48856939447441e-07,4.4885762227481e-07,4.48862087424872e-07,4.48862087424897e-07
30,0.05,0.0568870276506121,0.0409580557472513,0.0160778164362495,0.00383660443796932,0.000836316900732371,0.000175450952184146,3.6270975475457e-05,7.65609620621137e-06,1.87775828004712e-06,7.28471726940627e-07,5.02932729498006e-07,4.59204699392016e-07,4.50819945022709e-07,4.49228286297514e-07,4.4892928951204e-07,4.48874429862029e-07,4.48856439508019e-07,4.48856624180262e-07,4.48857511327757e-07,4.48862033755599e-07,4.48862033755623e-07
31,0.05,0.0611675264794385,0.0426051365601677,0.0166365639399195,0.00407262833326788,0.000902008498984548,0.000191496990431721,3.99457038589647e-05,8.46390463122433e-06,2.05010839985058e-06,7.64388969364526e-07,5.10274454894687e-07,4.6068097234571e-07,4.51112570482358e-07,4.49285572488783e-07,4.48940146260413e-07,4.48877764064775e-07,4.48856420358165e-07,4.48856237266639e-07,4.48857379562064e-07,4.48861979460171e-07,4.48861979460196e-07
32,0.05,0.0638317151197415,0.0443968576578365,0.0176855270440471,0.0043887458979891,0.000980651852522505,0.000209701077026076,4.40080237839664e-05,9.34679017335785e-06,2.23781348181027e-06,8.03537824785037e-07,5.18302391601692e-07,4.62302543004766e-07,4.51435728218214e-07,4.49349251712768e-07,4.48952370306035e-07,4.48881538197574e-07,4.48856493483448e-07,4.48855824419905e-07,4.48857249472889e-07,4.48861933233949e-07,4.48861933233974e-07
33,0.05,0.0650049384587514,0.0457736381457341,0.0188811336456454,0.00474421782146796,0.00106869373816121,0.00022999572482665,4.85275687780711e-05,1.03289109164803e-05,2.4468851590099e-06,8.47243419618999e-07,5.27291690336101e-07,4.64124618091801e-07,4.51800202120997e-07,4.49421334882107e-07,4.48966249357605e-07,4.48885738802659e-07,4.48856637902312e-07,4.48855334634423e-07,4.48857083800508e-07,4.48861880855085e-07,4.4886188085511e-07
34,0.05,0.0656565164589659,0.0469556368587959,0.020126932277388,0.00512239227073013,0.00116342278731866,0.000251983895575745,5.34532248363195e-05,1.14053157063038e-05,2.6772921581573e-06,8.95670140879117e-07,5.37304972970122e-07,4.66164802240474e-07,4.52210365800277e-07,4.49502841367732e-07,4.48982012120421e-07,4.4889039297125e-07,4.48856897745082e-07,4.48854778501571e-07,4.48856882381087e-07,4.48861822109423e-07,4.48861822109448e-07
35,0.05,0.0660526885282325,0.0480368357311107,0.0214246327582789,0.00552509934132424,0.00126524160852252,0.00027575311576348,5.88051769176113e-05,1.2580884480677e-05,2.93023306924848e-06,9.49109994164071e-07,5.48412039468913e-07,4.68439412481711e-07,4.52669955598824e-07,4.49594617635506e-07,4.48999845734642e-07,4.48895595668697e-07,4.48857274011426e-07,4.48854148138237e-07,4.48856643326889e-07,4.48861757792433e-07,4.48861757792458e-07
36,0.05,0.0662704002926453,0.0490382483295257,0.0227693627862775,0.00595410593970843,0.00137467465529276,0.000301435331053051,6.46153376894888e-05,1.38632537190227e-05,3.20751493910915e-06,1.0079847081263e-06,5.6070975159751e-07,4.70970325796456e-07,4.53183831939238e-07,4.49697728148736e-07,4.49019985307401e-07,4.48901317666535e-07,4.4885784237963e-07,4.48853465752665e-07,4.48856363748066e-07,4.48861686445797e-07,4.48861686445822e-07
37,0.05,0.0663457517815756,0.049967288371662,0.024154438847444,0.00641206139294429,0.00149240080651292,0.000329189494978885,7.09206538116074e-05,1.52610696957896e-05,3.51116560607427e-06,1.07276624478388e-06,5.74306524101388e-07,4.73782059508912e-07,4.53757453701743e-07,4.49813335270466e-07,4.49042961992565e-07,4.48905336467611e-07,4.48859789094535e-07,4.48853479786567e-07,4.48856168011001e-07,4.4886160102469e-07,4.48861601024714e-07
38,0.05,0.0663078545098597,0.0508299589921122,0.0255667427572496,0.0069018280959586,0.00161916997422723,0.000359195901678763,7.77634257368629e-05,1.67842678638888e-05,3.8434682808458e-06,1.14398597251809e-06,5.89324106587728e-07,4.76902082656447e-07,4.5439693311016e-07,4.49942721609166e-07,4.49069387460622e-07,4.48906016277737e-07,4.48863680324137e-07,4.48854853095506e-07,4.48856254914987e-07,4.48861509061062e-07,4.48861509061086e-07
39,0.05,0.0661714844250192,0.0516298842067419,0.0269954742217899,0.00742861853256057,0.00175611581795205,0.000391692004975103,8.51942760079362e-05,1.84439890400722e-05,4.20696591636506e-06,1.2222178294376e-06,6.05892691633133e-07,4.80359743268485e-07,4.55108799544483e-07,4.50087414746266e-07,4.49098843950681e-07,4.48909050076331e-07,4.4886678041165e-07,4.48855717457928e-07,4.48856256888785e-07,4.48861420425947e-07,4.48861420425972e-07
40,0.05,0.0659535762854626,0.0523707999993658,0.0284225294357643,0.00799721669992283,0.00190439488070153,0.0004269381271947,9.3270714157381e-05,2.02530677638828e-05,4.60459624906058e-06,1.30812713277315e-06,6.24161808630742e-07,4.84188398255702e-07,4.55900422622375e-07,4.50249048969416e-07,4.49131628709614e-07,4.48914365289937e-07,4.48869339883856e-07,4.48856073160491e-07,4.48856136375387e-07,4.48861326532655e-07,4.48861326532679e-07
41,0.05,0.0656654765628649,0.0530565083026742,0.0298329762429284,0.00861311825512824,0.00206531638331042,0.000465222539544736,0.000102055298605189,2.22253438918625e-05,5.03942146792089e-06,1.40240818494717e-06,6.44289209659013e-07,4.88423643312592e-07,4.56779749673073e-07,4.50429352942299e-07,4.4916825799809e-07,4.48921139737129e-07,4.48871795938063e-07,4.48856238352942e-07,4.48855949566022e-07,4.48861226099678e-07,4.48861226099703e-07
42,0.05,0.0653176839945391,0.0536899461569568,0.0312117042366254,0.00927999180674834,0.00224002729544709,0.000506830681875804,0.000111613589618116,2.43756735898237e-05,5.5148237278624e-06,1.50582831198453e-06,6.66448219108045e-07,4.93104390300255e-07,4.57755443591083e-07,4.50630233620788e-07,4.49209173907842e-07,4.48929140428323e-07,4.4887440800468e-07,4.48856287400695e-07,4.48855692177272e-07,4.48861113571695e-07,4.4886111357172e-07
43,0.05,0.0649181673353491,0.0542753520473544,0.0325490813159328,0.00999948211415118,0.00242938084380772,0.000552014129809195,0.000122008576706784,2.67191044885477e-05,6.03432603946494e-06,1.61920373187739e-06,6.90825881350884e-07,4.98273007691112e-07,4.58836987834094e-07,4.50853783326336e-07,4.49254874253021e-07,4.48938200010636e-07,4.48877314902383e-07,4.48856327460268e-07,4.48855379975637e-07,4.48860986008828e-07,4.48860986008853e-07
44,0.05,0.0644710038757568,0.0548171789299027,0.0338418796637685,0.0107722746757377,0.00263411349588961,0.000601014927265861,0.000133303429121563,2.92711172706597e-05,6.60161672022453e-06,1.74339839607526e-06,7.1762188383892e-07,5.03975066177781e-07,4.60034650153182e-07,4.51102282853631e-07,4.49305873810723e-07,4.48948362844933e-07,4.48880554604398e-07,4.48856402630166e-07,4.48855017132091e-07,4.48860841384696e-07,4.48860841384721e-07
45,0.05,0.0639753401264699,0.0553208970621778,0.035091571971428,0.011597990596722,0.00285481854871475,0.000654063792738557,0.000145561776353863,3.20477029909751e-05,7.22056449559527e-06,1.87932725682707e-06,7.4704899084581e-07,5.10259329457323e-07,4.61359456565332e-07,4.51378193671985e-07,4.49362712331514e-07,4.48959748496699e-07,4.48884144197407e-07,4.48856532756735e-07,4.48854603711685e-07,4.48860677124599e-07,4.48860677124624e-07
46,0.05,0.063422523646258,0.0557933916793328,0.0363051345928754,0.0124770147343454,0.00309217367180604,0.000711405130242215,0.000158850217089264,3.50656390286818e-05,7.89524961678569e-06,2.02796098759437e-06,7.79334166938015e-07,5.17178065355448e-07,4.62823274591362e-07,4.51684174099509e-07,4.49425980195467e-07,4.48972472322784e-07,4.4888808844449e-07,4.48856755129967e-07,4.48854147357701e-07,4.48860491321873e-07,4.48860491321897e-07
47,0.05,0.0627984077498131,0.0562408632734607,0.0374916792950608,0.0134112450012988,0.00334714941353642,0.000773337726844639,0.000173245368485199,3.8343661523731e-05,8.63016258558409e-06,2.19036093422467e-06,8.14725073055237e-07,5.24788332034155e-07,4.64439082161271e-07,4.52023138155358e-07,4.49496324182724e-07,4.48986675996463e-07,4.4889241134743e-07,4.48857085933858e-07,4.48853649889042e-07,4.48860281703767e-07,4.48860281703792e-07
48,0.05,0.0620938708383196,0.0566670378439994,0.0386568027809089,0.0144019355460139,0.00362072639619107,0.000840183995039633,0.00018883154807244,4.19025085836815e-05,9.43027769966123e-06,2.36770178276316e-06,8.53495528383423e-07,5.33153172515459e-07,4.66221216942474e-07,4.52398306559666e-07,4.49574459417336e-07,4.49002509044749e-07,4.4889719375273e-07,4.48857514348976e-07,4.48853096679031e-07,4.48860043158035e-07,4.48860043158059e-07
49,0.05,0.0613145280220545,0.0570731962126282,0.0398005067303527,0.0154481385384161,0.00391363008388652,0.00091224483549658,0.000205693582564425,4.57638451807597e-05,1.0300904573842e-05,2.56125371983269e-06,8.95944008372579e-07,5.42341669247155e-07,4.68185448114636e-07,4.52813231517226e-07,4.49661174995786e-07,4.49020154215195e-07,4.48902364435985e-07,4.48858116602438e-07,4.48852521576183e-07,4.48859775127993e-07,4.48859775128017e-07
50,0.05,0.0604783584004097,0.0574608010050095,0.0409211185798484,0.0165468793797372,0.00422634308019754,0.000989793855252756,0.000223914750093861,4.99497380477378e-05,1.12475698399158e-05,2.7723575989082e-06,9.42388694185165e-07,5.52428000983487e-07,4.70348804831498e-07,4.53271770403059e-07,4.49757309930729e-07,4.49039982891517e-07,4.48906454250227e-07,4.48859682115049e-07,4.48852417968786e-07,4.48859539103918e-07,4.48859539103943e-07
51,0.05,0.0596076220399556,0.0578302134474787,0.0420174585056659,0.0176952423482613,0.0045594792205344,0.0010731254150594,0.000243582547218704,5.44833013915691e-05,1.2276082568339e-05,3.002430448782e-06,9.93167760845682e-07,5.63491435835483e-07,4.72729576127043e-07,4.53778089602018e-07,4.49863752798871e-07,4.49062508357417e-07,4.48907504785196e-07,4.48863068853174e-07,4.48853504282039e-07,4.48859468916375e-07,4.488594689164e-07
52,0.05,0.058724180479691,0.0581797527079479,0.043088231323723,0.0188905295206713,0.00491396670875945,0.00116259031984759,0.000264794856058981,5.9389689780032e-05,1.33926896815151e-05,3.25298834918639e-06,1.04864262377774e-06,5.7561677050334e-07,4.75347367419205e-07,4.54336655718126e-07,4.4998155261938e-07,4.49087539286204e-07,4.48909353095205e-07,4.48866241074393e-07,4.48854577041337e-07,4.48859431145404e-07,4.48859431145428e-07
53,0.05,0.0578450828074158,0.0585088206226004,0.044133397278666,0.0201296645827787,0.00529114417538494,0.00125861293951744,0.000287663296618872,6.46966537167401e-05,1.4605298038242e-05,3.52580596811928e-06,1.10922047768941e-06,5.88897792923593e-07,4.78223687235897e-07,4.54952351005155e-07,4.50111863732917e-07,4.49115007467988e-07,4.48913645303132e-07,4.48868708032084e-07,4.48855028002984e-07,4.48859268184043e-07,4.48859268184067e-07
54,0.05,0.0569788369291886,0.058820218923572,0.0451529393337297,0.0214081208949348,0.00569283241711246,0.00136170796699008,0.000312318422185737,7.0418459415359e-05,1.60663870903079e-05,3.83985560881105e-06,1.17740655757631e-06,6.03685834510718e-07,4.81412056800582e-07,4.55634140815476e-07,4.50256302574912e-07,4.49145409514767e-07,4.48919230703824e-07,4.48871017492637e-07,4.48855292687637e-07,4.48859056071152e-07,4.48859056071177e-07
55,0.05,0.0561191749148807,0.0591282494929342,0.0461479030597261,0.022717436803092,0.00612112383038317,0.00147244051288817,0.000338939054250126,7.67148835856551e-05,1.55584115109734e-05,1.9080320088865e-05,5.07611579375657e-06,1.02387551872079e-06,5.24908191824132e-07,4.60242360876352e-07,4.50786807868609e-07,4.49214613819886e-07,4.48929184684546e-07,4.48873958868158e-07,4.48855314978934e-07,4.48858731172807e-07,4.48858731172831e-07
56,0.05,0.0552197209656962,0.0594781837278342,0.047123016011008,0.0240411156495008,0.00657765893925804,0.00159143007730085,0.000367543068073607,8.34360103110127e-05,1.84415217330347e-05,4.70433387621609e-06,1.99501942194548e-06,8.73850198391432e-07,5.45955052260363e-07,4.68434382504456e-07,4.52532220936865e-07,4.49525761704519e-07,4.48979587250603e-07,4.48887042859162e-07,4.48854819681752e-07,4.48856967069636e-07,4.4885696706966e-07
