Time (s),N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,N21,N22
31,0.05,0.061562212236571,0.0427615554515592,0.0166659148352509,0.00408361146721244,0.000904903662397587,0.000192185570808197,4.00974069408979e-05,8.49627912778857e-06,2.05681049648101e-06,7.6574758083699e-07,5.10545001476063e-07,4.60734044022381e-07,4.51122919909571e-07,4.49287645284019e-07,4.48940602711375e-07,4.48877916497266e-07,4.48856488960622e-07,4.48856166292673e-07,4.48858013694006e-07,4.48858630167209e-07,4.48858630167216e-07
32,0.05,0.0640346513655274,0.0445157175289068,0.0177412844146467,0.00440489482499782,0.00098450405989971,0.000210560253765025,4.41902757819175e-05,9.3847033622847e-06,2.24553154715249e-06,8.05085551641184e-07,5.18608581871638e-07,4.6236239352072e-07,4.51447373631768e-07,4.49351573221511e-07,4.48952874866022e-07,4.48881703988979e-07,4.48856562646517e-07,4.4885575240746e-07,4.48857889334487e-07,4.4885862337263e-07,4.48858623372637e-07
33,0.05,0.0651386859528086,0.0458672588348677,0.0189390418023767,0.00476145597403082,0.00107288298868728,0.0002309406232449,4.87300725306112e-05,1.03713858629244e-05,2.45559469508599e-06,8.490014691695e-07,5.27641613723593e-07,4.64193404587094e-07,4.51813643515662e-07,4.49424010951395e-07,4.48966821164173e-07,4.48885920139326e-07,4.48856707710377e-07,4.48855260305928e-07,4.48857727831155e-07,4.48858609624177e-07,4.48858609624184e-07
34,0.05,0.0657629393509967,0.0470393391963781,0.0201869951047406,0.00514069655963942,0.00116792929260153,0.000253009019138501,5.36748255881142e-05,1.14521487810205e-05,2.68696285863125e-06,8.97635147674362e-07,5.3769856062527e-07,4.6624263645309e-07,4.52225651270483e-07,4.49505887724385e-07,4.48982656514208e-07,4.48890591988005e-07,4.48856970143904e-07,4.48854703289607e-07,4.48857530599676e-07,4.48858589326893e-07,4.488585893269e-07
35,0.05,0.0661413245188384,0.0481133985929229,0.0214866179190947,0.00554453361835761,0.00127008693155873,0.000276863958400574,5.9047177275163e-05,1.26323810111334e-05,2.94093453822004e-06,9.51297643386773e-07,5.48852780704734e-07,4.68527059908749e-07,4.52687250945463e-07,4.49598070046599e-07,4.4900057016628e-07,4.48895817254943e-07,4.48857348301579e-07,4.48854072000011e-07,4.4885729506999e-07,4.48858562971341e-07,4.48858562971348e-07
36,0.05,0.0663440609297966,0.0491083023982932,0.0228332685498752,0.00597481425506487,0.00137989010302005,0.000302638438697604,6.48791917916307e-05,1.39197515081524e-05,3.21932660523331e-06,1.0104135419957e-06,5.61201896090782e-07,4.71068739116854e-07,4.53203346386702e-07,4.49701630458089e-07,4.49020809035759e-07,4.48901482715551e-07,4.48857958193016e-07,4.48853418289313e-07,4.48857023323125e-07,4.48858529146226e-07,4.48858529146233e-07
37,0.05,0.0664083245491087,0.0500311488280426,0.0242182736734551,0.00643382007214421,0.00149797153431622,0.000330487616658309,7.12078420067034e-05,1.53230274045157e-05,3.5242041752294e-06,1.07546380427358e-06,5.74856306825456e-07,4.73892612486206e-07,4.53779484066417e-07,4.49817749423021e-07,4.49043899120551e-07,4.48905462417203e-07,4.48859920465705e-07,4.48853469979413e-07,4.48856833203534e-07,4.48858484386161e-07,4.48858484386168e-07
38,0.05,0.0663581745931478,0.0508876466620919,0.0256315669992374,0.00692506606012232,0.00162516602558121,0.000360599931456248,7.8075796095791e-05,1.68520257862601e-05,3.85784125854815e-06,1.14697348087634e-06,5.89936071956471e-07,4.77025774337903e-07,4.54421698336072e-07,4.49947697492451e-07,4.49070451159322e-07,4.48906096665756e-07,4.48863895223737e-07,4.48854827466755e-07,4.48856908330531e-07,4.48858438855344e-07,4.48858438855351e-07
39,0.05,0.0662104208756546,0.051681146987865,0.0270594682039873,0.00745329145970233,0.00176255290767708,0.00039320973904155,8.55341277446838e-05,1.85181356059731e-05,4.22281806251163e-06,1.22553003859447e-06,6.06574476313191e-07,4.80498198221197e-07,4.55136642312534e-07,4.50093013797034e-07,4.49100089594471e-07,4.48908980137811e-07,4.48867001225672e-07,4.48855790585545e-07,4.48856935858906e-07,4.48858397173499e-07,4.48858397173505e-07
40,0.05,0.065981084140417,0.0524153780439669,0.028485372924111,0.00802365123812483,0.00191133637166411,0.000428581400112324,9.36403923646264e-05,2.03341170364178e-05,4.62200606762801e-06,1.31178357534351e-06,6.2491844712987e-07,4.8434285924427e-07,4.55931631424536e-07,4.50255360427442e-07,4.49132896801354e-07,4.48914829249781e-07,4.48869396545546e-07,4.48855991759608e-07,4.48856747243309e-07,4.48858340879456e-07,4.48858340879462e-07
41,0.05,0.0656827798461328,0.0530944648091256,0.0298931840912182,0.00864123115010678,0.00207277692081527,0.000466999435273719,0.000102457173675286,2.23138868916014e-05,5.05853746655875e-06,1.40644284083595e-06,6.45128138807948e-07,4.88595717381605e-07,4.56814670391651e-07,4.50436441135583e-07,4.49169687233236e-07,4.48921595671375e-07,4.48871926838882e-07,4.48856134618303e-07,4.48856552836484e-07,4.4885827918299e-07,4.48858279182997e-07
